,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
270,177457,82,60,40,60,69,59,78,79,57,72,49,47,74,75,66,69,65,82,63,74,77,86,76,71,78,87,69,76,52,83,76,85,82
277,169595,82,60,60,60,81,57,62,76,64,79,64,57,66,76,80,81,73,82,76,72,75,81,74,69,87,81,68,73,57,73,82,84,85
283,163631,82,60,60,60,86,63,74,81,63,78,81,82,74,80,73,68,74,83,84,84,71,81,64,75,74,80,73,76,90,81,81,81,79
290,146760,82,60,60,60,83,54,59,77,49,77,80,59,66,79,76,87,75,82,62,68,68,82,74,53,78,76,68,72,66,74,80,82,81
293,135507,82,60,60,80,68,69,55,82,74,77,70,71,79,78,73,73,77,82,79,83,72,80,75,78,86,85,68,75,61,73,72,83,77
295,108080,82,60,40,60,82,45,72,77,62,76,68,66,71,75,76,78,77,82,79,74,75,83,72,70,82,82,66,62,64,80,78,82,82
299,227928,81,40,60,60,75,50,58,74,42,80,61,30,65,78,91,92,88,82,83,74,80,90,59,60,77,80,73,62,38,75,76,77,78
310,212622,81,40,60,80,88,66,69,85,61,77,81,61,80,83,76,65,83,83,83,75,79,85,65,67,74,79,76,79,44,78,77,78,79
314,209889,81,60,80,60,85,72,61,83,76,83,84,82,74,83,83,72,88,81,86,81,64,77,54,83,69,85,76,79,44,75,74,70,77
319,203747,81,60,60,60,76,52,60,75,41,76,63,50,59,79,96,94,84,78,77,52,65,87,62,43,72,78,67,63,62,72,75,77,81
322,202371,81,40,60,80,81,72,72,79,79,81,69,56,74,80,72,80,63,79,49,77,72,92,85,76,73,74,78,71,65,78,80,82,79
325,200724,81,40,40,80,70,32,80,77,38,55,55,37,61,74,72,80,60,72,68,54,81,79,78,28,74,81,37,53,45,73,81,82,83
327,199564,81,60,60,60,81,64,62,85,46,74,70,61,77,80,76,78,69,78,74,65,52,78,75,66,64,81,69,80,57,72,80,82,81
334,197853,81,40,60,60,80,65,75,76,50,76,69,30,72,77,84,84,76,81,78,78,93,87,81,58,83,76,74,71,66,75,77,80,82
341,193352,81,60,60,60,87,59,64,78,67,76,82,84,79,78,73,74,73,82,72,78,73,75,70,72,75,81,68,74,83,81,76,79,81
343,192789,81,40,40,60,79,68,64,75,77,73,75,54,69,75,78,83,69,77,60,81,73,88,79,69,77,80,64,57,50,71,83,80,82
348,190149,81,40,60,60,78,59,59,77,57,76,77,53,69,81,83,89,77,85,74,73,78,93,74,56,76,79,80,66,55,76,66,80,80
351,189251,81,40,60,60,73,63,59,84,66,78,82,79,81,84,74,68,79,84,73,71,65,79,65,72,58,84,72,80,71,81,72,73,74
365,180216,81,40,60,60,81,62,67,78,64,78,42,35,70,78,74,72,76,83,74,75,72,84,73,68,78,76,75,70,60,78,82,84,83
382,139997,81,60,60,60,85,69,60,85,72,72,86,83,87,83,69,76,71,78,65,83,67,74,72,77,83,85,76,86,84,81,78,78,77
397,212462,80,60,60,40,85,52,67,76,66,79,85,77,81,78,82,84,78,80,70,75,81,89,64,67,78,76,73,67,63,76,75,77,76
404,210243,80,60,60,80,80,60,64,80,53,83,76,42,78,78,89,88,84,80,78,67,76,82,62,62,75,79,78,75,53,81,78,80,75
405,210035,80,60,60,40,78,50,64,75,58,82,77,80,68,81,87,86,82,82,81,73,64,88,67,67,65,78,71,60,51,77,74,76,77
407,208334,80,60,40,60,79,55,73,80,51,74,65,65,75,81,76,77,67,80,67,69,63,84,77,61,72,81,62,72,65,80,77,81,81
410,207993,80,40,40,40,74,42,73,68,31,63,43,25,49,69,73,82,52,78,55,82,76,85,91,52,91,71,62,56,44,70,78,83,84
421,203890,80,40,40,60,82,44,69,74,53,74,70,57,70,78,84,82,67,77,72,75,84,89,73,58,75,79,65,68,52,67,77,81,75
426,201510,80,40,60,60,83,71,76,81,61,77,73,53,72,80,81,74,77,80,75,69,82,80,72,67,75,76,76,75,62,76,76,79,81
427,201454,80,40,40,80,82,54,70,76,52,76,73,68,72,78,74,84,68,79,62,80,73,91,73,69,74,75,64,58,76,75,74,79,78
442,194229,80,40,40,60,84,28,63,70,28,69,78,38,68,80,73,75,78,80,66,74,82,90,69,39,76,80,46,64,23,70,75,80,82
454,190815,80,60,40,80,80,46,71,81,62,73,84,62,80,80,63,58,72,84,75,68,71,86,74,62,70,82,68,76,56,83,80,83,76
461,188802,80,40,40,40,79,37,73,74,47,63,74,72,66,71,75,84,66,78,63,74,74,86,75,60,81,78,54,52,46,72,79,82,81
469,184392,80,40,60,100,71,55,68,76,59,74,69,35,66,75,78,77,80,80,78,69,73,88,65,56,76,79,64,63,45,76,81,84,82
477,177604,80,40,40,60,78,39,67,77,56,73,74,59,61,77,75,76,73,81,74,71,75,83,69,61,75,83,64,66,61,76,80,83,81
486,173432,80,60,40,40,64,43,84,75,55,56,48,28,68,68,66,66,66,78,62,64,74,71,75,44,78,76,46,59,63,76,83,80,82
489,173208,80,40,40,60,79,56,69,77,62,72,71,61,75,73,78,77,68,78,65,68,80,90,73,59,79,77,68,71,70,75,78,80,82
493,169705,80,40,40,60,82,50,69,76,43,77,74,66,70,79,79,79,76,76,68,59,71,83,73,54,73,77,63,51,52,76,79,82,82
496,167553,80,20,40,60,73,40,66,67,57,73,65,62,65,69,86,80,69,74,70,75,71,91,72,53,82,87,60,63,31,61,76,80,83
497,167514,80,40,40,60,78,58,72,76,64,76,72,66,74,78,77,76,70,78,68,80,70,82,74,76,76,82,66,56,55,78,78,82,80
515,138412,80,40,60,80,85,66,69,84,76,77,81,77,81,78,69,66,72,84,73,85,64,91,73,77,79,76,75,77,83,86,76,77,79
518,112316,80,60,40,40,79,51,80,69,61,59,80,71,77,65,67,76,55,76,39,79,67,76,90,74,80,82,53,42,60,76,79,83,75
534,216150,79,40,40,40,79,60,68,72,68,76,72,59,66,73,78,85,75,75,77,74,69,90,71,72,75,75,71,64,59,72,75,77,79
545,211688,79,40,40,60,81,56,60,78,59,77,80,49,75,76,83,89,80,78,82,58,75,77,61,59,74,76,72,70,52,70,77,76,79
548,211256,79,20,60,40,67,57,76,69,33,74,61,40,66,75,92,85,83,74,82,66,84,88,62,44,73,77,66,68,46,73,79,78,78
549,210864,79,40,40,80,76,47,66,74,40,72,40,30,68,74,78,84,76,78,69,68,69,85,69,43,79,78,63,56,40,73,77,80,80
550,210514,79,40,60,60,80,59,64,78,55,82,81,69,73,79,93,91,78,78,74,80,73,81,66,66,69,69,80,66,46,69,74,78,76
558,205988,79,40,40,40,80,44,65,75,58,77,63,58,64,78,80,84,78,77,75,62,68,74,79,48,74,78,73,65,53,75,74,79,79
559,205923,79,40,40,60,77,57,66,77,37,73,64,48,68,77,78,74,72,75,65,62,70,82,73,52,75,77,65,70,54,73,80,80,81
564,205069,79,40,60,60,82,57,53,79,59,84,76,51,64,83,84,74,86,80,88,63,73,77,57,62,71,75,74,70,53,70,78,81,79
567,204311,79,40,40,60,54,47,77,62,47,48,59,60,56,66,63,71,45,74,52,56,87,72,88,49,83,76,53,57,61,71,78,83,78
580,201118,79,40,40,80,81,57,65,75,68,76,66,64,69,76,84,80,76,76,83,80,73,88,63,78,75,76,71,65,60,69,76,78,79
583,201042,79,40,40,80,79,70,66,76,42,76,77,73,70,77,78,82,68,74,67,69,83,90,75,68,76,76,76,69,43,75,75,78,79
585,200458,79,40,60,60,78,52,64,80,45,73,68,57,69,79,79,81,71,76,80,77,75,80,72,69,75,77,67,72,58,71,74,77,81
601,193171,79,20,60,60,79,53,66,78,38,69,67,59,65,78,83,84,80,72,82,75,83,83,62,62,81,78,66,57,56,69,76,77,78
602,192679,79,20,60,40,81,42,68,76,47,67,72,69,77,76,72,78,75,74,77,81,73,81,69,63,75,81,61,56,66,69,75,76,81
604,191210,79,40,60,60,79,58,70,76,58,75,78,80,74,77,77,77,76,76,78,75,68,79,67,72,76,78,72,70,67,70,78,78,79
610,190223,79,20,40,80,81,41,70,75,50,67,78,33,72,78,73,76,68,73,68,61,78,87,72,54,76,77,54,62,44,69,79,81,80
620,187347,79,40,40,60,74,61,69,80,57,72,49,46,76,72,84,90,80,76,76,67,85,93,68,57,65,71,77,75,41,73,77,76,81
621,187324,79,40,40,60,40,42,78,67,51,50,44,45,62,55,68,69,57,74,60,56,88,71,80,53,84,78,32,46,52,74,80,79,79
625,185103,79,40,40,60,89,55,80,73,64,78,85,81,77,75,64,67,63,81,58,91,81,75,76,80,85,80,69,76,74,85,74,81,80
626,184949,79,20,60,60,83,54,66,76,58,71,82,56,73,82,86,79,74,77,73,84,70,86,69,68,76,74,74,69,61,70,69,75,81
637,178424,79,40,40,60,81,56,57,73,69,74,82,80,76,77,78,82,78,75,76,87,63,86,69,84,75,80,70,66,61,70,74,79,81
641,177159,79,40,60,80,79,70,60,79,66,79,72,57,72,77,84,89,76,80,74,69,69,80,64,59,74,65,78,74,53,72,70,75,73
650,173306,79,40,60,100,78,57,63,77,51,80,76,45,76,78,77,83,79,79,66,60,70,87,69,66,80,75,65,73,52,81,78,79,80
652,172316,79,40,40,80,80,62,83,76,43,72,70,36,66,79,75,75,68,82,70,70,74,78,69,60,74,77,62,60,74,63,76,81,79
659,169588,79,40,40,80,52,28,81,72,46,39,32,25,62,70,65,65,50,78,57,42,80,69,75,24,78,81,28,55,44,72,78,81,82
665,165109,79,40,40,60,67,55,70,71,51,66,45,48,67,69,72,72,70,78,67,79,65,71,75,74,75,85,55,60,57,76,85,86,85
679,142784,79,60,60,60,74,49,75,72,53,73,68,66,64,75,61,61,69,85,66,66,84,69,78,57,89,84,71,66,64,76,78,83,82
687,52091,79,60,60,40,78,33,80,75,53,74,76,51,69,75,70,69,77,77,84,71,79,67,69,63,83,82,68,62,57,79,77,79,81
707,222558,78,20,40,80,78,53,69,72,66,76,60,60,74,75,86,87,65,75,65,80,74,89,70,69,83,67,65,68,52,68,74,76,76
721,216189,78,20,80,80,77,56,61,71,52,75,55,58,56,77,85,87,76,73,86,81,77,91,80,62,88,69,76,72,54,69,69,76,82
740,210282,78,40,60,60,76,53,60,76,73,80,69,59,66,80,89,92,83,75,83,85,69,93,69,75,67,74,74,63,70,75,73,76,79
750,207862,78,40,40,60,73,51,83,74,53,61,58,51,74,72,54,72,56,76,49,78,65,72,81,56,68,78,55,68,67,68,76,79,77
752,206591,78,40,80,80,78,63,65,79,59,85,69,52,68,83,85,84,85,78,78,58,67,79,66,61,69,75,74,79,58,77,68,74,74
760,204884,78,40,40,60,82,33,64,76,20,76,77,29,68,76,79,84,68,76,71,68,69,82,81,63,75,76,70,58,40,70,73,76,78
768,203605,78,40,40,40,85,56,69,75,57,74,54,52,69,76,77,84,68,76,66,66,68,84,77,57,75,69,55,64,54,71,74,76,75
782,201119,78,20,40,40,78,60,57,73,55,73,65,50,67,74,84,80,75,81,75,75,59,87,75,73,69,76,73,71,51,72,75,77,73
792,199304,78,40,60,80,71,61,68,76,72,73,74,76,69,77,75,80,73,79,65,85,75,83,79,72,74,81,75,63,67,69,72,77,78
817,192557,78,40,60,60,90,43,58,78,54,75,85,89,69,78,76,77,68,75,74,79,72,77,71,55,64,71,67,65,61,69,77,78,77
824,189681,78,40,60,60,79,49,62,76,59,77,75,51,69,78,84,78,77,77,83,72,81,84,72,66,85,75,77,63,58,76,75,77,78
826,189506,78,20,60,60,74,57,68,85,51,65,72,69,77,80,62,66,73,79,77,73,78,70,59,67,86,80,65,79,61,82,80,81,79
832,188840,78,40,60,80,82,40,65,75,55,72,70,55,70,78,77,77,68,72,67,70,71,90,75,45,79,77,65,62,50,70,71,76,75
834,188427,78,40,60,80,82,66,70,78,65,80,76,61,78,78,75,79,73,78,76,84,71,86,75,78,76,74,78,72,55,74,68,78,76
836,188135,78,40,60,60,81,57,69,72,53,71,64,60,67,80,76,81,76,73,70,79,74,88,73,80,68,78,69,63,59,68,72,74,75
843,186832,78,40,80,60,76,55,64,79,76,82,72,68,79,81,79,76,85,78,85,84,79,75,72,78,74,78,78,76,64,76,72,78,78
846,186345,78,40,60,80,87,45,70,73,44,75,80,68,76,75,78,77,77,72,76,77,74,87,71,66,70,74,60,78,39,71,77,76,78
848,186115,78,40,60,40,76,47,68,74,47,74,64,52,65,75,77,80,73,77,74,67,71,77,69,60,72,78,63,65,63,75,76,79,78
857,182862,78,60,40,60,77,57,62,75,57,75,70,50,70,75,72,74,76,75,83,76,75,79,68,60,88,78,70,65,62,76,75,79,82
859,182744,78,40,60,40,79,57,74,73,50,73,69,71,69,75,78,81,74,71,75,85,74,82,79,78,89,68,69,54,57,77,78,79,80
865,178322,78,60,60,100,80,67,63,76,66,75,68,74,74,76,77,78,74,74,78,80,75,78,66,76,72,78,73,71,74,79,72,77,76
868,178031,78,20,40,60,65,40,82,74,29,62,56,36,70,65,62,67,61,74,66,59,76,73,84,50,78,74,48,60,50,69,78,79,74
886,164082,78,40,60,100,81,59,65,79,53,81,84,69,77,82,77,74,77,79,76,88,74,74,69,85,75,78,77,69,59,81,74,77,80
908,205590,77,20,40,80,69,37,69,74,53,59,58,42,71,73,71,72,69,77,68,70,82,81,76,55,68,82,55,55,54,69,76,78,81
909,210455,77,40,40,60,76,28,62,66,44,65,60,54,59,72,74,79,75,63,75,66,79,87,69,45,80,76,53,55,46,68,80,77,82
917,229148,77,20,40,60,77,59,60,74,52,79,68,47,69,75,91,91,83,76,68,72,59,82,67,61,76,71,77,66,42,69,73,75,74
926,198688,77,40,40,60,69,21,73,67,45,54,60,69,58,59,63,69,57,68,52,77,77,74,92,70,82,77,36,42,38,72,75,78,73
936,230183,77,20,40,100,76,54,77,77,71,71,81,77,67,72,81,82,67,72,66,84,72,89,82,77,96,67,57,56,77,77,77,77,75
938,160040,77,20,60,60,76,69,60,76,71,76,76,68,59,75,84,76,79,80,70,72,61,88,68,74,73,72,76,64,64,80,70,75,77
939,230184,77,20,40,60,76,45,60,73,55,76,54,49,59,71,88,86,86,80,90,78,59,82,33,68,68,71,69,68,49,76,68,77,76
942,144429,77,40,60,60,82,56,63,77,50,73,77,60,76,77,77,78,73,77,72,76,68,77,68,65,69,71,77,72,65,74,76,77,78
946,200752,77,40,40,40,66,20,74,58,17,60,48,36,56,55,78,79,68,72,58,62,88,77,84,35,85,78,38,34,37,72,75,79,77
947,207920,77,40,40,60,76,50,63,72,43,64,60,35,51,72,83,83,77,74,67,66,76,88,66,44,67,76,68,60,55,69,70,75,77
949,189234,77,40,60,60,76,73,52,74,68,77,70,76,72,76,81,79,74,75,72,84,72,72,67,82,60,72,75,73,72,67,65,71,66
958,181816,77,40,60,60,79,36,63,73,49,65,68,38,70,71,71,76,67,81,75,63,78,70,69,58,78,80,66,59,42,67,76,77,78
964,150590,77,40,40,60,76,57,71,79,70,70,74,66,75,77,69,72,74,78,74,73,78,76,70,66,75,75,74,75,65,80,78,77,78
972,204614,77,40,40,60,77,27,60,73,53,71,63,60,71,73,88,84,88,75,89,69,92,92,54,73,73,73,59,60,60,73,72,75,75
992,190034,77,40,40,40,61,22,72,70,30,62,59,34,65,69,68,74,61,73,55,47,79,78,82,43,80,75,57,58,49,55,75,77,79
995,194644,77,40,40,80,76,50,59,69,66,69,77,55,75,73,83,83,79,70,80,83,78,79,68,68,69,78,58,59,50,67,76,77,80
1004,207707,77,40,60,80,78,57,58,74,44,74,62,55,64,76,83,78,75,79,72,76,73,85,67,54,70,75,73,67,49,71,71,74,75
1008,216158,77,40,40,60,82,58,68,75,48,77,67,56,73,76,78,84,76,78,64,76,82,88,77,66,68,67,68,68,58,72,72,73,71
1016,148839,77,40,40,60,78,42,63,75,33,72,62,49,68,71,68,69,69,75,71,66,78,77,70,52,69,81,51,60,90,74,77,76,80
1018,182888,77,40,40,60,66,40,77,73,38,64,64,66,77,71,52,53,61,77,59,72,68,79,81,66,78,75,57,70,56,71,77,78,77
1021,181098,77,40,40,60,76,45,66,77,57,67,71,64,76,74,65,61,73,77,72,54,74,76,69,53,73,77,62,75,61,78,77,78,77
1025,182896,77,40,60,60,78,51,60,75,54,77,75,54,68,79,76,78,86,78,79,73,73,86,65,63,73,73,69,63,48,74,66,76,80
1040,225402,77,20,40,60,73,57,64,72,63,78,74,35,67,75,82,85,84,80,74,68,80,85,67,64,73,71,75,67,48,74,72,74,76
1045,201342,77,20,40,60,53,18,77,71,26,65,48,26,66,64,52,67,51,72,35,67,66,69,84,33,74,73,30,65,40,73,77,80,76
1047,53630,77,40,40,60,62,50,77,68,66,65,59,60,77,67,59,69,59,74,38,77,83,87,94,68,93,72,64,67,63,70,72,72,70
1053,183427,77,40,60,60,69,63,53,80,59,83,72,48,75,79,76,72,89,72,86,80,68,88,66,73,82,75,71,72,65,76,63,73,71
1054,208004,77,40,40,80,70,50,73,74,38,68,40,34,73,71,63,68,67,77,68,60,72,82,78,41,81,80,55,56,42,74,78,82,80
1058,180359,77,20,40,60,80,49,66,78,45,77,67,59,68,77,72,68,73,76,77,59,44,71,57,53,82,77,66,64,51,68,74,78,79
1060,205705,77,20,40,40,57,40,73,66,39,56,36,38,68,65,46,62,48,68,35,67,71,65,79,56,82,81,44,47,48,69,78,79,71
1063,146059,77,20,40,60,74,50,76,77,47,49,48,46,62,69,58,55,57,73,60,49,72,78,77,28,80,74,45,39,51,69,78,77,75
1067,220814,77,20,40,60,57,36,80,67,23,46,38,28,58,65,66,64,69,65,61,62,85,59,72,47,77,76,27,33,34,66,74,80,81
1070,177553,77,40,80,80,76,73,42,76,65,83,74,67,70,80,77,74,84,78,85,75,69,67,54,75,74,72,74,74,66,72,65,64,63
1072,216466,77,40,60,40,76,37,52,75,29,78,66,75,65,77,87,86,78,74,78,60,68,77,64,59,87,76,69,69,46,72,68,75,80
1074,215699,77,40,40,80,75,33,55,74,37,74,59,38,59,72,74,77,78,77,82,43,62,77,67,34,67,78,72,45,43,70,78,80,77
1087,169115,77,40,40,40,66,23,71,66,52,54,47,35,63,60,66,62,61,77,56,63,79,68,71,41,77,80,31,26,31,75,79,80,77
1089,192667,77,40,40,60,75,27,69,65,44,68,68,30,64,72,72,78,50,74,50,74,57,84,86,66,80,75,51,54,37,67,77,83,81
1091,183966,77,40,40,60,68,38,70,69,25,59,67,52,81,69,63,70,65,72,69,80,80,66,73,73,74,80,51,59,35,70,75,81,80
1095,158626,77,60,60,60,79,59,74,75,62,72,74,61,73,73,71,68,74,74,74,74,81,70,71,68,79,74,63,64,66,75,78,78,78
1102,171688,77,60,60,40,77,65,71,75,63,81,78,51,69,72,77,73,67,68,76,69,77,68,64,64,82,80,65,69,54,77,72,77,82
1105,159914,77,20,40,100,76,54,77,77,71,71,81,77,67,72,81,82,67,72,66,84,72,89,82,77,96,67,57,56,77,77,77,77,75
1106,205995,77,40,80,80,86,54,67,77,53,77,84,63,72,80,77,81,74,74,85,78,77,75,75,68,76,72,69,77,46,74,72,75,73
1108,159915,77,20,40,60,76,45,60,73,55,76,54,49,59,71,88,86,86,80,90,78,59,82,33,68,68,71,69,68,49,76,68,77,76
1113,207537,77,40,60,80,73,54,62,72,57,77,53,46,66,75,87,91,75,77,73,74,79,78,86,62,74,77,61,68,53,76,70,74,72
1115,186801,77,40,40,60,54,65,79,68,50,68,39,47,64,73,71,77,65,79,58,74,78,92,88,63,84,81,72,63,52,72,70,81,75
1116,193714,77,40,40,60,67,30,80,67,44,45,47,31,61,63,43,62,58,72,60,59,90,71,78,44,82,77,30,56,37,71,76,75,76
1117,184501,77,20,40,80,80,68,80,74,74,60,45,55,73,75,72,75,65,64,57,74,80,85,80,68,69,74,65,48,59,71,78,79,77
1118,202935,77,20,40,60,51,22,75,66,31,48,47,45,57,64,70,70,68,71,66,48,91,74,70,26,89,77,45,39,36,67,76,75,82
1120,198076,77,40,40,60,56,48,75,58,32,48,48,39,62,51,61,64,65,67,67,74,80,67,89,60,83,75,53,53,51,75,78,77,80
1132,216266,77,40,40,60,68,30,72,71,36,63,42,34,58,67,75,79,66,75,72,60,76,78,78,41,81,72,50,47,46,74,82,81,86
1134,192202,77,20,60,60,83,72,58,81,79,82,83,83,80,80,62,63,69,71,77,87,58,72,69,85,79,71,74,80,68,75,63,68,68
1139,189390,77,40,40,40,78,50,68,74,47,73,59,70,73,74,66,75,65,74,60,75,75,79,76,64,76,75,63,59,70,74,74,79,79
1144,209620,77,40,60,60,77,48,67,73,41,76,67,23,67,77,81,83,77,76,74,59,76,77,71,47,73,71,63,55,42,69,72,78,77
1148,230360,77,20,60,60,76,69,60,76,71,76,76,68,59,75,84,76,79,80,70,72,61,88,68,74,73,72,76,64,64,80,70,75,77
1150,183512,77,40,60,60,78,36,72,66,54,66,77,55,66,74,79,77,73,72,71,78,85,83,77,79,88,67,45,45,59,75,79,77,83
1152,203485,77,40,40,80,67,27,74,72,40,65,63,44,65,69,79,77,75,70,63,67,86,77,77,52,72,77,49,49,42,73,75,82,84
1156,182495,77,40,40,60,68,37,76,65,65,60,68,41,65,64,74,74,79,70,74,70,91,72,74,59,76,80,50,58,50,76,80,78,77
1160,204259,77,40,40,60,75,35,62,72,43,74,31,41,72,74,84,84,78,75,76,56,82,88,62,50,75,70,65,52,56,75,75,74,76
1164,152554,77,60,40,80,73,34,70,66,59,71,64,38,69,76,77,81,77,72,75,52,70,82,66,43,55,76,66,59,45,73,72,78,76
1176,188155,77,40,60,60,77,55,70,70,67,74,64,56,68,76,72,75,71,79,63,76,71,92,75,64,84,73,68,70,62,66,74,77,75
1194,236295,76,20,40,60,74,28,73,76,21,71,59,54,45,75,65,70,60,77,65,49,61,70,63,22,58,79,51,38,43,68,79,79,78
1210,204307,76,40,40,60,75,49,46,76,30,76,68,44,54,76,78,69,77,77,77,54,75,77,59,40,75,70,68,59,49,74,81,78,77
1215,214040,76,20,60,60,70,49,69,68,33,78,60,34,51,73,85,90,82,71,71,67,84,90,81,54,72,72,61,40,55,68,67,70,75
1218,210972,76,20,40,60,79,32,63,73,37,71,75,51,66,73,78,74,74,69,64,69,68,89,66,44,67,69,69,39,46,64,73,78,75
1220,148253,76,40,60,60,76,60,58,70,58,64,63,41,71,68,92,87,75,72,73,59,70,80,60,55,69,74,59,64,65,74,74,72,73
1226,160033,76,20,60,80,74,51,69,71,47,73,51,52,71,72,78,79,83,75,81,55,71,86,68,53,69,77,67,71,61,69,76,74,73
1227,195361,76,20,60,60,70,55,60,76,49,68,67,52,61,75,69,75,68,80,71,57,73,77,69,43,84,75,61,65,56,81,71,75,82
1237,189484,76,40,60,60,76,46,65,73,57,74,74,43,69,74,73,78,66,74,57,74,74,76,74,68,69,73,63,64,57,74,74,77,76
1246,210736,76,40,40,60,77,43,59,74,44,76,51,71,66,79,78,79,79,78,73,80,67,78,53,77,65,75,75,41,55,73,67,68,69
1247,186672,76,40,40,60,60,51,73,73,56,69,60,60,66,70,62,63,60,71,53,65,77,79,76,56,77,78,62,70,63,80,76,81,77
1249,139313,76,40,60,40,83,57,76,76,70,70,86,78,75,75,63,62,66,75,60,83,76,79,75,79,78,76,72,73,68,70,74,77,77
1258,160310,76,40,40,60,77,37,63,64,44,63,65,51,66,74,60,71,58,73,57,84,77,76,81,51,86,79,47,49,53,74,78,81,78
1262,190520,76,40,40,60,61,35,66,72,37,63,43,50,70,69,65,64,68,81,75,48,84,77,71,44,77,83,52,57,51,83,83,83,81
1279,202562,76,40,40,60,73,59,67,74,57,75,73,56,69,74,87,86,75,72,74,69,73,80,76,65,75,76,67,70,51,72,70,73,74
1282,230212,76,20,40,60,55,51,76,61,44,44,54,50,72,52,55,58,49,71,49,43,88,62,81,51,88,75,24,47,66,70,75,77,76
1286,177481,76,40,40,60,77,44,66,73,56,64,53,50,65,69,77,84,66,68,72,50,67,91,73,58,75,73,34,59,66,71,75,76,72
1291,185163,76,40,40,60,35,29,76,58,34,50,42,36,58,54,62,62,58,70,50,65,79,65,83,60,76,76,32,28,45,74,77,78,77
1292,202316,76,40,40,60,77,53,73,75,53,71,63,43,72,72,75,79,54,72,52,78,69,82,81,60,83,64,68,55,50,68,74,79,79
1301,232270,76,20,40,80,66,57,73,73,55,65,60,34,70,64,82,85,73,70,63,79,76,67,79,60,84,74,60,61,48,69,71,76,77
1305,163407,76,40,40,60,73,44,75,71,50,61,48,39,66,70,50,55,63,73,58,69,69,67,78,56,82,75,56,54,57,75,78,76,74
1306,170320,76,40,40,60,78,40,79,70,60,71,64,62,66,73,71,75,68,75,58,74,78,75,78,75,71,75,66,49,52,70,71,77,75
1313,183892,76,20,40,60,68,52,75,67,25,53,56,54,64,70,74,75,55,71,51,63,76,79,82,55,81,78,61,60,49,73,73,75,74
1316,230230,76,20,40,60,61,41,73,67,52,45,54,48,75,55,52,63,38,77,37,71,81,68,83,45,80,72,42,44,77,75,76,75,77
1327,189018,76,20,40,60,68,52,61,78,39,73,56,29,63,71,83,91,88,69,76,59,85,87,75,45,80,76,67,60,33,65,63,75,78
1333,171875,76,40,60,40,84,67,62,74,76,82,84,84,74,78,80,80,77,78,70,81,78,84,66,80,88,72,79,72,74,77,65,73,73
