,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
676,146482,79,40,60,60,88,74,75,85,61,77,81,76,83,82,45,51,52,85,51,73,39,55,61,81,57,63,77,84,84,78,15,57,42
697,227796,78,20,80,80,65,71,49,76,70,86,69,58,59,79,93,90,91,77,92,72,86,68,51,58,44,30,73,76,48,64,28,32,37
709,221992,78,40,80,80,74,72,56,71,71,83,69,59,68,77,94,93,92,75,76,75,75,80,57,72,42,53,75,72,64,76,25,27,25
715,219411,78,40,80,60,70,71,60,69,54,83,75,34,63,78,93,93,90,71,83,80,73,84,63,77,27,37,75,72,58,73,18,21,22
716,217877,78,20,80,60,78,69,39,77,58,80,64,63,61,81,85,81,86,80,75,79,63,59,54,67,30,30,77,73,57,68,17,30,29
719,216497,78,20,60,60,64,78,56,77,78,82,66,62,62,80,83,78,80,77,75,85,59,68,67,74,55,39,78,75,59,67,23,33,29
730,213135,78,40,80,60,69,79,73,75,70,77,54,40,59,75,82,84,75,76,61,77,75,74,82,69,69,28,80,71,65,70,30,24,18
739,210333,78,40,80,60,78,77,67,74,66,78,69,57,63,74,91,86,84,72,87,68,56,74,60,68,55,28,75,76,70,71,33,42,45
751,207494,78,40,60,60,72,72,61,75,64,79,74,56,65,82,84,83,85,75,84,76,65,79,61,80,66,53,79,74,65,75,52,46,44
753,206225,78,40,60,60,80,74,54,76,68,80,74,61,68,81,78,82,76,75,74,80,75,66,67,71,65,61,78,79,64,69,52,57,54
764,204077,78,40,80,80,67,70,64,72,72,84,68,66,57,82,86,92,83,70,65,86,69,73,70,74,50,30,82,75,70,70,16,24,20
767,203627,78,40,80,40,73,74,63,77,68,76,76,76,74,77,89,90,93,74,92,73,77,73,31,76,65,57,75,76,83,69,59,52,49
775,201878,78,40,60,80,82,77,52,79,72,79,76,78,78,79,72,72,76,73,67,78,58,66,64,79,66,34,78,79,71,72,46,33,26
788,200318,78,20,60,40,67,79,69,72,72,77,60,57,68,77,76,75,74,79,67,83,77,70,67,82,61,39,80,70,72,70,26,28,25
795,198706,78,40,60,80,76,73,45,83,58,80,77,74,75,82,74,63,74,74,50,77,40,59,64,77,29,28,75,74,56,72,24,25,18
798,198329,78,40,80,60,72,74,72,75,74,80,78,67,58,78,89,92,81,78,68,80,73,72,71,73,52,31,78,66,77,69,26,28,29
801,197083,78,40,60,60,76,69,56,77,68,81,78,61,63,79,78,78,78,78,76,78,76,76,68,70,59,60,76,76,79,74,44,58,51
802,196889,78,40,80,100,77,56,42,77,74,84,80,70,73,84,90,86,92,76,90,78,51,77,48,76,48,36,74,76,60,76,20,40,60
810,193584,78,20,60,100,69,80,73,72,74,74,62,42,58,73,69,77,66,78,62,80,75,91,81,73,80,29,84,62,64,77,17,31,12
814,192841,78,40,60,60,78,66,58,78,74,81,76,72,70,80,86,71,88,76,93,68,53,78,54,80,66,66,80,76,69,78,58,62,66
815,192722,78,40,80,80,79,79,63,78,75,79,78,73,75,80,79,78,82,75,78,77,60,71,63,77,63,39,76,75,72,73,42,41,41
828,189354,78,40,60,60,88,69,52,80,62,81,82,79,81,78,76,74,69,74,74,77,65,69,61,76,63,43,76,83,58,74,16,23,27
835,188268,78,20,80,60,60,72,55,78,71,81,65,45,66,78,91,94,88,79,90,77,77,71,39,68,73,42,77,78,63,75,26,30,24
838,187736,78,20,60,80,76,74,60,80,66,80,64,71,45,81,79,78,69,76,72,72,77,74,59,73,73,70,74,80,85,75,65,69,68
844,186805,78,40,80,60,74,65,50,74,64,83,76,64,70,80,91,90,84,70,85,76,69,77,68,68,40,25,73,73,68,77,24,38,20
845,186581,78,60,80,60,78,60,72,80,72,83,86,86,82,85,77,76,75,72,77,84,83,72,69,80,48,44,74,81,76,80,44,48,48
873,176619,78,40,60,60,68,78,86,69,73,74,68,48,55,75,77,83,75,77,68,76,91,73,76,64,58,43,78,65,72,78,23,33,28
876,172049,78,40,80,60,68,67,50,74,70,87,78,52,61,82,92,89,87,73,81,78,68,74,64,72,66,32,73,67,65,71,22,32,30
891,197891,77,20,80,60,64,80,73,74,74,80,60,57,53,81,80,78,79,81,79,70,75,64,47,73,57,23,83,72,63,70,25,28,25
945,196143,77,40,80,80,69,77,51,69,77,79,76,75,70,76,90,86,82,76,83,86,77,86,81,77,74,44,79,76,80,74,39,40,33
965,190014,77,40,80,80,76,73,58,72,62,78,72,74,65,76,90,84,82,72,75,78,77,72,65,75,46,48,74,70,65,73,36,33,35
970,200260,77,20,60,60,75,76,50,72,68,79,84,70,69,80,79,77,85,69,70,79,53,72,58,83,55,37,74,74,65,69,35,36,30
999,216409,77,40,60,80,75,69,40,75,67,83,66,61,62,80,85,79,90,75,84,68,38,69,38,68,60,25,75,68,70,70,12,12,12
1012,202851,77,40,60,60,70,78,61,67,71,84,63,69,60,83,91,87,82,74,72,78,41,65,52,75,49,37,80,73,69,73,18,15,18
1032,198006,77,20,60,60,78,76,65,78,72,75,78,75,75,78,66,73,67,76,72,82,49,92,70,77,69,40,74,79,56,78,49,56,53
1037,164985,77,40,60,80,70,81,78,74,80,79,69,66,58,81,67,77,67,80,58,78,72,69,74,69,66,25,80,79,73,75,16,24,20
1038,213114,77,40,80,80,73,79,68,76,67,79,68,70,62,76,73,77,75,78,69,75,72,67,63,65,62,24,82,74,75,72,33,27,18
1041,200315,77,40,60,60,74,68,47,74,66,82,72,64,60,82,90,90,83,68,75,78,72,75,54,68,48,26,72,69,56,66,20,30,26
1066,205966,77,40,80,80,65,62,44,78,58,88,78,59,57,84,86,75,86,77,92,55,37,74,50,62,55,30,74,79,58,69,25,23,18
1126,221125,77,20,60,60,64,77,72,81,72,73,51,40,70,75,84,79,83,72,71,75,67,80,72,74,49,21,77,78,69,66,17,23,16
1133,224458,77,40,80,80,61,73,68,69,69,84,74,55,64,82,83,80,87,80,78,76,66,78,65,75,72,54,80,74,61,80,32,50,39
1178,168444,77,40,60,60,72,77,70,75,73,75,64,56,65,80,79,75,76,71,63,80,91,76,82,75,76,29,77,73,71,75,37,28,23
1180,220925,77,20,60,100,76,72,44,75,65,80,69,61,62,79,79,77,85,76,75,68,62,95,58,72,60,58,74,65,64,73,52,56,48
1182,160766,77,60,80,80,70,76,60,77,76,86,79,70,55,86,77,78,79,77,75,68,69,69,63,70,48,34,78,73,81,74,16,20,20
1184,201215,77,40,80,40,81,64,40,77,69,82,79,76,73,80,86,84,79,72,79,77,81,76,47,75,68,45,75,72,67,78,35,47,43
1192,177922,76,40,60,60,73,72,69,74,69,78,68,64,71,74,89,81,80,70,70,74,62,66,66,71,43,48,75,71,69,68,21,29,20
1193,229636,76,20,60,40,72,76,74,72,68,78,66,71,58,82,74,76,74,74,56,81,70,72,75,77,57,30,75,72,62,78,39,40,36
1216,192537,76,20,60,80,70,73,47,75,69,81,72,69,71,75,85,84,84,71,85,71,73,91,36,70,71,35,72,72,69,78,29,27,34
1245,221743,76,20,80,80,72,71,46,67,61,80,76,72,62,77,91,92,84,72,79,73,48,72,60,69,60,18,74,68,69,70,35,35,28
1272,183870,76,40,60,40,74,66,60,76,74,80,78,65,64,82,83,77,84,70,78,70,62,77,60,66,60,38,78,68,70,76,28,32,28
1276,205632,76,40,80,60,75,69,73,76,61,79,77,65,69,79,77,78,77,76,58,76,69,67,78,67,33,55,74,73,64,70,40,44,44
1283,224069,76,40,40,60,77,78,68,68,67,78,54,58,56,73,77,72,76,74,66,74,68,67,75,69,43,21,82,52,67,71,13,14,18
1290,183883,76,40,80,40,74,72,39,73,72,78,73,75,65,76,78,77,80,75,90,69,52,85,60,78,49,37,73,78,64,74,33,40,32
1299,204366,76,20,40,80,67,74,66,72,67,73,65,75,69,72,76,82,69,70,63,83,58,72,82,75,74,37,71,67,69,76,30,34,31
1317,212823,76,40,80,60,72,79,72,71,77,78,71,61,58,80,78,78,88,68,82,75,76,66,55,68,63,25,76,69,83,72,24,27,19
1323,205402,76,20,80,80,70,70,66,70,65,81,80,58,67,77,90,84,92,72,72,70,67,71,37,73,41,23,67,70,63,70,28,26,25
1335,206436,76,40,80,80,66,73,64,76,69,79,77,71,69,77,74,74,77,68,75,71,79,68,58,68,61,55,77,78,76,75,39,43,35
1348,226414,76,40,60,60,76,72,59,76,68,79,60,36,65,77,88,88,82,69,75,69,60,60,62,68,49,50,74,68,59,69,30,44,32
1352,208498,76,40,60,80,50,76,75,76,62,78,74,35,63,78,78,81,80,64,71,73,86,81,77,60,33,19,79,72,67,48,32,37,27
1362,209782,76,20,80,40,70,72,42,71,65,86,75,77,70,81,76,77,83,70,76,77,50,75,64,80,52,55,68,77,55,74,32,42,25
1365,225144,76,20,60,80,75,82,49,72,68,76,71,45,53,76,79,77,75,70,88,67,45,67,41,67,43,29,77,75,65,74,26,35,25
1388,220295,76,40,60,60,70,75,74,68,61,75,71,65,63,72,86,85,76,72,74,84,90,85,68,74,50,42,73,62,70,75,37,40,42
1403,212623,76,20,60,60,73,80,59,72,68,78,69,55,65,77,77,78,75,80,75,75,72,74,67,69,59,58,80,57,59,69,58,41,49
1406,204691,76,20,60,40,74,70,49,79,69,74,67,73,74,78,76,70,94,75,89,70,53,73,58,75,67,69,73,77,62,73,65,67,55
1412,222357,76,40,60,80,59,74,68,72,64,78,65,51,70,81,79,83,77,73,73,75,73,76,83,61,63,41,78,69,66,76,24,28,22
1470,210372,76,40,80,60,74,71,56,76,59,81,80,74,71,80,77,76,78,63,76,74,62,69,61,75,50,27,73,77,68,74,28,24,23
1472,193476,76,40,80,80,73,70,58,75,70,80,75,78,73,78,83,77,92,72,80,74,38,73,50,73,47,56,67,72,72,72,47,34,32
1497,229593,76,40,80,80,76,61,68,77,72,86,82,72,67,87,84,84,81,66,75,76,68,72,73,72,50,30,60,68,72,70,16,26,24
1500,224218,76,20,60,80,73,74,49,69,65,80,57,55,55,75,90,89,78,67,78,74,55,66,64,71,59,24,72,68,62,68,35,33,29
1513,212456,76,40,60,80,65,75,62,74,75,81,63,61,68,76,91,91,91,77,79,72,76,79,70,64,60,40,75,71,70,64,34,51,48
1525,199151,76,40,80,60,67,65,40,68,61,81,71,73,54,77,93,92,92,64,91,76,67,62,40,76,74,21,74,70,62,79,18,30,26
1530,225523,76,20,40,60,76,67,62,78,41,76,69,56,67,78,84,83,69,78,73,60,68,81,73,68,67,76,73,70,53,66,66,70,68
1535,187896,76,40,60,60,67,77,67,78,73,74,75,68,73,82,72,72,75,75,66,83,64,63,59,79,57,14,73,72,69,80,16,15,19
1556,215042,75,20,80,80,73,72,68,66,62,78,64,65,64,75,85,84,84,74,87,79,81,78,69,75,61,23,76,62,65,75,20,18,18
1570,189196,75,40,60,80,69,71,80,72,54,75,68,49,64,74,78,87,74,74,66,77,91,79,78,69,73,49,69,73,61,61,17,24,22
1572,164878,75,40,80,80,71,74,43,74,75,80,73,67,69,78,69,65,76,72,73,71,66,59,49,76,38,29,78,77,74,76,16,25,26
1613,54051,75,40,80,40,74,69,34,73,71,83,61,28,72,77,71,72,79,73,87,68,71,68,67,55,36,39,72,74,63,69,30,37,46
1614,210212,75,40,80,60,70,66,56,72,72,78,72,61,65,73,88,87,89,74,85,71,65,79,58,69,70,44,73,68,61,59,50,40,44
1626,228650,75,20,60,80,66,55,47,75,63,81,67,69,69,76,78,76,86,79,76,64,57,68,44,57,57,29,71,79,56,77,36,46,42
1629,202541,75,20,60,60,75,74,43,74,43,77,74,69,73,81,73,69,75,67,69,68,58,67,61,69,49,29,73,76,64,66,14,26,16
1632,229167,75,20,60,80,74,69,50,68,68,78,71,45,66,77,93,87,89,69,76,73,41,75,56,69,67,26,68,72,45,72,21,29,36
1667,215871,75,20,60,80,71,67,62,69,72,77,64,46,54,76,85,86,82,72,74,84,87,85,65,77,68,42,72,74,58,74,35,37,40
1690,226377,75,20,80,40,73,64,32,67,54,84,73,67,64,80,85,83,90,72,83,73,54,62,64,82,34,23,67,65,56,69,27,28,30
1697,225356,75,20,80,60,71,67,44,69,49,79,61,52,64,74,91,90,91,68,87,65,80,58,38,66,46,34,68,72,53,69,18,24,21
1704,206160,75,20,80,80,62,65,43,80,65,75,75,67,73,75,85,86,88,61,77,68,37,71,42,74,44,32,65,72,60,82,28,26,24
1705,219728,75,20,60,40,76,72,64,70,74,75,72,33,66,74,85,86,75,64,62,75,68,72,81,66,74,42,72,70,68,61,32,45,34
1722,223066,75,20,60,40,66,75,63,68,80,72,68,66,62,73,78,81,73,73,68,81,80,80,83,69,80,48,70,68,68,78,31,30,28
1728,219740,75,20,60,80,66,76,64,69,54,83,67,44,59,79,80,87,81,67,66,75,70,74,69,71,51,28,78,66,69,64,25,29,18
1729,220253,75,40,80,40,60,76,69,73,71,81,60,45,52,80,78,84,78,68,78,72,63,58,63,73,36,13,75,59,66,65,26,24,22
1742,221283,75,20,80,80,74,57,35,75,73,78,82,74,73,83,75,72,80,67,76,68,45,64,33,68,44,20,59,85,65,76,34,37,32
1752,192362,75,40,80,60,76,70,40,71,62,76,69,59,42,76,91,91,80,74,77,65,34,71,65,54,28,20,73,72,58,71,19,28,22
1783,173436,75,40,80,60,64,73,32,74,52,80,58,42,65,77,85,82,85,67,93,75,72,72,55,74,69,35,72,66,70,67,33,45,48
1796,158851,75,40,60,40,79,67,64,69,52,74,77,70,66,75,81,82,88,70,76,67,63,78,86,63,79,67,75,69,68,74,71,74,75
1839,212127,75,20,60,80,70,65,54,74,70,78,66,74,67,80,87,90,76,64,67,65,44,60,34,60,67,24,79,68,49,68,26,33,28
1860,226215,75,20,60,60,72,77,80,66,71,80,67,66,62,76,73,80,61,71,50,64,62,56,65,70,56,42,80,72,69,76,20,55,43
1894,203965,75,40,60,80,64,71,55,80,73,76,68,65,68,78,76,77,77,74,68,74,56,68,64,69,60,39,74,73,63,71,30,36,20
1900,204737,75,20,80,60,71,72,32,68,72,77,76,75,66,76,93,93,92,74,91,76,63,77,33,74,55,39,67,57,67,78,31,36,35
1941,178393,75,40,80,60,77,68,59,75,71,79,79,74,67,80,81,84,72,65,77,72,66,35,75,77,62,41,71,68,76,75,24,31,24
1964,211176,75,40,100,60,76,66,57,64,68,85,72,65,61,85,82,84,78,71,57,71,41,67,62,66,43,20,62,70,49,74,22,32,29
1980,137199,75,40,60,80,76,56,33,80,74,80,80,75,76,84,72,63,82,76,91,78,50,54,44,78,50,68,70,83,79,78,46,54,58
1981,198640,75,20,80,100,74,65,49,73,74,78,79,75,65,80,78,77,79,70,83,83,58,58,58,79,32,31,67,77,68,79,24,36,28
1989,221174,75,40,60,80,71,70,41,71,68,79,74,80,67,71,83,90,84,67,90,77,58,68,63,70,40,29,77,66,68,74,32,33,31
1993,211703,75,20,60,80,80,72,29,76,64,71,82,75,75,75,74,77,78,69,71,74,61,75,64,72,47,47,70,72,83,75,36,36,33
1994,216055,75,20,80,80,66,62,52,75,62,76,69,70,76,76,89,89,81,68,80,73,72,72,59,65,55,58,68,70,69,71,24,31,27
