,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
96,218667,84,40,80,60,79,76,51,84,66,91,79,63,78,89,85,78,88,84,86,72,53,80,54,64,58,49,77,85,64,84,46,44,35
98,211117,84,60,80,60,68,84,75,83,76,83,71,53,76,85,77,76,74,85,62,77,69,89,71,79,84,67,86,83,68,86,60,63,57
101,202166,84,60,80,100,83,78,65,84,84,88,78,75,77,87,76,79,81,83,75,86,76,68,67,81,48,36,79,84,63,81,25,35,26
107,191740,84,60,60,80,74,71,60,86,69,81,80,65,80,86,76,70,84,85,82,72,63,87,70,72,86,86,78,84,79,84,80,78,76
108,191202,84,60,60,60,68,64,77,83,74,72,68,67,81,78,62,66,56,82,53,78,71,89,89,75,83,85,68,75,69,84,75,83,75
109,189712,84,60,60,60,74,68,68,86,63,76,75,74,83,85,65,68,65,84,68,85,53,82,83,78,86,84,78,84,77,85,72,83,75
112,184120,84,60,60,60,60,66,61,87,48,75,72,77,86,83,42,41,53,84,59,84,66,76,77,81,79,85,69,83,75,86,70,84,85
113,181458,84,60,80,100,84,79,78,78,80,83,73,76,72,83,81,87,78,80,67,83,82,86,75,80,59,42,84,78,76,80,26,45,45
115,180403,84,60,80,80,77,77,29,82,59,87,82,85,77,86,91,86,89,83,81,71,46,87,62,81,44,55,80,83,70,79,43,58,51
116,179846,84,60,40,80,72,69,76,85,76,78,68,68,81,81,60,68,59,86,52,82,68,78,89,78,82,86,80,82,69,84,76,82,78
119,178088,84,60,60,60,84,79,59,86,71,82,84,84,77,87,71,63,85,84,89,75,72,77,43,70,52,39,83,87,81,85,25,28,21
129,220971,83,40,80,60,62,74,42,88,59,90,63,47,78,88,82,66,90,84,90,76,56,88,59,66,77,79,74,81,58,79,55,63,61
132,213565,83,60,60,40,82,78,54,82,75,88,81,81,71,86,86,84,85,76,84,82,72,79,69,76,63,66,76,82,68,79,63,59,63
133,212814,83,60,60,80,77,66,55,83,69,84,74,67,78,85,71,75,81,82,70,77,63,84,69,73,61,78,80,82,66,85,67,75,61
136,209658,83,60,60,80,75,72,75,84,68,80,76,75,79,82,85,85,76,84,72,77,67,86,68,78,84,82,79,82,60,81,74,79,78
137,209499,83,60,60,40,79,66,75,82,30,75,71,45,74,80,73,75,71,79,69,75,77,89,80,53,83,83,68,72,91,80,79,88,85
140,208448,83,40,60,80,86,72,45,86,67,82,81,77,70,85,78,72,85,80,83,75,53,76,63,80,62,43,77,86,64,79,23,26,17
142,207566,83,60,60,80,66,56,73,84,50,79,77,50,86,78,52,53,45,74,50,59,68,84,88,58,75,84,62,78,60,89,77,85,71
144,204485,83,60,100,80,81,74,45,78,71,88,79,75,74,88,85,80,92,75,85,76,62,75,51,72,40,38,79,79,72,82,25,23,19
146,201942,83,60,80,80,72,83,72,83,79,87,80,67,75,85,77,77,82,82,81,79,81,86,76,80,66,37,84,83,72,78,30,59,42
147,200888,83,60,40,60,50,56,76,82,55,76,48,53,79,77,67,68,58,76,60,77,67,87,89,64,88,85,69,69,52,84,80,85,78
148,199715,83,40,60,80,80,79,65,81,75,86,76,62,82,85,81,79,75,80,63,77,70,81,81,73,61,25,80,78,74,70,25,21,23
153,193474,83,40,40,60,60,50,69,82,32,75,33,43,74,79,78,75,75,79,82,80,85,88,76,67,84,87,67,72,54,80,80,87,85
157,191180,83,60,80,80,77,73,63,87,78,88,83,69,83,87,69,72,79,83,58,78,49,67,64,76,65,69,78,86,75,79,49,59,51
158,189513,83,40,60,80,84,75,63,90,72,78,87,90,87,83,55,50,69,79,72,80,55,76,72,80,58,68,79,85,83,74,59,61,51
159,189358,83,60,80,80,60,76,42,84,75,87,74,63,73,85,76,65,92,81,88,56,66,80,39,55,30,56,80,82,78,81,30,24,27
160,189125,83,60,60,60,82,70,60,84,78,83,78,78,80,85,78,78,81,82,77,84,69,87,69,86,68,72,78,82,68,82,60,72,68
163,188152,83,60,80,60,70,75,54,83,63,81,77,77,78,84,75,74,86,81,80,76,66,76,36,77,31,34,81,83,68,83,37,50,47
164,187936,83,40,60,60,59,64,79,82,55,72,73,42,78,82,52,61,43,82,31,79,75,86,91,66,87,85,70,77,57,85,75,83,78
168,184826,83,60,60,80,78,71,61,83,75,82,79,75,84,85,64,65,73,77,67,83,56,89,62,80,79,84,75,85,85,82,80,78,73
170,184144,83,60,80,40,82,73,54,81,81,85,88,72,78,84,84,79,87,84,81,72,68,69,46,74,57,40,79,82,71,80,30,42,43
171,181783,83,60,60,60,72,84,90,75,86,74,64,49,65,77,68,76,67,86,53,78,85,87,87,58,88,66,89,74,76,80,56,64,64
172,180819,83,60,80,100,74,79,67,86,72,85,77,66,77,86,74,72,83,78,76,72,73,90,67,72,74,68,77,83,70,80,60,67,62
174,178562,83,60,80,80,80,65,45,88,65,83,83,81,85,85,71,67,84,78,86,74,58,66,67,77,69,70,75,85,67,82,57,69,61
177,177388,83,60,80,80,84,76,59,85,79,89,90,91,82,90,76,72,79,75,80,78,48,73,74,83,57,37,77,87,76,83,29,36,39
178,177358,83,40,40,60,65,61,71,86,56,74,68,61,80,84,67,68,73,81,71,71,70,89,77,56,83,84,65,73,56,83,76,82,80
184,162240,83,60,80,40,65,66,69,86,73,87,65,55,80,86,75,77,82,80,74,85,77,77,92,72,74,80,71,79,67,89,70,80,71
185,161956,83,60,80,80,78,67,60,89,70,86,78,76,86,88,73,67,80,84,82,72,67,74,66,70,52,70,76,86,72,80,58,66,62
187,158963,83,60,60,80,74,50,54,86,78,77,71,76,84,85,70,68,76,82,78,77,62,82,70,75,83,84,55,80,72,80,70,80,78
189,146562,83,60,80,100,85,75,58,86,72,85,86,78,83,87,68,63,79,82,91,77,70,68,59,78,64,65,79,86,80,88,58,64,52
190,142754,83,80,40,60,63,42,68,79,51,58,63,50,75,80,67,64,72,83,78,76,75,76,74,55,88,88,51,68,60,86,81,83,82
191,139869,83,60,60,100,86,72,32,84,80,82,88,86,86,85,70,69,77,77,85,86,30,62,57,84,55,45,74,88,76,83,32,41,37
192,139068,83,60,100,100,82,75,46,81,75,87,86,79,79,86,84,78,92,80,77,85,39,74,62,83,62,31,77,80,72,79,15,22,20
193,53302,83,60,40,80,57,50,81,82,74,64,62,71,82,78,69,68,68,80,72,81,78,78,83,74,84,87,55,72,75,84,75,84,82
195,20775,83,60,100,80,88,70,41,79,80,89,92,78,75,87,85,82,91,78,84,83,63,69,54,83,62,24,75,80,74,79,10,17,13
196,20289,83,80,60,80,67,82,72,84,68,78,82,86,81,82,61,64,58,82,56,86,63,73,92,80,78,60,80,85,89,83,68,77,74
199,222492,82,40,60,60,76,78,72,75,64,87,82,62,64,84,93,94,89,79,82,78,66,80,70,77,58,32,82,69,63,76,26,32,35
200,219809,82,40,40,60,54,39,72,80,36,78,49,37,78,80,75,72,66,78,62,72,78,86,82,51,85,81,60,75,45,74,80,84,82
201,219683,82,40,60,60,67,75,82,85,62,77,66,73,82,80,79,69,77,82,73,82,89,86,81,78,81,76,79,79,70,74,72,78,71
202,216594,82,60,80,60,76,78,49,80,75,88,80,73,72,88,79,80,84,76,91,84,69,74,78,76,71,28,79,78,72,85,24,33,30
203,216451,82,40,40,80,72,69,60,87,47,79,77,81,84,84,84,77,83,77,86,78,76,79,72,76,73,74,77,84,67,83,73,75,69
206,212404,82,40,80,60,77,73,48,80,70,86,79,80,70,87,84,84,85,80,79,80,49,83,63,82,52,34,80,78,72,83,28,36,32
208,211575,82,60,60,80,61,68,69,84,63,81,82,68,83,80,71,66,67,79,64,80,58,78,85,73,81,76,77,83,55,78,65,77,64
209,211300,82,60,80,60,74,81,70,75,74,88,81,54,58,84,92,89,85,81,82,84,80,79,76,70,59,42,80,72,81,79,35,39,36
210,208808,82,40,80,80,75,82,60,76,68,83,75,76,69,82,86,91,87,81,78,82,82,81,61,83,60,27,79,81,72,78,25,24,27
211,208618,82,40,60,80,85,73,52,81,54,82,82,75,75,83,85,82,81,85,78,77,67,90,57,78,65,44,81,82,56,72,31,50,44
212,208421,82,60,60,80,69,71,83,85,30,82,63,60,80,84,72,73,76,82,68,74,79,80,76,70,66,78,79,79,54,80,69,82,77
215,207471,82,40,60,60,73,75,68,85,81,86,82,68,76,88,62,66,73,81,48,76,49,72,79,83,80,54,74,85,67,83,33,40,37
216,207410,82,60,80,80,73,62,42,87,76,88,78,68,82,87,85,77,76,68,79,79,63,83,65,75,71,70,69,88,59,72,52,69,63
218,206545,82,40,80,80,69,71,76,86,63,81,78,69,82,84,73,73,78,81,71,81,83,79,63,80,68,69,77,83,65,73,53,73,58
220,204970,82,40,80,60,82,74,69,81,67,86,80,54,75,83,88,77,81,83,71,82,64,71,62,81,56,43,80,78,57,80,29,29,31
223,204277,82,40,40,60,67,67,32,89,34,72,46,48,80,82,76,78,77,79,89,63,77,92,69,54,92,81,67,75,42,79,72,79,80
224,203551,82,60,60,60,77,76,70,82,87,79,73,79,75,84,86,84,87,79,84,82,74,90,68,82,79,77,82,75,76,79,73,79,78
225,203483,82,40,40,60,63,82,74,83,82,72,62,44,75,81,73,73,67,84,64,78,74,92,74,78,76,68,84,78,75,80,59,74,62
226,202857,82,60,80,60,76,75,48,80,72,87,70,58,59,82,91,92,86,81,78,85,75,73,68,78,59,38,78,77,57,77,28,30,33
227,202652,82,60,80,60,73,73,38,81,59,85,64,49,67,84,94,92,91,79,92,68,60,75,64,70,34,26,81,75,63,74,48,58,54
229,202477,82,60,80,80,76,70,40,79,68,89,84,78,62,87,93,93,93,78,79,72,72,78,59,65,40,25,78,74,78,76,20,30,22
230,202335,82,40,40,60,67,52,83,76,52,66,54,77,77,70,70,74,56,76,40,83,77,80,87,72,90,80,53,66,70,77,79,82,83
233,200104,82,60,80,100,75,83,65,78,73,85,81,70,64,82,87,86,79,81,77,83,65,80,62,86,60,29,83,78,71,78,17,19,23
235,199503,82,60,60,40,66,49,62,85,50,70,68,70,86,80,48,51,53,83,61,88,39,78,76,83,92,77,77,82,59,74,71,73,68
236,198164,82,40,60,80,75,78,41,85,57,88,80,76,76,83,86,76,89,79,84,70,69,78,67,79,56,69,79,87,74,80,29,67,58
237,197965,82,60,80,80,77,77,45,82,77,82,83,76,81,82,83,76,87,82,84,74,67,90,59,78,68,68,85,86,76,85,62,64,52
239,194794,82,40,100,40,82,78,69,83,74,86,83,75,77,84,81,81,77,80,69,78,68,82,78,82,73,54,78,79,69,74,36,21,23
241,193532,82,60,40,80,55,31,68,78,61,63,35,45,76,74,74,74,78,80,92,65,92,79,77,59,89,86,58,72,62,78,78,84,82
243,193348,82,60,80,80,74,72,37,80,76,85,82,78,76,83,87,79,88,80,92,85,63,74,62,81,64,65,78,79,65,79,40,41,48
244,193082,82,60,100,60,78,67,58,77,68,90,76,69,69,83,90,92,91,76,83,84,75,75,57,80,70,62,78,72,65,76,60,60,68
245,190483,82,60,100,60,76,71,51,78,73,85,79,78,71,83,96,88,91,76,90,86,61,74,63,84,55,32,77,78,77,73,28,31,30
247,189560,82,40,40,80,53,72,81,81,66,67,66,70,82,80,49,51,54,75,36,85,74,79,88,64,78,85,82,74,72,73,85,84,75
248,188942,82,40,40,60,63,63,73,78,60,74,62,57,70,76,60,68,71,84,66,79,81,88,93,63,90,84,65,67,65,76,79,86,79
249,188803,82,40,80,60,73,76,56,77,82,87,52,73,75,85,93,91,89,79,83,83,62,70,62,83,56,49,74,79,72,74,38,53,40
250,187754,82,40,100,60,76,76,53,81,68,87,80,72,73,88,85,82,92,77,84,76,68,78,62,78,58,51,77,79,74,84,45,49,42
251,187072,82,40,60,80,76,84,64,83,86,78,79,69,69,83,74,69,71,84,78,84,73,82,70,86,74,70,86,83,80,83,63,65,57
253,186561,82,60,60,60,75,72,58,84,79,81,70,70,80,82,67,68,76,81,75,81,67,89,69,74,73,69,82,80,75,81,60,70,67
255,184484,82,60,60,60,86,81,60,84,75,79,87,89,78,84,65,66,72,78,61,82,70,86,67,84,57,37,80,84,80,81,55,56,55
256,184267,82,60,80,60,77,74,46,77,73,91,83,78,70,85,86,75,93,83,87,69,72,76,49,74,46,38,76,78,75,86,24,36,25
257,184200,82,60,80,80,83,73,71,79,79,84,79,74,74,85,76,78,72,75,57,78,68,79,84,71,81,53,80,81,77,77,49,60,30
258,183711,82,40,60,60,81,67,65,85,72,74,80,74,83,80,73,71,73,79,71,75,81,93,76,71,80,79,76,82,64,78,73,80,76
259,183574,82,40,60,80,81,86,63,83,80,82,80,69,80,86,74,69,75,85,76,81,66,76,69,80,63,41,85,84,89,86,32,38,34
261,183376,82,40,40,60,50,49,73,78,53,68,43,57,74,71,52,54,56,78,56,73,73,88,83,62,91,87,50,63,56,75,79,84,77
264,181291,82,60,60,60,67,74,72,83,73,85,76,70,74,84,79,82,82,82,80,78,82,87,71,71,64,70,82,78,74,79,60,69,64
269,177600,82,40,40,60,81,69,47,85,61,73,83,84,86,80,65,52,71,80,74,87,59,79,70,81,79,70,78,84,69,73,59,76,65
270,177457,82,60,40,60,69,59,78,79,57,72,49,47,74,75,66,69,65,82,63,74,77,86,76,71,78,87,69,76,52,83,76,85,82
271,177413,82,60,80,60,69,71,77,83,67,83,69,68,78,85,67,74,82,81,60,78,72,85,79,74,78,80,75,78,81,86,69,73,71
280,167431,82,40,60,80,82,69,52,84,65,80,80,74,83,82,73,69,83,84,83,77,73,78,65,78,64,78,76,83,58,83,72,70,81
281,165239,82,60,80,100,79,76,42,84,72,83,77,79,76,85,78,78,85,77,90,74,50,75,63,80,33,37,79,81,77,82,35,37,44
285,162347,82,60,60,80,77,74,70,84,76,81,82,79,82,82,73,65,79,75,84,76,79,84,64,80,74,72,73,80,70,86,68,72,68
292,143745,82,60,80,80,82,71,70,83,80,85,81,64,80,86,75,68,82,80,76,73,78,69,70,76,80,61,81,83,73,83,54,63,65
293,135507,82,60,60,80,68,69,55,82,74,77,70,71,79,78,73,73,77,82,79,83,72,80,75,78,86,85,68,75,61,73,72,83,77
295,108080,82,60,40,60,82,45,72,77,62,76,68,66,71,75,76,78,77,82,79,74,75,83,72,70,82,82,66,62,64,80,78,82,82
297,231677,81,40,80,80,75,79,68,74,72,84,74,78,65,80,93,92,90,78,78,82,63,83,73,70,67,42,81,73,74,74,29,37,33
300,227055,81,60,100,60,79,66,51,75,74,85,84,60,56,83,95,94,94,82,94,72,65,87,48,74,57,43,77,78,66,84,43,46,36
301,222737,81,40,80,80,79,74,57,80,71,84,77,81,70,83,86,80,93,79,84,81,58,74,63,80,51,26,76,79,66,76,16,28,17
302,222028,81,60,40,60,58,47,63,89,55,73,58,46,83,81,74,67,77,84,65,54,64,82,63,52,64,86,56,79,50,80,67,82,76
306,216352,81,40,60,80,72,69,62,83,65,81,79,74,81,84,72,74,74,77,74,78,68,83,62,79,68,72,76,81,69,78,64,72,70
308,216194,81,40,60,60,55,51,46,86,52,66,61,57,81,81,57,40,67,72,72,74,65,88,74,58,88,82,60,74,58,71,68,79,75
309,213661,81,40,40,60,49,36,79,76,25,68,32,22,72,72,70,73,63,80,62,31,74,69,72,20,73,82,32,62,36,74,83,88,84
310,212622,81,40,60,80,88,66,69,85,61,77,81,61,80,83,76,65,83,83,83,75,79,85,65,67,74,79,76,79,44,78,77,78,79
311,211368,81,40,80,80,76,70,52,74,60,86,75,69,70,83,94,92,93,79,90,81,78,79,57,67,64,38,75,69,71,73,21,39,28
313,210008,81,40,40,60,69,66,75,84,69,79,67,57,81,82,72,68,75,76,50,80,72,80,78,79,74,77,74,81,68,81,66,77,69
314,209889,81,60,80,60,85,72,61,83,76,83,84,82,74,83,83,72,88,81,86,81,64,77,54,83,69,85,76,79,44,75,74,70,77
316,208670,81,40,80,40,86,70,53,86,77,79,90,83,82,80,74,77,77,82,60,80,42,77,59,75,66,66,75,88,74,78,44,54,36
318,205498,81,40,60,60,70,57,56,85,71,77,75,76,84,84,74,75,82,81,73,71,61,83,58,62,78,78,72,83,84,75,63,75,70
322,202371,81,40,60,80,81,72,72,79,79,81,69,56,74,80,72,80,63,79,49,77,72,92,85,76,73,74,78,71,65,78,80,82,79
323,201995,81,60,80,80,79,71,44,78,68,87,71,69,74,86,94,91,90,74,88,84,44,78,53,84,67,69,70,78,53,82,38,60,58
324,201400,81,40,80,80,72,74,55,86,76,87,75,61,75,84,74,74,80,76,81,79,73,73,66,82,44,68,77,80,67,76,47,74,66
327,199564,81,60,60,60,81,64,62,85,46,74,70,61,77,80,76,78,69,78,74,65,52,78,75,66,64,81,69,80,57,72,80,82,81
329,199354,81,40,80,80,74,83,68,77,78,81,83,78,70,82,80,81,74,81,75,83,65,73,73,82,67,38,80,76,79,76,24,24,26
330,199189,81,40,60,100,65,69,65,84,61,85,68,70,78,87,77,77,70,77,58,80,63,74,82,79,73,45,71,81,65,80,56,58,52
331,198951,81,40,60,80,74,81,71,75,78,80,68,54,66,82,86,88,80,81,69,84,78,72,79,68,62,39,82,73,72,73,30,29,21
332,198717,81,40,80,60,79,74,43,72,59,88,54,51,65,86,89,90,89,73,79,75,50,78,73,62,68,23,74,74,66,76,36,32,34
336,197242,81,60,40,60,59,42,83,79,40,63,46,62,83,75,62,68,59,77,52,81,75,77,91,70,87,81,52,71,78,83,75,82,72
337,195365,81,40,80,80,64,65,34,84,58,84,76,64,78,82,86,75,91,82,81,70,67,88,47,72,64,74,76,82,64,83,45,68,56
339,193738,81,40,80,80,79,75,67,79,69,86,78,78,79,83,77,73,87,79,77,78,74,79,63,81,75,66,73,79,80,72,49,54,52
340,193525,81,40,40,60,76,58,73,78,52,77,66,39,74,76,79,88,79,80,55,72,83,81,75,62,77,77,76,69,53,76,82,81,84
342,193165,81,60,80,100,73,76,67,76,75,91,85,67,68,84,87,79,90,82,87,66,72,74,39,66,45,45,80,77,68,85,29,40,31
344,192638,81,40,60,60,81,64,70,79,52,78,80,84,73,79,74,79,68,82,58,81,70,90,79,75,72,76,73,68,64,75,77,80,78
345,192318,81,80,80,80,77,74,49,85,87,88,80,73,79,90,71,66,86,84,85,68,62,60,68,66,48,66,82,82,65,85,16,43,23
347,190584,81,40,60,60,65,64,51,82,58,79,78,68,81,81,65,55,70,81,73,69,48,78,66,69,77,82,79,78,50,71,76,82,79
350,189461,81,60,60,40,73,64,58,84,64,82,80,72,80,84,73,69,80,80,85,75,67,77,66,73,82,61,80,83,65,80,61,63,65
351,189251,81,40,60,60,73,63,59,84,66,78,82,79,81,84,74,68,79,84,73,71,65,79,65,72,58,84,72,80,71,81,72,73,74
352,188988,81,40,80,80,74,70,56,80,61,87,75,76,78,86,85,80,88,73,88,75,76,78,45,73,47,23,72,79,73,75,20,32,25
354,188388,81,40,80,80,82,78,45,83,73,82,83,82,77,81,77,76,79,75,75,79,61,72,59,77,58,32,75,87,90,79,27,35,30
355,188005,81,40,40,60,50,58,83,81,52,64,62,59,74,75,64,59,71,84,63,76,85,84,78,54,86,85,66,79,48,76,75,82,74
356,187961,81,60,60,60,64,72,80,81,75,77,66,72,76,81,76,76,70,81,64,79,88,92,69,76,69,78,75,75,71,79,77,78,73
358,184942,81,40,80,60,73,76,59,79,66,82,68,69,75,82,83,79,85,81,85,79,61,75,74,74,71,42,78,81,75,82,47,43,38
360,183498,81,40,60,80,70,70,75,80,76,75,67,55,83,79,68,74,67,82,71,87,77,88,78,86,80,80,82,78,45,78,71,80,82
364,181820,81,60,80,80,72,80,74,80,79,85,85,72,64,88,75,78,80,76,69,82,70,68,72,82,50,30,80,78,80,80,26,32,30
368,177326,81,60,80,60,79,74,50,81,76,83,82,77,77,82,81,79,87,77,93,74,60,73,34,77,52,34,76,77,68,64,21,26,34
371,172175,81,40,80,80,81,77,64,80,76,84,77,76,77,85,82,84,82,76,73,77,73,76,62,76,58,35,80,67,78,74,40,52,51
372,171897,81,60,60,40,73,58,55,84,69,80,70,71,83,84,76,76,82,81,88,74,74,84,57,65,72,70,67,83,70,76,60,72,72
373,171579,81,40,60,60,77,75,90,83,55,74,72,68,82,84,54,60,65,86,63,84,76,59,82,80,84,69,85,85,76,83,54,74,63
377,161648,81,60,100,80,74,75,53,78,74,89,80,75,74,83,79,73,85,75,79,80,76,67,72,77,61,36,74,78,87,78,31,36,22
380,146954,81,60,40,60,67,67,51,84,64,74,86,75,83,79,62,65,74,80,73,81,60,76,69,76,82,82,72,79,83,83,76,79,74
383,121944,81,80,60,60,76,69,78,82,82,71,82,78,84,80,40,39,66,83,63,82,80,64,77,80,80,80,75,84,77,88,68,74,75
386,54050,81,80,60,80,78,80,75,81,83,73,84,81,82,80,67,68,71,83,77,86,76,78,83,79,81,54,79,80,83,88,48,51,37
388,49370,81,60,60,80,66,54,77,83,76,65,67,67,83,81,31,32,42,74,50,80,84,71,83,71,93,78,50,74,70,80,68,82,74
391,223848,80,40,60,80,56,69,86,79,68,81,72,66,77,84,68,73,66,77,59,83,85,85,86,72,73,78,79,77,38,76,67,73,69
392,216393,80,40,60,100,76,73,57,80,78,76,84,74,81,81,52,53,67,76,76,88,65,73,71,88,70,72,74,83,76,81,64,72,69
394,214997,80,20,80,80,64,82,65,68,79,87,82,65,56,85,85,79,87,82,83,80,52,67,62,83,41,45,79,69,55,71,46,51,44
395,213296,80,40,80,60,65,62,51,86,67,84,69,62,76,81,66,68,76,78,72,84,54,77,71,80,74,78,68,82,78,80,70,73,60
398,212194,80,40,80,80,74,74,42,81,66,87,69,52,68,83,79,83,81,78,75,77,63,68,65,73,42,29,77,83,54,59,25,20,24
399,211748,80,40,80,80,72,72,46,82,59,82,82,80,79,84,67,68,78,81,77,75,72,75,69,75,69,57,78,81,68,75,46,59,53
401,210896,80,40,60,80,79,75,69,82,70,81,75,70,80,80,77,75,83,79,69,79,75,79,76,72,76,80,74,80,68,77,73,72,76
402,210617,80,40,80,40,82,69,43,79,58,83,75,72,76,81,86,86,84,79,78,69,63,57,41,59,48,52,81,80,59,70,22,43,25
