,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
136,209658,83,60,60,80,75,72,75,84,68,80,76,75,79,82,85,85,76,84,72,77,67,86,68,78,84,82,79,82,60,81,74,79,78
140,208448,83,40,60,80,86,72,45,86,67,82,81,77,70,85,78,72,85,80,83,75,53,76,63,80,62,43,77,86,64,79,23,26,17
146,201942,83,60,80,80,72,83,72,83,79,87,80,67,75,85,77,77,82,82,81,79,81,86,76,80,66,37,84,83,72,78,30,59,42
158,189513,83,40,60,80,84,75,63,90,72,78,87,90,87,83,55,50,69,79,72,80,55,76,72,80,58,68,79,85,83,74,59,61,51
159,189358,83,60,80,80,60,76,42,84,75,87,74,63,73,85,76,65,92,81,88,56,66,80,39,55,30,56,80,82,78,81,30,24,27
163,188152,83,60,80,60,70,75,54,83,63,81,77,77,78,84,75,74,86,81,80,76,66,76,36,77,31,34,81,83,68,83,37,50,47
174,178562,83,60,80,80,80,65,45,88,65,83,83,81,85,85,71,67,84,78,86,74,58,66,67,77,69,70,75,85,67,82,57,69,61
177,177388,83,60,80,80,84,76,59,85,79,89,90,91,82,90,76,72,79,75,80,78,48,73,74,83,57,37,77,87,76,83,29,36,39
185,161956,83,60,80,80,78,67,60,89,70,86,78,76,86,88,73,67,80,84,82,72,67,74,66,70,52,70,76,86,72,80,58,66,62
191,139869,83,60,60,100,86,72,32,84,80,82,88,86,86,85,70,69,77,77,85,86,30,62,57,84,55,45,74,88,76,83,32,41,37
192,139068,83,60,100,100,82,75,46,81,75,87,86,79,79,86,84,78,92,80,77,85,39,74,62,83,62,31,77,80,72,79,15,22,20
202,216594,82,60,80,60,76,78,49,80,75,88,80,73,72,88,79,80,84,76,91,84,69,74,78,76,71,28,79,78,72,85,24,33,30
208,211575,82,60,60,80,61,68,69,84,63,81,82,68,83,80,71,66,67,79,64,80,58,78,85,73,81,76,77,83,55,78,65,77,64
215,207471,82,40,60,60,73,75,68,85,81,86,82,68,76,88,62,66,73,81,48,76,49,72,79,83,80,54,74,85,67,83,33,40,37
218,206545,82,40,80,80,69,71,76,86,63,81,78,69,82,84,73,73,78,81,71,81,83,79,63,80,68,69,77,83,65,73,53,73,58
225,203483,82,40,40,60,63,82,74,83,82,72,62,44,75,81,73,73,67,84,64,78,74,92,74,78,76,68,84,78,75,80,59,74,62
236,198164,82,40,60,80,75,78,41,85,57,88,80,76,76,83,86,76,89,79,84,70,69,78,67,79,56,69,79,87,74,80,29,67,58
247,189560,82,40,40,80,53,72,81,81,66,67,66,70,82,80,49,51,54,75,36,85,74,79,88,64,78,85,82,74,72,73,85,84,75
249,188803,82,40,80,60,73,76,56,77,82,87,52,73,75,85,93,91,89,79,83,83,62,70,62,83,56,49,74,79,72,74,38,53,40
251,187072,82,40,60,80,76,84,64,83,86,78,79,69,69,83,74,69,71,84,78,84,73,82,70,86,74,70,86,83,80,83,63,65,57
255,184484,82,60,60,60,86,81,60,84,75,79,87,89,78,84,65,66,72,78,61,82,70,86,67,84,57,37,80,84,80,81,55,56,55
259,183574,82,40,60,80,81,86,63,83,80,82,80,69,80,86,74,69,75,85,76,81,66,76,69,80,63,41,85,84,89,86,32,38,34
264,181291,82,60,60,60,67,74,72,83,73,85,76,70,74,84,79,82,82,82,80,78,82,87,71,71,64,70,82,78,74,79,60,69,64
271,177413,82,60,80,60,69,71,77,83,67,83,69,68,78,85,67,74,82,81,60,78,72,85,79,74,78,80,75,78,81,86,69,73,71
285,162347,82,60,60,80,77,74,70,84,76,81,82,79,82,82,73,65,79,75,84,76,79,84,64,80,74,72,73,80,70,86,68,72,68
316,208670,81,40,80,40,86,70,53,86,77,79,90,83,82,80,74,77,77,82,60,80,42,77,59,75,66,66,75,88,74,78,44,54,36
329,199354,81,40,80,80,74,83,68,77,78,81,83,78,70,82,80,81,74,81,75,83,65,73,73,82,67,38,80,76,79,76,24,24,26
330,199189,81,40,60,100,65,69,65,84,61,85,68,70,78,87,77,77,70,77,58,80,63,74,82,79,73,45,71,81,65,80,56,58,52
337,195365,81,40,80,80,64,65,34,84,58,84,76,64,78,82,86,75,91,82,81,70,67,88,47,72,64,74,76,82,64,83,45,68,56
339,193738,81,40,80,80,79,75,67,79,69,86,78,78,79,83,77,73,87,79,77,78,74,79,63,81,75,66,73,79,80,72,49,54,52
345,192318,81,80,80,80,77,74,49,85,87,88,80,73,79,90,71,66,86,84,85,68,62,60,68,66,48,66,82,82,65,85,16,43,23
350,189461,81,60,60,40,73,64,58,84,64,82,80,72,80,84,73,69,80,80,85,75,67,77,66,73,82,61,80,83,65,80,61,63,65
352,188988,81,40,80,80,74,70,56,80,61,87,75,76,78,86,85,80,88,73,88,75,76,78,45,73,47,23,72,79,73,75,20,32,25
354,188388,81,40,80,80,82,78,45,83,73,82,83,82,77,81,77,76,79,75,75,79,61,72,59,77,58,32,75,87,90,79,27,35,30
358,184942,81,40,80,60,73,76,59,79,66,82,68,69,75,82,83,79,85,81,85,79,61,75,74,74,71,42,78,81,75,82,47,43,38
364,181820,81,60,80,80,72,80,74,80,79,85,85,72,64,88,75,78,80,76,69,82,70,68,72,82,50,30,80,78,80,80,26,32,30
368,177326,81,60,80,60,79,74,50,81,76,83,82,77,77,82,81,79,87,77,93,74,60,73,34,77,52,34,76,77,68,64,21,26,34
373,171579,81,40,60,60,77,75,90,83,55,74,72,68,82,84,54,60,65,86,63,84,76,59,82,80,84,69,85,85,76,83,54,74,63
377,161648,81,60,100,80,74,75,53,78,74,89,80,75,74,83,79,73,85,75,79,80,76,67,72,77,61,36,74,78,87,78,31,36,22
386,54050,81,80,60,80,78,80,75,81,83,73,84,81,82,80,67,68,71,83,77,86,76,78,83,79,81,54,79,80,83,88,48,51,37
391,223848,80,40,60,80,56,69,86,79,68,81,72,66,77,84,68,73,66,77,59,83,85,85,86,72,73,78,79,77,38,76,67,73,69
392,216393,80,40,60,100,76,73,57,80,78,76,84,74,81,81,52,53,67,76,76,88,65,73,71,88,70,72,74,83,76,81,64,72,69
394,214997,80,20,80,80,64,82,65,68,79,87,82,65,56,85,85,79,87,82,83,80,52,67,62,83,41,45,79,69,55,71,46,51,44
398,212194,80,40,80,80,74,74,42,81,66,87,69,52,68,83,79,83,81,78,75,77,63,68,65,73,42,29,77,83,54,59,25,20,24
399,211748,80,40,80,80,72,72,46,82,59,82,82,80,79,84,67,68,78,81,77,75,72,75,69,75,69,57,78,81,68,75,46,59,53
409,208093,80,20,40,80,61,81,78,75,76,76,71,56,56,79,80,83,71,81,69,77,72,69,71,74,41,40,82,58,73,70,42,41,41
428,200647,80,60,80,60,78,78,58,82,80,83,77,84,74,87,68,72,70,78,56,87,33,68,68,87,58,46,78,82,78,78,26,32,26
431,199827,80,40,80,60,54,69,53,82,69,81,75,69,80,80,72,70,72,82,52,75,69,73,80,74,87,74,80,81,62,67,56,68,70
432,199434,80,40,80,40,79,65,63,81,73,83,83,76,77,85,70,70,81,78,80,69,64,69,62,66,56,31,73,84,75,77,40,34,26
437,196934,80,40,80,80,77,68,50,86,72,79,83,77,81,81,76,75,88,74,83,80,71,80,62,79,73,66,74,86,78,82,54,65,55
443,193886,80,40,60,60,75,79,58,80,73,81,78,75,75,84,75,78,74,81,73,87,76,67,75,87,70,51,82,70,65,75,45,58,49
444,193361,80,40,60,80,77,76,65,83,75,81,79,56,78,82,77,77,83,75,72,82,65,79,69,78,77,69,74,84,62,75,48,71,67
448,193061,80,40,80,80,78,63,60,83,74,82,78,72,76,83,78,78,79,78,75,67,66,79,64,74,66,72,76,81,72,78,64,66,70
450,192492,80,40,80,80,78,75,69,77,61,85,81,79,68,83,82,78,85,80,66,64,69,60,42,80,54,31,75,77,75,75,18,37,25
464,187688,80,60,80,60,83,72,65,86,75,84,80,76,84,83,36,34,71,75,56,77,30,68,67,79,56,47,74,87,76,80,30,31,35
482,176104,80,40,60,60,78,62,60,82,73,84,78,78,76,86,72,78,68,76,68,84,68,74,78,83,55,49,75,82,76,80,44,52,40
484,173909,80,60,80,80,75,75,74,80,83,79,81,71,77,83,73,73,77,73,68,84,79,67,82,77,82,67,77,76,67,80,59,71,72
488,173221,80,60,60,80,85,74,55,77,75,82,74,71,70,84,77,78,74,78,76,87,35,86,70,85,66,59,79,74,83,73,54,58,50
490,172522,80,40,60,60,78,69,67,82,69,80,79,83,77,81,73,76,78,82,59,86,59,90,68,70,59,74,74,80,64,71,59,67,68
494,169195,80,40,80,80,79,65,57,81,77,85,80,75,81,84,66,67,66,83,66,81,49,71,78,81,53,70,75,81,68,68,67,68,59
506,157960,80,40,80,80,79,71,59,79,69,84,79,70,80,83,83,76,82,72,76,83,74,73,71,82,68,68,70,79,75,77,62,69,68
508,150516,80,60,60,60,75,82,65,77,89,78,80,75,64,78,79,77,69,76,72,92,71,68,78,81,70,36,79,78,83,79,33,39,39
510,143587,80,40,80,80,81,69,58,80,75,79,85,82,78,80,70,70,78,80,74,83,67,65,70,80,73,69,74,86,75,85,45,65,59
514,138449,80,60,80,80,74,74,52,81,84,79,84,70,73,83,63,61,68,76,64,76,53,44,70,76,45,42,77,84,84,85,14,31,31
524,230977,79,20,80,40,70,73,43,79,75,81,74,70,70,79,90,88,87,79,74,78,49,84,50,72,65,60,74,78,64,72,45,66,59
542,212523,79,40,60,80,78,80,78,77,76,78,86,87,77,78,73,76,75,79,60,84,53,76,72,87,65,60,86,75,71,74,50,64,45
544,212150,79,40,80,80,74,68,37,81,60,84,74,66,72,82,79,67,91,78,90,45,59,78,37,61,61,41,74,81,60,78,32,36,27
546,211381,79,40,100,80,70,72,35,76,70,87,71,69,66,86,83,81,90,70,85,71,33,67,31,69,47,19,76,77,69,69,44,40,32
553,208128,79,60,60,80,78,74,53,82,77,78,92,93,78,80,71,67,76,79,76,87,46,66,52,88,57,44,77,77,71,72,32,42,45
556,206511,79,40,60,60,63,77,54,79,85,78,73,59,78,79,67,67,73,78,69,87,52,77,67,87,66,75,75,76,59,73,60,71,66
561,205525,79,40,80,80,77,71,59,76,68,81,73,69,68,84,94,84,92,80,96,73,61,68,34,65,41,42,76,77,57,71,39,39,25
579,201262,79,40,60,60,77,72,41,82,65,79,79,69,76,82,74,65,83,75,88,76,77,94,46,77,56,71,73,78,76,74,62,67,64
582,201046,79,40,80,80,76,64,58,82,64,83,80,70,76,85,71,78,71,70,71,72,64,72,69,66,52,30,78,83,68,76,26,34,30
588,199952,79,40,60,60,77,75,65,79,70,80,75,79,78,82,76,71,86,76,90,72,42,66,38,79,52,45,75,78,72,71,35,44,43
603,192565,79,40,80,80,76,75,40,80,69,82,75,69,74,82,78,75,83,74,81,64,63,81,52,68,48,46,76,80,81,81,33,29,21
607,190544,79,40,80,80,72,72,48,78,74,87,80,83,71,86,82,79,81,75,79,76,63,69,65,78,44,32,75,78,75,75,23,35,35
608,190286,79,40,60,60,74,75,38,86,63,80,81,78,73,82,65,62,70,63,69,61,30,39,56,76,55,46,72,83,66,69,14,23,16
612,189575,79,40,80,60,74,73,43,75,63,84,78,69,65,83,85,78,87,81,94,61,73,50,44,72,66,45,80,74,61,77,33,55,34
622,186307,79,40,80,80,74,77,61,80,77,81,78,78,75,81,76,69,88,75,86,81,71,75,66,80,64,34,75,77,75,76,20,44,39
634,183108,79,40,80,40,80,74,68,78,73,83,77,68,67,79,83,80,88,74,76,81,56,69,77,72,67,54,73,78,77,69,47,65,55
642,176993,79,40,80,80,68,70,42,81,79,77,83,66,72,78,78,75,84,72,85,76,48,67,43,70,30,29,77,81,71,74,20,22,19
645,176571,79,60,60,60,77,73,76,77,65,78,74,57,71,79,76,75,86,75,81,75,88,86,71,75,78,52,79,75,71,74,49,60,57
649,173474,79,40,60,80,85,68,58,79,82,80,88,82,79,80,77,78,86,76,91,78,66,93,65,81,76,75,73,75,70,78,68,66,63
654,172114,79,40,60,60,78,79,68,78,74,77,80,79,76,80,63,62,72,80,73,85,68,79,63,84,53,36,83,82,71,83,30,33,30
668,159171,79,40,80,80,80,77,47,82,69,83,80,78,79,81,72,69,80,81,72,76,62,62,56,75,46,40,79,80,66,68,19,26,27
676,146482,79,40,60,60,88,74,75,85,61,77,81,76,83,82,45,51,52,85,51,73,39,55,61,81,57,63,77,84,84,78,15,57,42
682,137809,79,40,60,100,57,81,78,71,72,78,68,38,45,77,76,73,77,72,82,80,77,75,76,73,72,40,82,72,85,76,18,33,25
689,45186,79,40,60,60,84,74,56,80,68,85,86,77,81,83,71,65,71,71,75,74,37,55,60,76,53,35,77,81,75,80,29,41,39
690,8473,79,40,60,60,77,65,46,83,67,82,81,70,76,83,76,71,78,77,80,78,58,68,56,71,74,49,72,79,74,84,32,45,56
695,228687,78,40,60,80,42,78,69,68,75,76,67,70,54,79,73,79,75,77,70,87,72,71,77,78,44,21,75,69,74,80,20,24,19
708,222509,78,20,60,60,70,62,37,79,57,82,69,61,78,83,72,65,72,78,73,57,52,66,60,63,76,76,73,80,55,71,70,77,74
728,213582,78,40,80,40,78,77,63,80,83,86,75,74,81,85,61,63,72,75,72,88,55,74,75,86,48,30,71,83,69,83,29,33,31
734,212198,78,40,60,60,76,65,58,80,78,79,81,76,77,81,79,78,82,75,79,83,72,76,69,79,62,68,75,76,66,80,58,66,62
737,210930,78,40,80,80,79,72,34,81,71,81,76,58,78,80,70,70,75,76,75,63,60,66,55,66,41,40,74,77,69,72,36,43,39
745,208450,78,20,60,80,75,68,59,77,76,82,80,80,77,83,78,76,81,71,80,76,59,80,67,77,65,65,69,75,49,66,68,58,49
757,205569,78,40,60,60,88,61,57,83,51,71,88,83,82,81,67,65,74,74,79,74,68,77,61,70,67,65,62,82,80,79,55,65,62
759,204923,78,20,60,80,67,77,52,77,74,76,72,63,64,80,87,79,79,77,83,83,77,84,74,78,69,40,81,73,65,72,23,33,19
765,203980,78,40,60,80,73,72,57,78,71,80,78,78,74,79,73,77,81,70,64,74,61,66,66,77,63,32,76,76,80,75,38,35,38
766,203895,78,20,60,80,64,64,39,83,62,77,77,72,68,82,62,57,76,76,82,64,59,75,50,76,52,62,74,83,66,82,47,52,40
769,203535,78,40,60,80,75,62,60,78,68,77,70,68,76,80,77,69,76,78,85,80,76,85,76,75,84,75,67,75,53,81,60,75,69
770,203362,78,20,100,80,75,69,65,82,74,80,73,59,75,78,88,82,86,72,83,76,83,82,61,70,49,36,70,73,64,71,39,31,44
775,201878,78,40,60,80,82,77,52,79,72,79,76,78,78,79,72,72,76,73,67,78,58,66,64,79,66,34,78,79,71,72,46,33,26
776,201508,78,40,80,60,74,74,57,78,71,80,79,77,73,81,73,70,83,71,68,77,66,67,57,76,69,32,75,77,73,77,31,45,39
787,200529,78,40,60,80,75,76,67,77,73,83,77,78,68,80,74,78,65,75,54,81,71,77,83,76,59,43,77,76,76,79,37,48,44
795,198706,78,40,60,80,76,73,45,83,58,80,77,74,75,82,74,63,74,74,50,77,40,59,64,77,29,28,75,74,56,72,24,25,18
800,197225,78,40,80,80,76,65,42,79,70,78,81,77,75,82,73,69,78,79,79,71,66,88,61,76,66,42,77,80,76,79,39,49,37
802,196889,78,40,80,100,77,56,42,77,74,84,80,70,73,84,90,86,92,76,90,78,51,77,48,76,48,36,74,76,60,76,20,40,60
808,194845,78,20,60,80,79,77,52,76,65,79,80,83,69,80,74,77,80,75,67,81,44,68,68,84,74,61,77,77,75,72,26,49,30
815,192722,78,40,80,80,79,79,63,78,75,79,78,73,75,80,79,78,82,75,78,77,60,71,63,77,63,39,76,75,72,73,42,41,41
820,190799,78,40,60,80,62,75,68,78,72,71,68,69,79,78,59,62,64,77,59,80,65,76,76,79,68,77,76,73,75,81,76,77,75
837,188103,78,20,80,40,75,70,54,78,68,79,76,68,76,80,75,72,67,79,68,82,71,71,73,81,71,54,75,77,67,72,20,54,40
839,187702,78,20,60,80,73,63,71,80,70,79,77,72,77,82,73,75,72,75,54,81,70,75,77,77,56,61,75,79,70,72,39,59,53
845,186581,78,60,80,60,78,60,72,80,72,83,86,86,82,85,77,76,75,72,77,84,83,72,69,80,48,44,74,81,76,80,44,48,48
852,183394,78,40,60,40,76,72,70,79,67,78,75,74,74,77,75,78,70,77,59,85,80,87,88,71,78,76,76,68,68,73,69,72,71
867,178085,78,40,60,80,78,69,59,84,58,78,80,76,82,81,60,55,69,77,67,78,56,46,68,77,73,72,72,82,73,71,54,74,62
874,175895,78,40,60,80,70,69,68,82,66,76,64,71,78,78,65,65,54,72,51,82,80,74,83,73,75,70,69,85,72,77,63,72,69
875,174549,78,40,100,80,78,62,50,78,70,83,80,82,76,83,77,73,78,74,81,80,66,69,57,78,50,60,74,78,72,74,52,60,56
878,170369,78,60,80,80,73,76,61,75,75,79,73,80,70,83,87,86,88,76,90,78,66,66,45,76,53,28,73,70,70,76,21,28,23
881,153296,78,40,80,80,74,64,71,80,70,82,80,76,81,83,63,66,77,75,68,76,71,68,76,75,68,52,70,83,75,79,46,55,47
887,155897,78,60,80,80,59,79,77,76,75,79,72,73,69,78,64,65,67,77,64,82,78,66,73,75,68,29,80,74,71,79,29,40,26
891,197891,77,20,80,60,64,80,73,74,74,80,60,57,53,81,80,78,79,81,79,70,75,64,47,73,57,23,83,72,63,70,25,28,25
897,193290,77,40,80,80,71,77,66,77,73,76,71,75,65,77,82,86,85,72,76,77,84,81,77,70,75,31,81,73,73,77,32,30,26
904,52752,77,40,60,80,80,64,56,78,69,79,79,78,69,79,74,71,80,78,75,76,67,72,61,74,60,61,73,77,70,75,51,58,55
910,181271,77,20,60,100,82,69,57,79,72,77,82,80,77,79,68,66,67,74,71,78,64,66,57,78,59,54,72,81,75,75,38,52,38
919,216349,77,20,80,60,72,61,24,80,64,81,80,69,71,80,78,74,78,73,88,58,57,60,36,71,40,55,71,80,75,72,26,16,21
920,225309,77,20,80,60,73,65,42,79,65,83,76,71,73,81,78,69,84,72,76,70,66,77,59,70,38,60,69,77,65,69,45,56,44
921,185373,77,40,60,80,69,72,66,76,66,74,67,76,74,79,80,78,74,74,60,79,62,75,68,72,73,49,76,75,71,72,39,51,44
923,149791,77,40,80,40,76,67,43,78,62,82,65,67,76,82,65,59,79,71,88,71,33,62,53,68,39,35,74,81,77,73,28,54,36
925,194079,77,20,60,80,74,66,62,78,54,82,74,40,76,76,87,86,89,76,83,74,72,72,61,70,78,46,74,71,56,73,46,48,54
934,210214,77,20,40,60,61,73,64,78,54,72,71,57,72,80,67,65,70,78,64,71,65,68,66,77,58,69,80,77,54,71,57,73,67
941,190761,77,20,60,80,74,64,58,80,68,80,76,73,76,83,75,73,74,70,77,82,58,74,65,75,79,68,68,77,76,78,55,68,61
945,196143,77,40,80,80,69,77,51,69,77,79,76,75,70,76,90,86,82,76,83,86,77,86,81,77,74,44,79,76,80,74,39,40,33
951,176949,77,60,80,40,78,65,75,78,79,85,81,74,73,84,64,66,74,72,71,77,56,52,67,75,33,49,74,78,73,80,36,38,48
971,189508,77,20,60,60,75,66,38,80,69,77,79,74,77,80,55,49,69,80,74,69,40,71,58,72,55,52,77,83,72,80,36,50,28
975,221000,77,20,60,60,71,74,59,76,65,79,78,65,71,78,86,85,79,74,77,78,72,86,75,73,73,60,78,69,65,69,60,65,61
985,191565,77,20,60,100,42,72,70,79,74,80,72,53,59,80,77,76,80,78,78,75,78,68,64,69,65,31,79,79,70,77,28,39,32
988,185422,77,20,60,60,63,82,63,68,67,77,69,42,48,74,87,92,78,72,71,78,72,73,77,69,50,33,77,56,72,72,22,26,19
990,210513,77,40,80,40,75,64,42,78,65,84,80,77,75,83,76,72,90,74,90,83,56,47,39,73,43,35,62,77,71,74,18,30,22
991,121170,77,40,40,40,70,81,74,69,83,72,86,75,54,77,34,40,43,79,34,83,33,48,87,79,60,50,85,77,72,81,30,44,21
1000,153177,77,40,80,80,66,78,56,72,78,86,81,79,60,87,79,75,87,75,74,80,69,68,62,82,66,38,77,63,70,72,22,34,30
1019,210537,77,20,60,60,74,69,61,75,77,77,78,72,73,77,90,89,91,68,83,75,82,82,60,74,67,19,71,73,55,75,26,32,35
1026,201073,77,40,60,60,72,79,69,75,75,79,73,73,69,78,85,82,80,78,75,77,66,74,57,74,70,45,78,75,75,72,25,22,39
1028,214132,77,20,80,80,65,77,49,72,63,79,41,31,65,73,93,91,93,72,93,70,89,76,69,63,57,42,77,72,62,74,29,61,57
1032,198006,77,20,60,60,78,76,65,78,72,75,78,75,75,78,66,73,67,76,72,82,49,92,70,77,69,40,74,79,56,78,49,56,53
1036,188536,77,20,80,80,74,74,57,75,70,79,71,70,69,76,76,74,77,75,75,76,34,80,65,75,53,51,75,79,67,76,30,54,45
1044,230269,77,20,60,100,74,73,45,75,77,75,86,74,75,76,87,74,86,81,83,74,58,75,57,68,42,32,70,77,73,84,20,28,21
1051,195202,77,20,60,40,70,67,58,81,71,75,73,72,74,80,74,69,80,73,74,75,60,81,69,80,51,58,73,79,59,77,60,64,51
1059,208008,77,20,100,100,73,78,52,73,73,83,76,77,72,81,78,80,83,73,72,81,71,70,65,82,39,45,82,77,70,77,28,44,33
1065,184716,77,40,60,60,68,68,44,82,38,75,58,50,75,77,65,60,78,82,90,63,78,86,59,60,74,76,69,72,52,81,68,77,70
1068,194958,77,20,60,60,73,69,50,79,65,74,71,71,79,78,67,70,71,70,73,71,72,78,76,72,75,70,73,80,71,78,61,72,66
1069,199823,77,20,60,60,73,64,65,81,57,75,81,80,76,81,66,66,68,74,75,77,58,76,73,74,68,75,70,77,69,70,70,76,74
1071,7826,77,60,80,60,77,76,75,74,81,81,86,81,75,79,66,63,67,75,59,81,57,61,64,80,64,34,84,79,84,79,23,32,21
1076,210324,77,40,60,80,80,69,40,78,62,79,69,71,66,77,79,79,79,74,79,67,61,72,56,63,43,47,76,75,70,68,34,33,30
1082,226456,77,20,40,60,71,72,41,81,54,74,58,60,78,78,64,58,75,77,70,51,54,65,64,75,72,75,73,78,46,68,68,74,72
1088,189595,77,40,60,100,74,65,60,77,77,78,88,87,76,80,75,75,81,72,72,85,62,74,68,83,70,65,73,78,74,74,58,67,49
1093,177569,77,40,80,80,77,68,52,78,69,80,79,75,74,82,79,78,79,70,87,84,78,69,65,80,58,49,69,75,69,69,48,51,48
1094,182945,77,40,80,60,73,73,66,74,70,82,68,74,64,77,86,85,84,76,70,73,68,71,55,71,59,51,74,70,75,76,38,40,35
1100,162981,77,40,60,60,78,74,63,80,83,78,64,60,73,77,66,65,76,75,77,80,51,76,61,78,69,59,75,74,69,74,55,63,65
1103,204713,77,40,80,40,76,70,52,74,64,79,72,69,68,77,86,85,85,72,76,82,78,66,74,74,70,45,75,75,75,74,38,40,42
1127,205510,77,40,60,80,69,69,69,74,75,73,71,69,78,76,87,89,81,80,77,76,75,89,61,76,77,70,74,79,65,75,37,60,45
1131,208330,77,20,80,80,74,69,23,77,67,84,70,65,75,81,82,76,84,70,65,58,61,55,54,67,31,21,69,76,60,67,20,22,22
1134,192202,77,20,60,60,83,72,58,81,79,82,83,83,80,80,62,63,69,71,77,87,58,72,69,85,79,71,74,80,68,75,63,68,68
1146,151508,77,40,60,60,75,58,53,81,64,76,73,69,77,77,65,63,77,80,76,63,82,86,67,63,74,67,68,75,62,84,66,71,67
1149,183256,77,40,60,80,75,73,77,78,69,79,73,76,77,78,75,74,82,76,76,75,90,75,69,65,59,64,75,78,66,70,60,66,62
1162,173030,77,20,80,80,74,72,66,78,72,82,74,72,72,80,67,74,81,71,76,73,61,84,69,68,70,62,70,79,70,74,59,65,55
1165,159978,77,20,80,100,74,73,45,75,77,75,86,74,75,76,87,74,86,81,83,74,58,75,57,68,42,32,70,77,73,84,20,28,21
1166,210411,77,20,80,60,74,64,56,77,61,83,74,72,72,81,77,75,90,80,85,67,57,63,53,66,73,46,76,77,72,80,25,41,27
1169,186351,77,40,60,80,68,71,80,79,66,78,49,44,76,75,70,72,71,73,51,85,91,90,75,78,80,70,75,73,72,72,66,70,69
1175,188154,77,40,60,80,77,65,30,80,69,78,81,76,77,80,74,67,83,77,78,72,90,86,65,69,74,71,74,75,66,74,61,44,61
1193,229636,76,20,60,40,72,76,74,72,68,78,66,71,58,82,74,76,74,74,56,81,70,72,75,77,57,30,75,72,62,78,39,40,36
1203,200206,76,20,60,60,71,75,48,72,64,80,73,80,73,76,79,77,81,71,72,77,61,73,38,78,46,39,73,76,66,76,23,24,32
