,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
351,189251,81,40,60,60,73,63,59,84,66,78,82,79,81,84,74,68,79,84,73,71,65,79,65,72,58,84,72,80,71,81,72,73,74
355,188005,81,40,40,60,50,58,83,81,52,64,62,59,74,75,64,59,71,84,63,76,85,84,78,54,86,85,66,79,48,76,75,82,74
362,183285,81,60,40,40,60,23,74,73,20,50,50,30,68,61,53,67,61,72,53,51,82,74,90,38,86,81,32,49,40,71,78,83,79
363,183280,81,60,40,60,28,45,79,66,45,53,43,55,68,64,49,57,57,75,50,83,76,63,91,58,83,83,24,22,48,77,80,81,78
365,180216,81,40,60,60,81,62,67,78,64,78,42,35,70,78,74,72,76,83,74,75,72,84,73,68,78,76,75,70,60,78,82,84,83
366,179645,81,60,40,60,54,55,82,75,37,42,52,73,74,67,60,68,48,76,58,78,70,78,83,41,80,81,31,49,61,72,80,82,80
370,173198,81,40,40,60,34,25,77,68,27,56,33,17,68,66,66,69,57,80,48,65,80,69,80,36,77,86,29,46,27,74,85,85,80
374,166706,81,60,40,40,39,35,84,69,43,46,33,27,67,59,54,67,52,73,52,46,75,76,85,35,80,81,33,28,39,71,80,83,81
378,158625,81,60,40,80,60,47,83,74,44,58,51,60,75,73,44,45,53,77,64,66,65,62,81,53,73,80,41,62,57,77,80,83,84
381,142780,81,40,40,60,38,44,84,70,22,62,50,46,74,70,65,70,64,76,60,68,86,66,78,36,80,83,32,64,74,78,82,84,80
382,139997,81,60,60,60,85,69,60,85,72,72,86,83,87,83,69,76,71,78,65,83,67,74,72,77,83,85,76,86,84,81,78,78,77
387,53612,81,60,40,60,38,36,84,66,30,39,39,45,58,64,26,28,27,85,28,71,30,55,83,25,68,86,43,58,42,87,85,87,82
393,215792,80,40,40,40,30,28,79,70,46,54,26,26,60,63,64,63,63,82,58,45,84,67,78,35,76,82,26,46,54,76,79,82,80
397,212462,80,60,60,40,85,52,67,76,66,79,85,77,81,78,82,84,78,80,70,75,81,89,64,67,78,76,73,67,63,76,75,77,76
400,211320,80,20,40,60,40,33,80,65,35,64,45,25,59,65,54,66,59,74,53,58,81,68,80,39,70,84,28,50,36,70,84,84,82
404,210243,80,60,60,80,80,60,64,80,53,83,76,42,78,78,89,88,84,80,78,67,76,82,62,62,75,79,78,75,53,81,78,80,75
405,210035,80,60,60,40,78,50,64,75,58,82,77,80,68,81,87,86,82,82,81,73,64,88,67,67,65,78,71,60,51,77,74,76,77
407,208334,80,60,40,60,79,55,73,80,51,74,65,65,75,81,76,77,67,80,67,69,63,84,77,61,72,81,62,72,65,80,77,81,81
410,207993,80,40,40,40,74,42,73,68,31,63,43,25,49,69,73,82,52,78,55,82,76,85,91,52,91,71,62,56,44,70,78,83,84
417,205362,80,40,40,60,46,27,79,69,32,35,47,28,67,64,66,74,64,79,58,44,81,65,78,22,78,78,30,55,47,78,81,84,86
420,204082,80,40,40,60,36,39,86,71,32,65,30,28,72,62,69,78,60,74,51,50,74,64,84,29,76,80,40,57,45,77,79,83,80
421,203890,80,40,40,60,82,44,69,74,53,74,70,57,70,78,84,82,67,77,72,75,84,89,73,58,75,79,65,68,52,67,77,81,75
422,203888,80,20,40,40,30,25,79,61,25,41,25,43,69,64,35,34,35,72,36,59,82,72,91,40,76,83,30,32,52,71,83,83,75
426,201510,80,40,60,60,83,71,76,81,61,77,73,53,72,80,81,74,77,80,75,69,82,80,72,67,75,76,76,75,62,76,76,79,81
427,201454,80,40,40,80,82,54,70,76,52,76,73,68,72,78,74,84,68,79,62,80,73,91,73,69,74,75,64,58,76,75,74,79,78
438,195861,80,40,40,60,68,57,69,78,53,69,75,77,84,77,69,74,72,77,73,87,74,82,75,84,82,82,53,75,50,78,82,83,81
439,194957,80,40,40,60,64,50,77,75,60,60,38,35,67,68,56,65,50,77,61,68,83,75,81,59,85,82,42,59,55,72,78,81,82
442,194229,80,40,40,60,84,28,63,70,28,69,78,38,68,80,73,75,78,80,66,74,82,90,69,39,76,80,46,64,23,70,75,80,82
449,192641,80,40,40,60,60,50,78,74,51,67,50,62,83,71,66,85,59,77,49,78,55,75,85,57,81,82,55,67,53,71,76,81,78
452,191687,80,40,40,60,70,40,83,66,29,55,70,74,70,60,58,67,34,66,45,85,71,71,88,67,88,79,44,52,52,71,81,84,77
454,190815,80,60,40,80,80,46,71,81,62,73,84,62,80,80,63,58,72,84,75,68,71,86,74,62,70,82,68,76,56,83,80,83,76
460,189156,80,40,40,60,61,48,79,78,47,58,39,54,79,69,54,59,59,75,68,66,91,70,77,50,88,82,57,62,62,81,76,82,80
461,188802,80,40,40,40,79,37,73,74,47,63,74,72,66,71,75,84,66,78,63,74,74,86,75,60,81,78,54,52,46,72,79,82,81
469,184392,80,40,60,100,71,55,68,76,59,74,69,35,66,75,78,77,80,80,78,69,73,88,65,56,76,79,64,63,45,76,81,84,82
470,184190,80,40,40,60,50,22,80,76,18,28,39,34,72,72,55,54,54,72,50,65,68,61,86,28,74,82,28,37,55,76,79,81,79
473,182002,80,40,40,40,56,46,74,71,43,69,36,39,68,76,42,58,51,75,45,61,63,69,90,50,77,80,44,44,58,71,80,82,79
477,177604,80,40,40,60,78,39,67,77,56,73,74,59,61,77,75,76,73,81,74,71,75,83,69,61,75,83,64,66,61,76,80,83,81
478,177458,80,40,40,80,43,39,75,73,54,58,33,30,69,60,67,72,63,78,61,73,73,86,76,62,82,80,49,65,34,81,80,86,88
485,173521,80,60,40,60,49,41,83,73,34,54,39,37,67,65,67,69,58,70,56,65,90,76,77,42,79,82,30,48,35,70,80,82,77
486,173432,80,60,40,40,64,43,84,75,55,56,48,28,68,68,66,66,66,78,62,64,74,71,75,44,78,76,46,59,63,76,83,80,82
489,173208,80,40,40,60,79,56,69,77,62,72,71,61,75,73,78,77,68,78,65,68,80,90,73,59,79,77,68,71,70,75,78,80,82
493,169705,80,40,40,60,82,50,69,76,43,77,74,66,70,79,79,79,76,76,68,59,71,83,73,54,73,77,63,51,52,76,79,82,82
495,168530,80,40,40,40,46,38,84,62,27,52,30,35,53,56,55,64,34,71,34,58,66,67,90,37,85,77,30,47,57,71,81,84,78
496,167553,80,20,40,60,73,40,66,67,57,73,65,62,65,69,86,80,69,74,70,75,71,91,72,53,82,87,60,63,31,61,76,80,83
497,167514,80,40,40,60,78,58,72,76,64,76,72,66,74,78,77,76,70,78,68,80,70,82,74,76,76,82,66,56,55,78,78,82,80
498,165536,80,40,40,60,35,22,81,74,28,49,33,48,59,61,43,42,59,76,63,50,86,73,78,29,84,80,40,49,47,71,82,79,84
499,165526,80,60,40,60,30,16,76,55,30,55,48,35,61,55,49,53,46,76,40,60,80,69,87,44,84,84,28,18,35,74,84,84,80
507,156713,80,40,40,80,49,51,81,73,37,49,36,40,67,63,46,49,55,76,36,74,64,67,83,59,81,82,54,49,79,78,83,83,79
515,138412,80,40,60,80,85,66,69,84,76,77,81,77,81,78,69,66,72,84,73,85,64,91,73,77,79,76,75,77,83,86,76,77,79
517,124635,80,40,40,100,56,58,76,77,54,72,60,54,76,79,67,68,66,80,62,84,80,90,79,73,70,86,56,58,68,75,78,85,79
518,112316,80,60,40,40,79,51,80,69,61,59,80,71,77,65,67,76,55,76,39,79,67,76,90,74,80,82,53,42,60,76,79,83,75
520,53914,80,40,40,60,55,30,79,71,44,49,55,31,66,62,47,52,51,74,62,69,83,71,80,54,79,81,51,39,64,76,81,84,81
530,221660,79,40,40,60,48,36,78,74,34,59,64,66,68,62,68,72,64,78,47,68,81,77,79,57,80,81,37,49,55,70,79,79,77
532,220440,79,20,40,80,36,23,70,74,24,60,25,27,69,75,72,73,50,78,53,58,72,70,80,35,80,78,42,43,43,74,78,81,79
534,216150,79,40,40,40,79,60,68,72,68,76,72,59,66,73,78,85,75,75,77,74,69,90,71,72,75,75,71,64,59,72,75,77,79
535,215466,79,40,40,60,45,22,82,59,28,49,29,23,59,61,62,68,51,71,58,39,67,67,86,29,77,80,29,31,26,70,81,84,79
541,212602,79,20,40,60,55,39,77,78,31,51,30,35,69,76,59,62,59,76,51,45,69,71,72,37,75,82,43,51,53,69,79,80,81
543,212501,79,40,40,80,75,66,79,78,71,68,72,71,78,73,66,70,59,77,62,86,77,93,82,76,75,78,71,76,44,74,71,80,78
545,211688,79,40,40,60,81,56,60,78,59,77,80,49,75,76,83,89,80,78,82,58,75,77,61,59,74,76,72,70,52,70,77,76,79
548,211256,79,20,60,40,67,57,76,69,33,74,61,40,66,75,92,85,83,74,82,66,84,88,62,44,73,77,66,68,46,73,79,78,78
549,210864,79,40,40,80,76,47,66,74,40,72,40,30,68,74,78,84,76,78,69,68,69,85,69,43,79,78,63,56,40,73,77,80,80
550,210514,79,40,60,60,80,59,64,78,55,82,81,69,73,79,93,91,78,78,74,80,73,81,66,66,69,69,80,66,46,69,74,78,76
551,210413,79,40,40,60,36,20,76,67,24,63,36,24,67,65,64,68,58,74,53,60,77,71,76,46,82,82,26,40,34,74,82,82,78
558,205988,79,40,40,40,80,44,65,75,58,77,63,58,64,78,80,84,78,77,75,62,68,74,79,48,74,78,73,65,53,75,74,79,79
559,205923,79,40,40,60,77,57,66,77,37,73,64,48,68,77,78,74,72,75,65,62,70,82,73,52,75,77,65,70,54,73,80,80,81
564,205069,79,40,60,60,82,57,53,79,59,84,76,51,64,83,84,74,86,80,88,63,73,77,57,62,71,75,74,70,53,70,78,81,79
565,204638,79,40,40,60,38,34,83,69,33,56,28,32,59,61,55,54,48,76,58,37,90,67,83,29,78,79,34,42,41,71,77,82,75
567,204311,79,40,40,60,54,47,77,62,47,48,59,60,56,66,63,71,45,74,52,56,87,72,88,49,83,76,53,57,61,71,78,83,78
570,203574,79,40,40,60,62,29,77,80,27,69,46,29,71,77,71,71,64,75,57,46,72,79,79,38,73,76,48,59,37,79,80,83,81
573,201988,79,40,40,40,23,26,80,70,21,39,49,42,56,66,48,48,48,72,48,27,76,68,79,29,78,82,36,44,42,71,82,79,78
574,201956,79,40,60,60,57,36,88,70,26,67,33,58,65,68,62,68,60,76,37,76,51,75,86,53,84,80,48,61,43,74,72,80,73
577,201377,79,40,40,40,56,37,77,61,44,58,38,26,62,64,73,76,78,73,69,68,86,71,76,13,88,78,45,54,46,73,80,81,84
578,201305,79,40,40,40,67,42,77,69,48,60,55,46,69,65,64,69,66,78,68,61,75,73,77,50,78,81,51,61,51,68,80,83,80
580,201118,79,40,40,80,81,57,65,75,68,76,66,64,69,76,84,80,76,76,83,80,73,88,63,78,75,76,71,65,60,69,76,78,79
581,201049,79,40,40,60,40,25,76,54,33,54,38,17,54,58,72,75,72,76,79,52,81,67,75,25,85,82,23,30,35,74,84,82,80
583,201042,79,40,40,80,79,70,66,76,42,76,77,73,70,77,78,82,68,74,67,69,83,90,75,68,76,76,76,69,43,75,75,78,79
585,200458,79,40,60,60,78,52,64,80,45,73,68,57,69,79,79,81,71,76,80,77,75,80,72,69,75,77,67,72,58,71,74,77,81
593,199550,79,40,40,60,71,38,75,69,32,53,30,38,69,64,54,59,53,66,62,56,69,70,86,40,86,78,42,35,38,69,78,83,77
596,197948,79,40,40,60,51,50,75,74,42,55,47,41,67,66,42,54,60,72,58,72,77,74,90,66,87,81,46,40,43,70,76,82,73
597,195363,79,40,40,60,40,38,81,75,34,59,43,66,76,63,62,68,52,68,45,86,80,67,90,65,81,74,49,61,39,67,76,81,78
601,193171,79,20,60,60,79,53,66,78,38,69,67,59,65,78,83,84,80,72,82,75,83,83,62,62,81,78,66,57,56,69,76,77,78
602,192679,79,20,60,40,81,42,68,76,47,67,72,69,77,76,72,78,75,74,77,81,73,81,69,63,75,81,61,56,66,69,75,76,81
604,191210,79,40,60,60,79,58,70,76,58,75,78,80,74,77,77,77,76,76,78,75,68,79,67,72,76,78,72,70,67,70,78,78,79
610,190223,79,20,40,80,81,41,70,75,50,67,78,33,72,78,73,76,68,73,68,61,78,87,72,54,76,77,54,62,44,69,79,81,80
613,189433,79,40,40,40,47,20,83,57,45,58,40,42,49,63,54,55,47,78,49,52,61,62,78,22,76,79,41,51,50,69,82,84,79
620,187347,79,40,40,60,74,61,69,80,57,72,49,46,76,72,84,90,80,76,76,67,85,93,68,57,65,71,77,75,41,73,77,76,81
621,187324,79,40,40,60,40,42,78,67,51,50,44,45,62,55,68,69,57,74,60,56,88,71,80,53,84,78,32,46,52,74,80,79,79
625,185103,79,40,40,60,89,55,80,73,64,78,85,81,77,75,64,67,63,81,58,91,81,75,76,80,85,80,69,76,74,85,74,81,80
626,184949,79,20,60,60,83,54,66,76,58,71,82,56,73,82,86,79,74,77,73,84,70,86,69,68,76,74,74,69,61,70,69,75,81
628,184477,79,40,40,60,44,24,90,56,44,40,40,43,50,52,61,63,53,73,60,68,91,62,90,58,92,65,35,44,46,68,79,82,80
632,183855,79,40,40,60,51,25,77,68,30,61,51,36,67,59,69,70,60,70,54,71,74,70,82,46,70,82,30,50,39,73,80,82,81
636,180334,79,40,40,40,26,44,82,74,42,62,39,41,75,65,61,70,49,74,47,76,77,74,90,30,73,79,39,54,51,76,78,80,75
637,178424,79,40,40,60,81,56,57,73,69,74,82,80,76,77,78,82,78,75,76,87,63,86,69,84,75,80,70,66,61,70,74,79,81
639,177578,79,40,40,40,44,34,87,60,22,30,32,38,49,57,38,36,30,73,29,47,64,65,89,32,85,74,37,46,35,68,80,83,76
640,177519,79,40,40,80,50,33,82,76,50,63,37,45,78,74,67,66,59,78,58,64,81,43,78,34,75,79,39,57,42,70,78,80,79
641,177159,79,40,60,80,79,70,60,79,66,79,72,57,72,77,84,89,76,80,74,69,69,80,64,59,74,65,78,74,53,72,70,75,73
647,176285,79,40,40,60,28,46,81,62,30,43,33,38,62,57,67,71,57,78,43,72,72,74,84,53,82,79,42,44,55,71,78,81,82
