,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
478,177458,80,40,40,80,43,39,75,73,54,58,33,30,69,60,67,72,63,78,61,73,73,86,76,62,82,80,49,65,34,81,80,86,88
485,173521,80,60,40,60,49,41,83,73,34,54,39,37,67,65,67,69,58,70,56,65,90,76,77,42,79,82,30,48,35,70,80,82,77
486,173432,80,60,40,40,64,43,84,75,55,56,48,28,68,68,66,66,66,78,62,64,74,71,75,44,78,76,46,59,63,76,83,80,82
489,173208,80,40,40,60,79,56,69,77,62,72,71,61,75,73,78,77,68,78,65,68,80,90,73,59,79,77,68,71,70,75,78,80,82
495,168530,80,40,40,40,46,38,84,62,27,52,30,35,53,56,55,64,34,71,34,58,66,67,90,37,85,77,30,47,57,71,81,84,78
498,165536,80,40,40,60,35,22,81,74,28,49,33,48,59,61,43,42,59,76,63,50,86,73,78,29,84,80,40,49,47,71,82,79,84
499,165526,80,60,40,60,30,16,76,55,30,55,48,35,61,55,49,53,46,76,40,60,80,69,87,44,84,84,28,18,35,74,84,84,80
507,156713,80,40,40,80,49,51,81,73,37,49,36,40,67,63,46,49,55,76,36,74,64,67,83,59,81,82,54,49,79,78,83,83,79
517,124635,80,40,40,100,56,58,76,77,54,72,60,54,76,79,67,68,66,80,62,84,80,90,79,73,70,86,56,58,68,75,78,85,79
518,112316,80,60,40,40,79,51,80,69,61,59,80,71,77,65,67,76,55,76,39,79,67,76,90,74,80,82,53,42,60,76,79,83,75
520,53914,80,40,40,60,55,30,79,71,44,49,55,31,66,62,47,52,51,74,62,69,83,71,80,54,79,81,51,39,64,76,81,84,81
530,221660,79,40,40,60,48,36,78,74,34,59,64,66,68,62,68,72,64,78,47,68,81,77,79,57,80,81,37,49,55,70,79,79,77
532,220440,79,20,40,80,36,23,70,74,24,60,25,27,69,75,72,73,50,78,53,58,72,70,80,35,80,78,42,43,43,74,78,81,79
535,215466,79,40,40,60,45,22,82,59,28,49,29,23,59,61,62,68,51,71,58,39,67,67,86,29,77,80,29,31,26,70,81,84,79
541,212602,79,20,40,60,55,39,77,78,31,51,30,35,69,76,59,62,59,76,51,45,69,71,72,37,75,82,43,51,53,69,79,80,81
543,212501,79,40,40,80,75,66,79,78,71,68,72,71,78,73,66,70,59,77,62,86,77,93,82,76,75,78,71,76,44,74,71,80,78
548,211256,79,20,60,40,67,57,76,69,33,74,61,40,66,75,92,85,83,74,82,66,84,88,62,44,73,77,66,68,46,73,79,78,78
551,210413,79,40,40,60,36,20,76,67,24,63,36,24,67,65,64,68,58,74,53,60,77,71,76,46,82,82,26,40,34,74,82,82,78
559,205923,79,40,40,60,77,57,66,77,37,73,64,48,68,77,78,74,72,75,65,62,70,82,73,52,75,77,65,70,54,73,80,80,81
565,204638,79,40,40,60,38,34,83,69,33,56,28,32,59,61,55,54,48,76,58,37,90,67,83,29,78,79,34,42,41,71,77,82,75
567,204311,79,40,40,60,54,47,77,62,47,48,59,60,56,66,63,71,45,74,52,56,87,72,88,49,83,76,53,57,61,71,78,83,78
570,203574,79,40,40,60,62,29,77,80,27,69,46,29,71,77,71,71,64,75,57,46,72,79,79,38,73,76,48,59,37,79,80,83,81
573,201988,79,40,40,40,23,26,80,70,21,39,49,42,56,66,48,48,48,72,48,27,76,68,79,29,78,82,36,44,42,71,82,79,78
574,201956,79,40,60,60,57,36,88,70,26,67,33,58,65,68,62,68,60,76,37,76,51,75,86,53,84,80,48,61,43,74,72,80,73
577,201377,79,40,40,40,56,37,77,61,44,58,38,26,62,64,73,76,78,73,69,68,86,71,76,13,88,78,45,54,46,73,80,81,84
578,201305,79,40,40,40,67,42,77,69,48,60,55,46,69,65,64,69,66,78,68,61,75,73,77,50,78,81,51,61,51,68,80,83,80
581,201049,79,40,40,60,40,25,76,54,33,54,38,17,54,58,72,75,72,76,79,52,81,67,75,25,85,82,23,30,35,74,84,82,80
593,199550,79,40,40,60,71,38,75,69,32,53,30,38,69,64,54,59,53,66,62,56,69,70,86,40,86,78,42,35,38,69,78,83,77
596,197948,79,40,40,60,51,50,75,74,42,55,47,41,67,66,42,54,60,72,58,72,77,74,90,66,87,81,46,40,43,70,76,82,73
597,195363,79,40,40,60,40,38,81,75,34,59,43,66,76,63,62,68,52,68,45,86,80,67,90,65,81,74,49,61,39,67,76,81,78
613,189433,79,40,40,40,47,20,83,57,45,58,40,42,49,63,54,55,47,78,49,52,61,62,78,22,76,79,41,51,50,69,82,84,79
621,187324,79,40,40,60,40,42,78,67,51,50,44,45,62,55,68,69,57,74,60,56,88,71,80,53,84,78,32,46,52,74,80,79,79
625,185103,79,40,40,60,89,55,80,73,64,78,85,81,77,75,64,67,63,81,58,91,81,75,76,80,85,80,69,76,74,85,74,81,80
628,184477,79,40,40,60,44,24,90,56,44,40,40,43,50,52,61,63,53,73,60,68,91,62,90,58,92,65,35,44,46,68,79,82,80
632,183855,79,40,40,60,51,25,77,68,30,61,51,36,67,59,69,70,60,70,54,71,74,70,82,46,70,82,30,50,39,73,80,82,81
636,180334,79,40,40,40,26,44,82,74,42,62,39,41,75,65,61,70,49,74,47,76,77,74,90,30,73,79,39,54,51,76,78,80,75
639,177578,79,40,40,40,44,34,87,60,22,30,32,38,49,57,38,36,30,73,29,47,64,65,89,32,85,74,37,46,35,68,80,83,76
640,177519,79,40,40,80,50,33,82,76,50,63,37,45,78,74,67,66,59,78,58,64,81,43,78,34,75,79,39,57,42,70,78,80,79
647,176285,79,40,40,60,28,46,81,62,30,43,33,38,62,57,67,71,57,78,43,72,72,74,84,53,82,79,42,44,55,71,78,81,82
648,176266,79,60,40,60,63,23,65,77,47,69,66,47,72,73,50,41,70,79,72,71,82,72,71,35,83,84,49,67,61,78,77,80,79
655,171791,79,60,40,60,36,40,76,62,34,58,33,32,56,62,44,43,58,78,54,29,73,66,80,29,84,81,40,55,43,69,78,79,77
658,169596,79,40,40,60,33,53,83,63,35,42,34,24,69,54,46,51,62,73,53,44,68,76,89,28,87,80,31,50,48,69,79,80,79
659,169588,79,40,40,80,52,28,81,72,46,39,32,25,62,70,65,65,50,78,57,42,80,69,75,24,78,81,28,55,44,72,78,81,82
663,166072,79,40,40,60,30,23,72,60,22,45,34,38,66,60,49,52,46,74,60,72,76,49,74,49,78,86,25,42,50,74,86,84,82
664,165501,79,40,40,60,65,51,80,76,49,59,70,78,77,78,42,35,45,82,61,77,69,43,77,69,83,80,43,56,69,83,77,80,76
665,165109,79,40,40,60,67,55,70,71,51,66,45,48,67,69,72,72,70,78,67,79,65,71,75,74,75,85,55,60,57,76,85,86,85
666,160741,79,40,40,40,44,46,78,73,65,44,45,67,75,58,76,83,61,76,54,74,77,68,80,65,80,74,31,49,54,78,78,83,78
671,148711,79,60,40,40,50,45,82,65,51,50,36,48,58,58,32,34,32,69,32,68,61,50,92,45,75,81,30,48,66,81,73,85,80
672,148122,79,40,40,60,59,23,78,74,39,45,51,43,79,49,52,52,34,70,45,71,69,53,85,41,80,78,37,62,45,75,85,83,80
696,227950,78,40,40,60,48,41,76,71,55,53,56,50,71,73,66,69,55,80,76,69,75,71,76,43,79,85,39,34,61,78,73,74,85
705,223033,78,20,40,60,30,22,80,72,33,37,34,33,62,69,69,68,67,76,74,48,80,67,71,27,75,79,25,34,51,46,80,79,81
710,221540,78,20,40,60,56,50,80,68,48,52,37,43,62,59,54,47,59,70,52,67,76,75,85,60,90,77,46,39,51,75,77,78,72
717,216778,78,20,40,60,38,43,75,65,51,64,22,26,60,63,68,75,66,73,51,72,85,77,83,58,87,81,48,48,38,69,76,78,76
726,215051,78,60,40,60,33,48,80,67,50,61,37,32,58,64,64,68,64,75,55,67,87,73,82,44,79,80,38,41,48,75,76,78,77
731,212977,78,20,40,60,54,50,80,77,48,65,43,35,67,72,75,78,61,73,63,66,55,82,78,55,76,79,62,72,39,65,78,79,76
738,210679,78,20,40,40,36,25,77,69,36,60,33,29,49,65,67,68,54,76,53,61,87,75,83,29,71,79,30,41,45,67,78,81,76
741,209997,78,40,40,60,52,21,76,74,27,63,24,28,70,67,54,60,59,78,61,40,71,63,80,25,76,78,30,59,35,72,78,81,78
750,207862,78,40,40,60,73,51,83,74,53,61,58,51,74,72,54,72,56,76,49,78,65,72,81,56,68,78,55,68,67,68,76,79,77
754,206222,78,20,40,40,68,49,80,74,44,44,46,43,60,66,71,73,65,71,66,62,77,77,70,47,89,78,61,35,48,70,78,77,78
755,206198,78,40,40,60,51,23,79,75,26,46,48,32,70,59,55,68,53,77,49,49,67,69,84,28,70,76,26,65,41,69,78,83,77
772,202849,78,40,40,60,46,34,86,69,39,49,41,40,80,56,47,46,30,74,28,81,36,63,94,47,81,79,46,50,75,71,74,82,77
777,201505,78,20,40,60,53,65,70,79,56,64,48,46,64,76,58,62,52,72,57,77,74,81,83,64,77,79,59,68,50,67,77,82,76
781,201143,78,20,40,60,78,41,83,76,36,64,67,49,73,73,66,69,78,76,64,52,82,70,74,49,69,80,67,68,35,74,75,76,84
796,198614,78,20,40,60,49,36,79,75,44,25,34,65,56,71,55,51,55,61,65,72,75,44,76,41,85,72,39,46,46,68,78,83,81
797,198584,78,40,40,60,39,45,81,63,63,63,35,55,66,68,63,73,51,69,42,78,82,82,94,58,80,71,37,41,62,73,73,80,78
809,193601,78,20,40,60,43,53,83,60,32,47,46,25,54,66,47,47,31,77,48,54,84,62,78,51,81,79,58,22,35,69,78,77,76
816,192620,78,40,40,60,71,35,80,75,49,44,74,74,77,64,42,49,41,79,45,77,55,42,81,59,76,80,41,67,64,77,77,81,80
818,192476,78,20,40,60,60,45,73,76,46,58,58,52,77,68,33,30,55,77,41,58,50,31,83,47,77,81,43,56,52,69,78,82,78
821,190531,78,40,40,80,58,27,80,60,44,46,47,48,58,50,67,73,65,66,61,67,86,75,88,48,89,73,39,47,46,64,78,80,81
822,190507,78,20,40,60,36,29,75,64,38,47,35,43,54,63,43,59,67,77,55,54,79,76,82,34,86,75,28,30,30,68,79,80,82
823,189682,78,20,40,60,67,27,77,61,29,63,38,31,65,65,66,66,66,74,72,60,91,79,83,39,79,77,30,50,36,71,78,77,78
831,188879,78,20,40,60,58,46,55,76,31,65,36,32,70,74,66,76,60,74,57,73,62,79,93,63,85,80,46,61,54,68,75,83,75
833,188829,78,60,40,60,60,33,74,75,64,64,37,28,72,73,68,71,67,67,78,58,83,68,75,46,76,75,54,63,50,77,79,77,77
851,183568,78,40,40,60,32,22,84,66,22,35,23,22,57,47,54,64,54,75,49,48,65,63,83,24,73,69,25,40,38,67,82,85,80
860,181262,78,20,40,60,43,48,77,72,43,60,32,39,70,70,60,65,64,70,65,64,76,79,82,52,72,77,32,50,64,76,78,80,77
868,178031,78,20,40,60,65,40,82,74,29,62,56,36,70,65,62,67,61,74,66,59,76,73,84,50,78,74,48,60,50,69,78,79,74
870,177983,78,40,40,40,45,22,76,50,22,55,38,24,58,55,64,68,58,64,58,60,82,67,86,28,78,80,35,38,38,68,84,82,78
893,183556,77,40,40,60,47,29,84,50,32,39,33,58,66,41,51,65,52,77,58,81,73,68,78,47,81,76,48,44,43,75,80,82,81
899,192012,77,60,40,60,49,44,79,79,37,67,45,36,68,77,63,66,68,73,55,49,70,68,69,47,64,79,44,52,48,67,79,76,81
900,146701,77,40,40,60,45,54,72,72,59,53,67,77,75,67,38,38,54,68,54,76,76,79,86,65,84,81,52,50,65,66,74,80,76
907,146963,77,40,40,60,65,38,67,75,46,64,65,55,66,73,69,70,64,76,69,72,82,64,82,59,80,73,57,56,38,72,80,74,76
908,205590,77,20,40,80,69,37,69,74,53,59,58,42,71,73,71,72,69,77,68,70,82,81,76,55,68,82,55,55,54,69,76,78,81
915,45595,77,40,40,60,58,23,74,56,19,41,38,29,61,51,36,33,38,69,52,60,76,34,79,53,83,81,27,41,49,79,81,81,78
916,205340,77,20,40,40,37,24,80,65,28,41,35,27,51,60,69,70,65,76,68,39,90,70,72,22,74,77,24,38,42,76,76,81,78
918,109852,77,40,40,60,49,50,85,53,23,27,39,33,50,66,36,31,33,77,33,44,74,67,79,30,81,77,45,52,49,67,78,81,72
922,139038,77,40,40,60,34,34,80,54,19,40,40,21,65,52,68,55,50,71,62,24,89,55,76,23,85,77,25,38,41,69,79,79,78
926,198688,77,40,40,60,69,21,73,67,45,54,60,69,58,59,63,69,57,68,52,77,77,74,92,70,82,77,36,42,38,72,75,78,73
930,172835,77,40,40,60,22,16,76,55,23,49,31,18,55,55,44,65,59,68,55,59,85,42,81,24,78,78,33,28,34,74,80,82,78
931,200228,77,20,40,60,21,23,77,65,23,34,49,31,68,64,34,39,30,77,32,66,65,75,86,22,81,74,36,35,42,69,79,80,75
932,212772,77,20,40,60,40,26,77,70,32,48,28,32,55,59,60,69,55,73,51,47,80,64,74,24,75,74,35,39,37,67,78,80,81
940,226601,77,20,40,40,32,26,83,41,33,39,33,34,37,49,66,70,43,73,47,49,79,66,79,22,80,76,27,33,49,70,80,78,82
943,219693,77,40,40,80,35,26,77,71,34,59,47,64,57,69,72,68,64,74,57,73,80,64,83,57,82,74,52,38,41,72,76,78,69
946,200752,77,40,40,40,66,20,74,58,17,60,48,36,56,55,78,79,68,72,58,62,88,77,84,35,85,78,38,34,37,72,75,79,77
950,204341,77,20,40,60,42,33,82,72,40,49,52,43,77,48,57,59,69,78,61,42,79,72,64,37,76,81,44,46,47,72,80,77,80
952,198198,77,40,40,60,31,34,74,68,28,50,40,36,52,65,63,72,59,70,58,75,78,66,79,65,82,71,30,59,28,69,78,77,80
954,175671,77,40,40,60,55,30,81,62,40,54,60,67,67,62,34,33,58,73,52,83,74,68,86,58,66,78,20,56,14,76,78,79,79
955,198200,77,40,40,80,45,50,68,77,40,66,42,43,74,76,65,65,76,74,65,65,73,83,74,62,78,78,62,73,50,74,72,80,75
