,ID,overall,pac,sho,pas,dri,def,phy
634,183108,79,81,75,76,82,57,72
635,181402,79,70,57,69,72,75,82
641,177159,79,87,67,76,78,70,70
642,176993,79,76,72,76,78,25,47
643,176944,79,52,72,70,73,76,89
644,176731,79,56,67,67,67,80,85
645,176571,79,75,74,75,79,56,77
648,176266,79,45,39,69,71,78,74
649,173474,79,78,74,80,81,67,74
651,172962,79,83,71,72,82,70,74
652,172316,79,75,63,70,74,79,73
653,172290,79,68,72,76,78,71,72
654,172114,79,62,81,79,77,36,65
656,170797,79,54,67,83,80,72,68
662,167943,79,63,73,78,75,73,71
667,159240,79,67,75,82,78,64,66
668,159171,79,70,76,80,81,29,56
670,156519,79,74,70,71,74,73,79
674,147782,79,66,65,73,75,77,73
675,147621,79,80,74,79,76,50,72
676,146482,79,48,75,84,75,46,58
682,137809,79,74,79,63,78,34,75
684,137351,79,56,55,79,77,74,70
689,45186,79,68,74,81,82,38,56
690,8473,79,73,70,79,82,43,63
691,6826,79,32,65,79,68,78,76
692,80,79,47,73,85,76,62,69
695,228687,78,76,79,61,77,26,69
697,227796,78,91,68,70,84,33,56
698,227234,78,69,55,68,71,76,84
700,225199,78,76,65,76,79,73,72
701,225028,78,50,68,67,70,76,74
702,223874,78,61,70,74,80,73,59
704,223061,78,89,68,70,83,44,54
706,222943,78,84,72,76,77,46,66
708,222509,78,68,61,76,81,70,64
712,219985,78,68,67,74,74,71,77
714,219576,78,66,71,70,75,77,84
716,217877,78,83,70,73,81,27,51
718,216547,78,92,66,71,83,35,45
720,216475,78,88,75,71,80,51,60
727,214977,78,71,49,69,72,77,77
728,213582,78,62,81,80,83,34,68
729,213400,78,88,64,73,77,50,69
731,212977,78,77,54,66,67,79,77
732,212911,78,91,69,70,80,22,59
733,212230,78,79,75,78,82,29,56
734,212198,78,78,73,78,80,63,70
735,212153,78,70,64,73,75,75,74
736,211119,78,87,73,73,80,31,57
737,210930,78,70,69,78,80,39,55
739,210333,78,88,72,72,78,39,62
740,210282,78,91,67,71,80,73,75
742,209989,78,77,63,69,75,75,81
744,208574,78,88,68,72,81,32,72
745,208450,78,77,71,77,82,62,69
746,208230,78,60,65,69,70,78,84
747,208135,78,66,71,73,76,74,81
748,207939,78,60,62,71,69,74,84
750,207862,78,64,59,71,64,78,75
751,207494,78,83,74,72,81,51,67
752,206591,78,84,62,75,84,72,70
753,206225,78,80,74,75,79,56,67
756,205633,78,78,67,78,80,65,68
757,205569,78,66,66,84,75,61,67
758,205114,78,83,69,73,86,37,58
759,204923,78,83,78,71,78,32,76
765,203980,78,75,74,76,79,38,65
766,203895,78,59,67,76,79,50,57
767,203627,78,90,74,75,79,56,51
769,203535,78,73,68,76,78,68,80
770,203362,78,85,71,76,80,39,65
771,203106,78,84,65,75,82,53,62
773,202648,78,55,63,76,78,64,66
774,202325,78,60,38,74,75,70,76
775,201878,78,72,77,79,78,38,65
776,201508,78,71,75,76,80,39,62
777,201505,78,60,66,66,66,78,81
778,201455,78,71,68,71,77,75,81
780,201144,78,59,63,77,73,75,74
787,200529,78,76,77,75,78,45,76
788,200318,78,75,80,69,76,33,67
789,200215,78,68,62,70,73,77,80
790,199767,78,71,76,75,75,65,77
791,199626,78,71,72,75,78,69,68
794,199042,78,75,71,80,77,61,70
795,198706,78,68,73,78,78,27,55
800,197225,78,71,70,78,79,43,69
801,197083,78,78,72,74,80,53,69
802,196889,78,88,66,76,85,35,55
803,196432,78,70,70,75,74,75,80
807,194932,78,85,75,73,80,33,63
808,194845,78,76,79,76,79,43,68
811,193283,78,73,72,75,74,74,81
814,192841,78,78,70,76,82,62,62
815,192722,78,78,78,77,79,43,65
819,191032,78,84,69,75,83,36,73
820,190799,78,61,77,73,72,76,74
825,189606,78,71,49,68,68,76,83
826,189506,78,64,63,79,72,79,68
827,189423,78,70,68,71,72,77,82
830,189157,78,87,68,68,84,31,78
831,188879,78,72,54,64,67,76,86
834,188427,78,77,72,77,78,73,78
837,188103,78,73,75,76,78,42,72
838,187736,78,78,74,73,79,67,66
839,187702,78,74,71,77,78,54,72
841,187366,78,69,76,73,75,76,74
842,187052,78,75,60,74,73,74,78
843,186832,78,77,68,77,82,75,74
844,186805,78,90,68,73,82,31,65
845,186581,78,76,71,81,82,48,66
847,186302,78,75,73,76,80,50,58
849,184134,78,64,61,68,68,79,82
850,183871,78,87,72,70,81,45,66
852,183394,78,77,74,75,76,72,85
853,183332,78,86,73,73,82,40,61
854,183249,78,73,77,70,78,37,86
856,182879,78,77,77,78,78,28,63
863,180283,78,65,74,81,75,63,70
864,178625,78,56,59,75,70,70,75
866,178160,78,63,71,76,73,73,74
867,178085,78,57,72,82,77,65,63
869,178007,78,61,70,82,75,71,72
871,176930,78,61,66,78,76,74,74
874,175895,78,65,72,78,73,68,79
875,174549,78,75,70,78,82,56,59
876,172049,78,90,71,69,85,31,67
877,170815,78,69,71,78,77,74,74
878,170369,78,86,76,73,82,29,53
879,169706,78,59,62,75,74,76,79
881,153296,78,65,70,79,81,53,72
883,161754,78,65,63,67,68,77,81
885,155887,78,68,68,78,76,71,81
886,164082,78,75,71,77,81,75,72
887,155897,78,65,78,71,77,37,71
889,185090,77,91,76,68,78,29,64
891,197891,77,79,76,67,80,30,55
895,210950,77,80,72,71,83,39,62
896,188166,77,87,71,69,78,35,71
897,193290,77,84,75,73,77,34,78
901,161805,77,63,64,72,71,74,79
902,205070,77,83,74,72,78,61,73
904,52752,77,72,69,77,79,56,64
905,183569,77,77,73,68,83,36,72
906,202515,77,83,71,73,81,24,56
910,181271,77,67,73,80,76,47,60
912,184089,77,83,71,71,84,33,55
914,230938,77,75,68,71,76,73,84
917,229148,77,91,62,71,78,72,72
919,216349,77,76,64,77,80,28,44
920,225309,77,73,67,76,82,51,60
921,185373,77,79,73,74,75,48,70
923,149791,77,62,69,77,81,40,51
924,230431,77,72,62,74,69,75,81
925,194079,77,86,68,73,81,49,68
929,203299,77,84,73,71,79,32,67
932,212772,77,65,31,52,53,78,72
933,224293,77,66,68,78,73,72,71
934,210214,77,66,72,72,74,66,65
935,215079,77,71,63,75,74,70,80
936,230183,77,82,67,71,71,75,86
938,160040,77,80,71,71,76,72,74
939,230184,77,87,58,68,76,71,54
941,190761,77,74,71,77,80,62,70
942,144429,77,78,63,76,74,74,70
944,201519,77,66,74,77,75,65,71
945,196143,77,88,79,71,78,41,81
947,207920,77,83,53,65,68,73,72
948,197681,77,72,61,73,80,62,72
949,189234,77,80,77,74,76,67,67
951,176949,77,65,71,77,82,44,56
955,198200,77,65,56,66,70,76,77
957,179768,77,71,61,70,69,75,80
958,181816,77,74,48,69,68,76,72
961,213051,77,60,61,73,70,72,78
962,214332,77,58,61,70,71,72,80
965,190014,77,87,74,71,77,40,64
966,198719,77,87,69,70,82,24,52
967,157503,77,66,56,68,73,74,77
971,189508,77,52,69,79,77,43,60
975,221000,77,85,74,72,78,62,77
977,192073,77,74,69,76,79,66,72
979,220746,77,85,69,73,80,32,49
980,212811,77,78,66,77,79,67,75
984,191053,77,74,58,73,77,76,80
985,191565,77,76,72,67,80,37,66
988,185422,77,90,77,60,76,29,70
990,210513,77,74,70,77,84,28,43
991,121170,77,37,81,70,69,42,69
993,7763,77,33,64,87,73,42,50
994,219732,77,91,72,71,79,35,62
996,160087,77,72,62,74,69,75,81
997,31831,77,36,70,82,72,63,73
1000,153177,77,77,79,68,85,33,65
1001,158810,77,51,69,74,72,74,72
1002,183130,77,79,69,74,77,47,70
1008,216158,77,81,63,73,76,71,78
1009,192350,77,91,66,72,80,34,54
1011,182882,77,67,58,70,70,74,84
1014,142950,77,65,70,76,73,59,72
1015,202087,77,48,66,81,69,73,77
1018,182888,77,53,53,71,66,77,79
1019,210537,77,89,71,74,78,31,68
1021,181098,77,63,51,75,70,76,72
1024,172143,77,51,76,82,76,59,61
1025,182896,77,77,59,71,79,71,72
1026,201073,77,83,77,73,79,34,64
1027,226161,77,55,48,72,70,71,71
1028,214132,77,92,71,66,79,46,69
1031,157301,77,81,77,70,79,34,71
1032,198006,77,70,76,78,75,51,74
1033,200054,77,68,59,75,74,75,77
1036,188536,77,75,74,74,78,46,65
1041,200315,77,90,70,70,81,28,59
1044,230269,77,80,72,76,77,27,59
1048,140415,77,46,53,77,78,69,63
1050,212096,77,75,73,73,83,33,63
1051,195202,77,71,71,77,77,60,68
1053,183427,77,74,69,73,82,68,75
1056,193158,77,67,72,73,75,61,75
1058,180359,77,70,53,73,77,76,65
1059,208008,77,79,79,74,81,39,61
1062,188041,77,76,64,74,75,74,70
1065,184716,77,62,63,73,77,70,70
1068,194958,77,69,70,77,75,66,76
1069,199823,77,66,69,78,76,73,72
1070,177553,77,75,73,74,82,64,62
1071,7826,77,64,79,77,78,33,63
1076,210324,77,79,67,75,78,37,58
1077,184469,77,67,72,74,74,67,77
1078,229270,77,70,54,57,70,78,74
1081,202135,77,76,67,73,76,74,79
1082,226456,77,61,66,76,75,69,65
1086,228251,77,76,66,75,75,70,72
1088,189595,77,75,74,78,78,61,70
1093,177569,77,78,74,77,80,50,65
1094,182945,77,85,73,71,80,44,60
1099,201893,77,56,66,75,73,72,73
1100,162981,77,65,76,76,77,60,66
1101,213160,77,76,56,71,77,75,71
1102,171688,77,75,65,72,76,76,69
1103,204713,77,85,73,73,79,42,71
1104,186537,77,69,75,67,71,46,79
1105,159914,77,82,67,71,71,75,86
1107,152747,77,83,64,71,82,38,62
1108,159915,77,87,58,68,76,71,54
1115,186801,77,74,65,61,69,77,88
1117,184501,77,74,69,67,65,78,79
1123,149185,77,68,56,71,64,74,74
1127,205510,77,88,72,74,75,55,72
1130,172233,77,78,65,76,78,70,79
1131,208330,77,79,66,75,81,21,50
1134,192202,77,63,78,81,79,66,71
1135,233419,77,86,71,70,80,30,61
1136,187084,77,83,75,61,68,65,81
1137,188876,77,63,57,81,74,69,71
1139,189390,77,71,59,71,72,76,77
1140,184271,77,66,70,73,73,75,80
1142,227536,77,84,78,59,60,36,88
1143,190674,77,71,64,75,75,74,77
1144,209620,77,82,50,67,76,74,73
1145,212692,77,79,70,75,81,30,55
1146,151508,77,64,61,77,77,67,74
1147,230613,77,74,50,73,77,69,76
1148,230360,77,80,71,71,76,72,74
1149,183256,77,74,71,77,79,65,70
1153,186589,77,60,59,73,68,74,80
1157,198113,77,57,71,74,73,78,79
1159,189410,77,68,54,75,75,70,76
1161,226790,77,74,60,65,67,78,80
1162,173030,77,71,71,76,80,62,73
1165,159978,77,80,72,76,77,27,59
1166,210411,77,76,66,75,83,37,60
1167,189165,77,62,73,79,73,60,77
1168,178415,77,64,75,77,68,71,80
1169,186351,77,71,75,72,75,70,81
1174,199158,77,69,66,69,67,72,77
1175,188154,77,70,68,78,79,55,73
1177,190971,77,75,63,70,76,73,80
1180,220925,77,78,71,70,80,53,68
1181,199422,77,63,66,76,75,66,73
1183,169214,77,91,74,68,79,33,66
1184,201215,77,85,70,76,80,42,60
1186,219391,77,67,61,69,71,77,79
1187,184575,77,89,75,73,79,35,64
1191,177666,76,78,73,70,72,41,78
1192,177922,76,85,72,72,76,34,61
1193,229636,76,75,76,70,78,41,70
1198,187659,76,60,55,67,69,76,82
1199,213516,76,77,71,71,81,29,47
1203,200206,76,78,75,73,78,30,50
1204,229391,76,55,49,62,66,74,84
1207,229906,76,92,70,71,79,23,61
1209,52498,76,37,65,75,68,73,75
1212,200469,76,73,67,75,78,65,67
1213,207894,76,61,49,64,59,77,79
1214,236311,76,74,67,77,76,43,62
1217,186650,76,69,79,64,77,34,61
1220,148253,76,89,59,68,67,72,67
1222,189725,76,67,69,75,75,58,65
1223,138782,76,49,66,74,68,80,74
1224,226592,76,82,69,74,77,63,67
1225,205601,76,92,67,70,79,35,55
1226,160033,76,79,53,70,74,75,73
1230,187939,76,78,76,71,78,33,60
1232,178213,76,58,70,70,73,74,76
1233,223273,76,64,70,73,76,69,77
1238,205869,76,86,68,71,79,32,56
1239,174381,76,56,70,77,72,63,67
1240,190765,76,66,70,79,74,62,76
1243,196142,76,54,69,78,76,36,61
1244,152879,76,46,66,75,74,70,76
1245,221743,76,92,71,68,79,32,62
1247,186672,76,63,56,67,68,78,77
1250,227633,76,84,66,70,78,49,70
1251,183346,76,66,73,76,72,70,73
1253,196147,76,75,72,71,76,42,75
1254,207412,76,64,80,81,75,42,62
1255,166708,76,81,70,73,77,33,65
1256,208949,76,88,71,71,76,40,69
1257,230453,76,65,53,63,61,72,83
1260,139064,76,56,60,71,69,76,74
1263,199737,76,80,79,73,77,30,63
1264,138810,76,64,76,75,77,33,56
1266,206651,76,67,76,75,73,56,75
1267,200765,76,68,50,64,74,76,76
1270,147006,76,68,73,72,80,42,58
1273,199487,76,43,37,60,58,74,82
1274,215103,76,83,72,68,77,39,62
1276,205632,76,78,70,74,78,48,66
1277,219712,76,65,54,67,68,75,72
1278,169792,76,77,75,68,76,32,67
1280,215107,76,92,76,65,80,36,61
1281,216388,76,89,69,65,83,22,56
1283,224069,76,74,75,64,76,21,66
1284,204102,76,70,69,76,79,66,72
1285,181318,76,54,66,75,75,64,77
1286,177481,76,81,49,68,66,74,78
1288,178250,76,57,66,68,68,73,85
1290,183883,76,77,72,73,78,36,64
1293,202828,76,68,68,76,77,66,71
1294,230988,76,72,68,74,76,43,58
1296,202061,76,68,69,74,72,73,81
1297,214605,76,64,46,66,60,72,84
1298,229453,76,85,69,67,81,37,65
1300,219470,76,57,71,69,67,78,90
1303,205391,76,68,54,70,72,73,82
1306,170320,76,73,57,66,71,75,76
1307,230481,76,80,76,75,73,40,71
1309,223058,76,77,69,73,78,73,66
1310,207444,76,95,65,67,77,42,69
1311,209236,76,65,63,72,69,72,74
1312,152916,76,70,69,78,76,49,78
1314,186452,76,61,78,73,74,58,74
1315,186197,76,79,69,74,81,38,60
1319,186200,76,77,74,70,76,28,69
1324,230234,76,68,57,72,76,72,77
1325,173146,76,66,66,80,74,62,64
1329,202078,76,87,68,69,80,45,69
1330,188768,76,67,49,64,71,76,79
1332,188770,76,76,76,71,79,39,71
1333,171875,76,80,74,77,80,69,76
1335,206436,76,74,72,73,77,46,62
1336,160101,76,65,53,63,61,72,83
1342,179560,76,84,72,71,79,32,56
1344,178284,76,76,72,73,76,42,63
1347,203886,76,77,65,73,77,63,71
1348,226414,76,88,70,70,78,41,59
1350,230767,76,78,72,69,78,70,82
1352,208498,76,80,71,66,77,35,70
1353,230258,76,80,50,71,75,73,74
1354,165490,76,72,64,74,77,70,72
1360,177525,76,78,66,73,79,52,72
1361,142966,76,71,71,77,77,52,60
1363,198264,76,81,72,74,78,26,58
1365,225144,76,78,74,69,76,32,48
1369,177019,76,61,37,61,65,80,71
1370,197756,76,76,74,70,79,37,74
1373,160126,76,80,76,75,73,40,71
1375,203903,76,81,67,71,82,37,55
1376,225663,76,82,69,72,80,65,64
1377,230271,76,82,64,70,77,26,51
1380,216706,76,77,60,70,69,71,83
1381,164994,76,76,70,74,77,58,70
1382,178051,76,59,52,68,66,73,81
1385,202884,76,82,63,71,79,65,77
1386,203910,76,75,72,72,81,31,67
1389,169607,76,65,57,67,67,75,81
1391,182152,76,73,76,73,79,56,65
1394,176009,76,65,64,77,75,67,62
1395,224394,76,77,73,71,80,44,71
1397,193420,76,71,47,70,76,73,74
1399,188045,76,90,69,69,72,34,71
1401,213134,76,85,67,70,80,48,70
1402,221838,76,73,74,77,77,50,68
1403,212623,76,78,75,67,77,52,67
1406,204691,76,73,71,76,78,64,63
1407,183187,76,67,71,74,78,38,66
1408,216468,76,71,73,75,79,40,45
1411,199829,76,52,61,74,66,71,78
1414,211862,76,75,77,68,66,53,82
1415,208535,76,75,63,72,73,74,79
1416,210583,76,70,72,74,78,54,62
1418,187800,76,77,59,75,77,71,73
1420,225945,76,70,57,69,70,76,74
1422,165531,76,90,73,70,75,47,71
1424,201884,76,81,71,75,76,65,69
1425,212125,76,90,65,68,82,41,54
1430,134820,76,70,59,70,71,70,82
