,ID,overall,pac,sho,pas,dri,def,phy
703,223627,78,73,79,68,73,40,79
713,219932,78,80,75,68,81,25,66
718,216547,78,92,66,71,83,35,45
719,216497,78,80,78,70,81,33,64
723,215353,78,72,76,59,75,30,78
724,215333,78,73,77,52,72,27,78
725,215061,78,81,79,65,74,31,72
728,213582,78,62,81,80,83,34,68
730,213135,78,83,76,68,75,31,77
749,207877,78,89,74,63,82,26,73
759,204923,78,83,78,71,78,32,76
761,204838,78,76,76,69,74,39,80
762,204819,78,62,77,64,73,47,83
764,204077,78,89,75,69,82,26,67
784,201013,78,70,77,63,68,26,80
788,200318,78,75,80,69,76,33,67
793,199069,78,80,75,69,78,27,80
798,198329,78,91,75,70,79,33,68
799,198140,78,77,76,68,75,50,79
804,196150,78,65,78,74,79,26,74
805,195671,78,65,79,56,68,40,76
806,194996,78,62,78,59,71,29,75
810,193584,78,73,78,65,73,29,83
812,192991,78,73,78,66,75,30,77
830,189157,78,87,68,68,84,31,78
840,187607,78,65,75,66,69,29,84
854,183249,78,73,77,70,78,37,86
855,183125,78,65,81,65,69,35,85
858,182836,78,62,78,61,68,49,85
861,180826,78,78,78,64,77,30,66
873,176619,78,80,74,65,74,37,72
878,170369,78,86,76,73,82,29,53
881,153296,78,65,70,79,81,53,72
882,124375,78,82,81,65,67,31,76
887,155897,78,65,78,71,77,37,71
888,160000,77,82,76,58,70,33,75
889,185090,77,91,76,68,78,29,64
890,195586,77,68,80,62,74,32,72
891,197891,77,79,76,67,80,30,55
894,200197,77,66,78,59,70,38,64
897,193290,77,84,75,73,77,34,78
902,205070,77,83,74,72,78,61,73
903,156432,77,53,77,69,68,48,76
905,183569,77,77,73,68,83,36,72
906,202515,77,83,71,73,81,24,56
913,205850,77,67,76,49,68,27,76
945,196143,77,88,79,71,78,41,81
951,176949,77,65,71,77,82,44,56
960,198715,77,76,78,56,76,34,69
963,194365,77,74,74,69,78,47,75
966,198719,77,87,69,70,82,24,52
969,148803,77,55,77,64,68,31,72
974,179527,77,76,76,65,73,33,69
985,191565,77,76,72,67,80,37,66
988,185422,77,90,77,60,76,29,70
991,121170,77,37,81,70,69,42,69
1000,153177,77,77,79,68,85,33,65
1003,194138,77,89,76,62,72,29,78
1012,202851,77,89,77,68,82,25,54
1022,228717,77,78,74,69,79,39,61
1023,210287,77,81,73,61,73,41,84
1026,201073,77,83,77,73,79,34,64
1028,214132,77,92,71,66,79,46,69
1031,157301,77,81,77,70,79,34,71
1037,164985,77,73,78,71,77,27,71
1038,213114,77,75,75,72,77,31,64
1042,230524,77,81,77,60,73,23,64
1043,205693,77,76,75,55,72,35,76
1052,217731,77,75,80,64,78,27,66
1059,208008,77,79,79,74,81,39,61
1071,7826,77,64,79,77,78,33,63
1073,161938,77,61,76,64,69,33,75
1079,230294,77,82,76,58,70,33,75
1080,175254,77,72,74,63,72,47,81
1092,160161,77,81,77,60,73,23,64
1097,183714,77,70,78,54,65,30,77
1104,186537,77,69,75,67,71,46,79
1110,178091,77,73,74,57,72,27,83
1121,164029,77,64,78,55,79,34,69
1125,213955,77,82,75,64,75,40,70
1126,221125,77,81,75,72,74,25,69
1129,221639,77,79,79,56,72,36,74
1133,224458,77,81,74,67,83,46,70
1136,187084,77,83,75,61,68,65,81
1142,227536,77,84,78,59,60,36,88
1155,183518,77,71,74,69,76,35,75
1162,173030,77,71,71,76,80,62,73
1163,226537,77,70,78,56,70,26,78
1178,168444,77,77,77,71,76,35,80
1179,234236,77,76,75,69,79,26,68
1182,160766,77,78,74,71,84,26,62
1188,169216,76,83,72,60,74,37,80
1189,204289,76,79,77,57,76,27,61
1190,161793,76,43,76,61,72,47,65
1191,177666,76,78,73,70,72,41,78
1196,176137,76,60,79,71,71,42,68
1211,195859,76,82,74,64,77,35,71
1216,192537,76,84,72,72,79,32,59
1217,186650,76,69,79,64,77,34,61
1219,183580,76,61,76,57,65,34,70
1228,179746,76,58,77,64,71,43,83
1235,189225,76,78,74,64,76,38,73
1241,137262,76,54,77,66,63,44,77
1253,196147,76,75,72,71,76,42,75
1259,212023,76,67,77,66,70,39,73
1263,199737,76,80,79,73,77,30,63
1264,138810,76,64,76,75,77,33,56
1265,193338,76,75,74,59,74,24,67
1270,147006,76,68,73,72,80,42,58
1274,215103,76,83,72,68,77,39,62
1275,219455,76,74,73,61,75,39,71
1278,169792,76,77,75,68,76,32,67
1280,215107,76,92,76,65,80,36,61
1283,224069,76,74,75,64,76,21,66
1287,226378,76,68,75,54,71,28,77
1295,201549,76,74,76,59,69,24,73
1299,204366,76,79,75,69,72,36,77
1304,158543,76,71,74,66,73,38,78
1308,186961,76,76,70,56,72,22,78
1317,212823,76,78,76,68,79,29,60
1319,186200,76,77,74,70,76,28,69
1326,188506,76,76,71,67,77,29,70
1332,188770,76,76,76,71,79,39,71
1334,189795,76,76,76,66,73,44,81
1335,206436,76,74,72,73,77,46,62
1339,211302,76,84,73,58,77,24,69
1340,230502,76,76,76,61,73,33,64
1344,178284,76,76,72,73,76,42,63
1345,176237,76,72,75,64,69,35,85
1346,189805,76,55,74,68,66,41,71
1349,197231,76,76,76,55,72,28,73
1352,208498,76,80,71,66,77,35,70
1356,224883,76,74,74,61,66,44,81
1358,207732,76,81,75,61,75,30,72
1359,224116,76,60,75,53,71,31,78
1363,198264,76,81,72,74,78,26,58
1366,177528,76,69,73,58,70,29,70
1370,197756,76,76,74,70,79,37,74
1372,212350,76,79,76,62,75,25,75
1388,220295,76,85,76,66,74,43,70
1399,188045,76,90,69,69,72,34,71
1400,212878,76,66,77,59,70,34,79
1403,212623,76,78,75,67,77,52,67
1404,137361,76,66,71,56,70,26,66
1405,160145,76,76,76,61,73,33,64
1412,222357,76,81,71,67,78,33,77
1414,211862,76,75,77,68,66,53,82
1422,165531,76,90,73,70,75,47,71
1431,152997,76,68,75,67,73,33,70
1445,207791,76,86,66,63,74,37,81
1456,213432,76,72,76,58,72,26,68
1460,211899,76,75,77,60,69,36,80
1465,193983,76,76,77,67,73,26,76
1469,187075,76,72,79,69,74,32,65
1474,190919,76,72,76,69,78,41,62
1484,226766,76,89,64,66,84,28,49
1500,224218,76,89,72,66,78,33,63
1513,212456,76,91,72,70,80,45,71
1514,196073,76,68,76,68,73,30,74
1526,216816,76,78,75,58,75,28,66
1535,187896,76,72,78,73,76,21,60
1537,204538,76,82,77,64,76,29,58
1557,179972,75,41,76,66,67,28,71
1570,189196,75,83,70,69,74,32,78
1571,208141,75,62,70,72,78,62,75
1578,51730,75,69,78,64,75,29,62
1581,193554,75,73,72,58,72,31,72
1601,205855,75,74,73,58,71,26,77
1617,186405,75,72,75,64,74,33,74
1621,173608,75,62,75,64,73,26,67
1622,179752,75,30,79,67,67,26,70
1627,202539,75,82,75,68,72,22,71
1643,171828,75,77,78,71,78,31,68
1658,209723,75,83,71,66,75,52,67
1666,206655,75,79,75,70,80,32,64
1669,180287,75,67,76,65,69,29,76
1678,188484,75,83,72,58,74,29,71
1680,230469,75,70,73,73,75,28,63
1687,190024,75,49,76,51,65,29,78
1696,25420,75,42,77,72,75,32,69
1710,210259,75,59,77,52,68,30,80
1721,201818,75,93,75,62,78,28,57
1722,223066,75,80,75,67,72,37,82
1729,220253,75,81,74,62,80,27,56
1730,183389,75,82,75,71,75,22,75
1732,179551,75,76,74,56,71,36,76
1734,204385,75,72,76,61,70,28,77
1738,230498,75,73,75,59,74,27,62
1744,205670,75,83,76,55,72,25,60
1746,239207,75,66,78,59,65,25,68
1755,230507,75,69,75,68,71,42,76
1764,210031,75,61,74,54,68,32,73
1766,164464,75,73,76,58,70,29,68
1769,196978,75,90,73,63,74,34,76
1770,160114,75,70,73,73,75,28,63
1774,213620,75,82,74,55,72,26,64
1782,192123,75,71,76,57,67,37,80
1785,157310,75,71,71,76,76,53,63
1788,181375,75,62,76,63,69,28,74
1792,193408,75,71,72,66,70,39,80
1794,228737,75,69,77,52,68,26,71
1802,199559,75,59,75,49,67,21,72
1803,211591,75,81,73,57,74,21,71
1807,184457,75,63,74,64,71,37,67
1808,188042,75,69,71,72,74,25,53
1813,160141,75,73,75,59,74,27,62
1821,208017,75,49,78,54,64,37,84
1826,160148,75,69,75,68,71,42,76
1828,113045,75,68,73,57,71,27,77
1829,208022,75,92,74,62,73,28,64
1834,217242,75,83,72,68,78,42,56
1835,176794,75,53,77,74,73,42,74
1836,199835,75,81,73,63,74,26,78
1837,186524,75,68,74,59,69,42,75
1845,192930,75,84,73,62,74,36,69
1846,201379,75,78,68,73,74,28,62
1851,215716,75,59,75,52,67,24,81
1857,192678,75,70,74,59,71,32,75
1860,226215,75,77,72,68,75,43,61
1863,194728,75,66,73,69,73,31,81
1865,169386,75,66,76,61,72,24,68
1866,200875,75,57,74,60,67,32,75
1869,189099,75,83,72,56,75,27,73
1883,232883,75,71,65,74,76,70,65
1889,225719,75,84,75,60,74,22,68
1890,230072,75,65,74,59,68,25,68
1892,202428,75,85,74,59,74,28,73
1894,203965,75,77,71,72,76,35,64
1895,192445,75,67,75,50,68,38,79
1906,138436,75,63,73,70,72,59,82
1914,194761,75,78,69,72,76,59,66
1929,208339,75,77,74,57,71,30,72
1935,184789,75,48,74,60,70,38,78
1936,231638,75,82,73,69,81,34,65
1971,201452,75,82,74,73,77,25,69
1992,5879,75,58,73,60,70,29,64
1996,237303,75,78,76,56,71,26,68
2001,158969,75,70,71,78,76,33,59
2002,173818,75,66,73,67,81,27,63
2004,190716,75,93,71,63,77,39,73
2006,203774,75,83,73,65,76,27,73
2007,224254,75,88,75,70,78,27,56
2014,198145,74,74,71,66,77,27,58
2021,210947,74,73,76,64,72,32,69
2027,198150,74,70,73,61,68,36,68
2030,231943,74,82,70,61,77,25,74
2034,157707,74,74,69,58,72,26,82
2037,220685,74,72,76,62,72,35,72
2039,199439,74,68,76,71,72,40,69
2049,198420,74,92,72,65,76,38,74
2057,189975,74,59,75,60,64,36,79
2062,186905,74,67,73,63,73,42,81
2064,167706,74,68,72,68,69,35,75
2067,189723,74,67,72,62,75,34,68
2069,183068,74,70,72,68,73,44,58
2079,210463,74,89,71,64,81,31,65
2085,137506,74,59,73,71,80,38,59
2086,215330,74,75,70,73,76,33,61
2093,215334,74,63,75,53,70,35,77
2094,215590,74,75,72,62,80,25,64
2096,211239,74,88,74,67,76,27,51
2102,211241,74,86,71,65,76,57,64
2106,221740,74,61,71,62,67,32,81
2115,212273,74,93,71,66,75,31,66
2122,198196,74,48,80,44,62,35,80
2126,193077,74,73,73,52,70,20,67
2127,138806,74,43,74,62,70,24,68
2129,166710,74,57,69,69,74,53,66
2135,51257,74,33,75,68,66,32,69
2142,194876,74,85,70,64,74,42,76
2143,189757,74,73,71,54,69,37,77
2147,207679,74,79,71,70,76,32,56
2153,169281,74,89,71,66,77,28,60
2161,202052,74,80,73,60,71,26,72
2174,199752,74,92,70,61,75,33,80
2179,195912,74,64,74,58,72,34,79
2182,170569,74,81,75,57,69,34,73
2183,178249,74,82,73,70,75,34,68
2186,159818,74,89,70,74,75,34,47
2189,214092,74,73,67,71,74,30,64
2198,182864,74,65,73,65,72,28,73
2201,208977,74,93,72,63,74,36,68
2223,218970,74,81,74,53,74,23,68
2224,225114,74,80,77,64,78,37,65
2231,167516,74,62,66,70,76,42,71
2237,230495,74,55,76,60,66,22,73
2242,189536,74,59,77,65,70,33,67
2245,230497,74,83,72,58,74,33,59
2246,176481,74,72,72,69,71,42,75
2256,230503,74,79,76,57,63,22,69
2257,198504,74,77,75,66,73,37,71
2262,199274,74,72,73,49,71,32,72
2263,207722,74,90,73,68,73,38,78
2281,217201,74,72,74,52,71,31,70
2289,168565,74,75,72,68,75,39,71
2291,192373,74,57,74,61,69,27,76
2297,189303,74,71,75,63,71,39,74
2300,211321,74,90,69,54,73,23,64
2308,192635,74,66,73,75,75,41,66
2313,164478,74,70,73,67,77,40,68
2319,231041,74,88,75,61,72,27,78
2321,202882,74,93,72,54,76,27,70
2328,219525,74,90,65,68,76,26,67
2335,191625,74,57,73,64,73,33,76
2337,160138,74,55,76,60,66,22,73
2340,160140,74,83,72,58,74,33,59
2347,138384,74,51,77,52,61,35,77
2348,160146,74,79,76,57,63,22,69
2350,201363,74,78,70,63,78,30,66
2354,184982,74,62,71,65,69,28,72
2360,204699,74,84,69,66,76,63,69
2361,224411,74,82,75,70,76,36,64
2363,216476,74,91,71,57,74,38,69
2364,165788,74,49,72,62,69,42,79
2366,191388,74,77,68,71,78,30,43
2371,202911,74,79,74,67,74,28,71
2373,233631,74,90,69,63,80,44,68
2376,186272,74,67,69,55,69,29,76
2380,199074,74,68,73,51,64,34,75
2383,209827,74,78,70,56,75,30,71
2387,191910,74,51,75,62,65,46,82
2396,187051,74,65,71,58,66,31,67
2409,176048,74,76,72,60,71,28,78
2415,143283,74,73,71,69,80,47,55
2422,206005,74,64,76,50,62,40,73
2449,143809,74,78,74,69,81,31,67
2451,204226,74,84,73,68,75,43,73
2452,209346,74,76,75,70,72,27,67
2461,212933,74,58,72,59,63,37,84
2465,188616,74,90,72,71,80,22,56
2466,190664,74,68,75,59,64,28,76
2467,205257,74,75,67,70,77,37,69
2470,198347,74,78,74,67,75,33,67
2474,212428,74,74,74,51,70,20,68
2488,187858,74,76,75,72,76,47,71
2489,220883,74,78,74,66,74,35,60
2495,173530,74,88,67,70,78,36,57
2497,202460,74,72,73,56,71,34,67
2500,176348,74,69,71,77,72,36,72
2502,223197,74,70,77,61,73,32,66
2510,122849,74,76,73,62,73,35,71
2516,177126,74,68,72,71,71,38,70
2522,192490,74,87,71,68,74,32,69
2528,152814,74,67,74,64,69,27,68
2547,216820,74,91,71,64,79,30,62
2562,183800,74,80,69,71,79,31,72
2586,229124,73,72,73,51,68,21,67
2591,221445,73,84,73,65,73,31,53
2598,212232,73,86,69,59,71,40,75
2604,192778,73,72,70,67,74,37,77
2611,221452,73,82,72,61,72,27,62
2618,192270,73,76,72,63,72,35,71
2624,197136,73,79,72,56,74,43,62
2627,215568,73,81,72,66,75,23,61
2628,223248,73,81,69,60,72,27,64
2637,208916,73,70,74,61,70,21,74
2639,230420,73,82,69,73,74,49,53
2646,200984,73,70,75,59,68,28,71
2648,215064,73,57,74,59,65,34,78
2663,198175,73,72,71,63,69,28,74
2666,175391,73,82,70,67,74,38,69
2677,157219,73,73,71,69,73,35,55
2682,202276,73,78,73,65,72,25,61
2686,207653,73,82,71,64,76,30,61
2695,187942,73,67,71,50,65,34,81
2698,203304,73,82,71,57,69,41,71
2701,212267,73,86,68,66,76,38,69
2702,215083,73,78,75,56,72,53,71
2703,178475,73,65,73,40,56,24,72
2720,223283,73,59,72,44,65,26,72
2724,230964,73,70,72,64,71,33,66
2748,206141,73,74,71,60,62,27,76
2759,199490,73,76,78,51,67,49,76
2760,150594,73,53,77,50,59,23,65
2761,149571,73,43,79,64,72,29,52
2765,213061,73,77,70,67,74,30,80
2775,184136,73,62,71,57,70,34,73
2784,155979,73,69,75,71,74,28,64
2787,173132,73,80,74,49,68,29,64
2788,219469,73,69,71,49,65,27,69
2797,160080,73,82,69,73,74,49,53
2807,157270,73,58,74,58,64,36,74
2813,214615,73,69,73,55,68,27,69
2817,189272,73,89,72,65,72,31,75
2820,235353,73,93,68,63,76,20,59
2824,223578,73,72,72,57,65,27,76
2830,159581,73,66,72,59,67,32,69
2833,166750,73,53,72,60,62,33,80
2835,46175,73,68,73,69,68,37,79
2837,202848,73,88,66,70,80,17,53
2838,203872,73,89,70,70,78,37,69
2847,229218,73,79,67,66,74,35,55
2857,230501,73,76,76,58,75,28,68
2861,181349,73,76,73,68,72,36,70
2864,211048,73,92,70,57,74,36,60
2865,154472,73,32,76,57,59,37,81
2872,173162,73,75,71,60,74,22,71
2873,214379,73,70,70,52,65,25,76
2885,209519,73,69,70,63,71,32,75
2890,230513,73,74,72,68,73,28,62
2901,179574,73,69,73,59,68,25,68
2902,201335,73,72,72,63,68,29,77
2903,205431,73,68,69,61,68,28,76
2904,230519,73,75,76,59,76,26,62
2914,194171,73,78,73,66,77,36,54
2929,221311,73,80,73,71,72,26,71
2941,213380,73,87,72,55,74,24,68
2945,230277,73,80,65,68,72,34,57
2950,215689,73,57,68,58,69,22,77
2951,172937,73,49,73,59,66,35,74
2955,230283,73,57,75,60,70,43,67
2964,187533,73,79,66,71,73,27,61
2970,190607,73,87,67,70,77,26,71
2971,160144,73,76,76,58,75,28,68
2975,188305,73,66,74,56,65,23,79
2976,193169,73,62,75,68,69,37,67
2992,160152,73,74,72,68,73,28,62
2996,228761,73,73,72,49,69,25,70
3000,160156,73,75,76,59,76,26,62
3003,219806,73,70,68,43,69,24,81
3008,164256,73,75,73,70,72,29,65
3012,189857,73,74,72,66,70,43,65
3013,215202,73,74,70,64,78,29,55
3016,222883,73,79,69,72,74,44,68
3023,190629,73,89,70,66,79,31,45
3025,205478,73,74,70,57,69,27,75
3026,205735,73,84,71,65,79,31,65
3030,178087,73,62,75,67,75,41,49
3038,222634,73,84,68,64,76,29,71
3048,183982,73,71,72,66,72,29,67
3057,200882,73,88,70,58,71,25,77
3059,233138,73,81,72,62,77,29,63
3066,208054,73,81,73,64,75,27,62
3071,188599,73,70,74,63,76,33,63
3074,231352,73,80,70,53,67,25,70
3082,201403,73,69,75,59,74,31,68
3094,214209,73,80,75,61,73,25,66
3098,220355,73,60,71,51,69,26,69
3104,178628,73,80,73,67,80,39,68
3111,189894,73,86,72,64,78,27,57
3115,224967,73,77,72,61,72,39,71
3117,202184,73,89,69,65,75,31,59
3118,223689,73,58,71,50,65,31,80
3122,217802,73,77,67,67,76,39,70
3129,230094,73,68,72,58,69,39,75
3137,218066,73,81,73,59,69,22,68
3140,212947,73,91,68,61,79,29,51
3149,201943,73,70,72,53,66,26,81
3157,226777,73,70,73,46,65,27,74
3158,234457,73,84,69,65,78,23,61
3159,195033,73,93,66,63,73,26,70
3160,199387,73,75,70,69,73,35,74
3161,207835,73,90,71,58,79,33,70
3165,232670,73,72,73,54,68,23,74
3200,202989,73,74,70,62,70,43,74
3205,200433,73,66,71,62,68,33,72
3210,207858,73,76,72,52,69,27,76
3218,137460,73,76,68,72,77,24,46
3226,221430,73,69,75,54,69,29,70
3227,209911,73,85,62,67,75,46,68
3229,159992,73,57,75,60,70,43,67
3232,193528,73,74,71,57,70,29,69
3234,164857,73,60,75,53,66,33,68
3244,215292,73,70,73,62,71,42,70
3248,214781,73,76,72,65,71,38,68
3249,225021,73,79,70,58,73,22,68
3254,190461,73,79,69,62,74,42,84
3256,220671,73,81,71,53,71,26,66
3260,198146,72,60,72,56,63,35,68
3264,160002,72,81,69,58,76,37,50
3265,188674,72,74,70,65,72,53,71
3267,222467,72,83,71,65,75,34,64
3271,160004,72,72,76,61,64,40,62
3273,220165,72,74,70,54,68,23,66
3278,204550,72,92,67,64,73,37,77
3285,210439,72,59,74,53,67,36,71
3290,190471,72,76,71,69,76,28,54
3293,160008,72,69,74,60,71,27,56
3294,34824,72,75,71,67,73,30,65
3295,146953,72,72,77,69,71,35,53
3302,215309,72,72,71,69,73,25,66
3303,223245,72,88,68,66,78,25,58
3304,231949,72,84,69,64,74,39,71
3305,168974,72,55,73,64,66,36,71
3309,143119,72,55,76,57,62,29,80
3314,212240,72,73,70,63,73,25,69
3317,203793,72,71,72,62,73,27,62
3321,225811,72,88,64,63,77,24,52
3323,181780,72,54,74,50,67,32,66
3325,189717,72,77,71,61,72,32,61
3332,208153,72,62,73,51,58,26,78
3337,183833,72,73,70,57,72,30,73
3341,228635,72,74,72,57,70,18,52
3345,190747,72,65,73,54,69,25,62
3347,224540,72,83,69,56,74,34,72
3349,207645,72,91,64,63,76,38,49
3367,194083,72,68,69,59,71,32,69
3372,216102,72,71,70,63,73,32,64
3374,184614,72,67,69,56,57,36,68
3378,189480,72,72,70,66,74,33,73
3380,204841,72,80,68,60,71,31,76
3384,201514,72,84,71,63,72,37,74
3386,220715,72,77,71,55,72,28,62
3389,234028,72,75,72,60,67,31,70
3395,151856,72,79,70,61,70,34,78
3397,184624,72,64,73,53,66,41,68
3411,202547,72,74,71,70,73,29,65
3415,159284,72,74,63,65,79,19,53
3418,193844,72,67,63,72,74,53,60
3422,231478,72,79,70,53,70,29,76
3424,223543,72,79,66,65,76,21,46
3431,211513,72,74,70,69,74,34,63
3435,191547,72,68,72,63,72,29,68
3436,199228,72,60,76,59,64,28,71
3445,226110,72,85,64,59,79,22,53
3452,209473,72,72,72,61,69,34,70
3453,149825,72,60,73,58,65,32,79
3454,231745,72,79,67,55,73,25,75
3459,226626,72,74,70,62,75,23,67
3465,201285,72,73,71,57,69,25,71
3470,165191,72,79,72,51,66,42,78
3471,223816,72,85,72,59,70,42,74
3473,213321,72,63,73,54,67,42,74
3475,45129,72,70,69,50,66,20,64
3476,201290,72,54,72,71,73,26,68
3485,186444,72,61,71,59,66,27,73
3486,139597,72,63,74,58,68,40,72
3504,226385,72,77,65,67,76,28,51
3505,184401,72,64,71,60,74,28,76
3510,176211,72,63,72,52,68,30,76
3525,216408,72,69,71,54,68,29,70
3529,222041,72,73,66,64,78,33,74
3532,202330,72,91,71,65,69,34,63
3533,142938,72,37,75,61,62,28,69
3535,176475,72,53,71,64,71,32,66
3537,212060,72,75,71,64,77,35,65
3548,209504,72,73,76,61,73,27,60
3550,225121,72,72,71,57,71,34,62
3563,158309,72,73,71,68,68,55,70
3569,197480,72,76,70,53,69,23,78
3578,239212,72,84,71,65,73,23,65
3584,188271,72,85,71,69,74,26,64
3593,170353,72,47,73,68,64,51,76
3596,191089,72,66,72,61,66,27,76
3598,220018,72,78,73,66,73,33,72
3599,182130,72,77,70,63,74,37,64
3605,230516,72,37,77,51,61,26,72
3616,164471,72,58,71,51,64,27,80
3623,230521,72,82,63,60,74,25,62
3627,208251,72,75,71,57,72,25,72
3631,187004,72,87,70,57,66,27,80
3635,224126,72,78,69,57,73,31,73
3641,181120,72,67,72,64,67,41,79
3654,230278,72,85,63,71,73,45,49
3666,199563,72,68,69,49,64,22,72
3667,210315,72,69,74,53,67,23,69
3668,212107,72,59,73,48,62,25,74
3682,230289,72,86,70,73,77,36,54
3684,212626,72,71,70,52,69,30,74
3687,230291,72,82,67,62,73,26,64
3688,190356,72,73,72,60,67,34,69
3689,192660,72,72,69,51,65,29,81
3702,192663,72,67,71,47,61,30,82
3703,230296,72,81,69,58,76,37,50
3704,172696,72,72,68,49,65,19,79
3706,202905,72,82,67,59,69,25,77
3714,160154,72,37,77,51,61,26,72
3716,230298,72,72,76,61,64,40,62
3717,184218,72,86,70,61,68,37,68
3729,160158,72,82,63,60,74,25,62
3731,230302,72,69,74,60,71,27,56
3734,215455,72,56,69,65,73,24,76
3738,164769,72,66,71,58,68,30,70
3751,224933,72,85,66,48,71,20,64
3763,209323,72,58,74,52,68,32,73
3765,184747,72,59,71,56,69,42,76
3768,234924,72,77,69,66,75,21,49
3774,217007,72,74,69,64,73,22,73
3777,225713,72,79,70,61,74,20,57
3787,214965,72,78,70,62,71,23,66
3794,205495,72,82,69,59,71,31,74
3796,212408,72,65,70,55,64,29,81
3797,201145,72,67,69,55,70,46,75
3805,191164,72,80,68,67,76,35,68
