,ID,overall,pac,sho,pas,dri,def,phy
2582,188416,73,59,59,73,68,70,73
2588,240900,73,59,22,43,44,73,69
2595,166919,73,60,57,65,64,74,70
2596,187655,73,65,34,54,52,72,74
2603,222986,73,61,58,62,60,73,78
2606,230411,73,74,43,58,57,71,73
2607,232459,73,67,42,51,59,73,77
2613,215565,73,65,25,45,56,72,77
2622,23823,73,39,52,60,61,73,78
2630,188177,73,54,48,52,54,71,76
2631,204050,73,42,38,63,64,75,77
2638,210964,73,65,15,34,50,73,78
2643,234774,73,67,63,68,67,73,73
2657,108061,73,73,65,76,70,72,75
2660,146974,73,62,46,54,52,70,78
2661,184606,73,68,55,62,64,73,72
2662,129566,73,50,37,59,50,71,79
2671,193569,73,62,36,59,61,73,75
2674,227106,73,68,28,57,52,73,75
2678,226851,73,71,43,65,68,74,67
2680,181795,73,72,45,63,66,72,72
2683,210468,73,33,47,57,47,74,74
2684,229668,73,85,39,61,66,72,74
2689,226853,73,83,52,54,70,72,74
2692,137510,73,43,37,57,54,74,71
2705,186156,73,75,48,61,69,72,75
2709,198190,73,78,52,64,69,70,77
2711,176942,73,58,53,66,67,76,73
2712,186158,73,55,27,49,50,72,79
2713,215344,73,68,38,47,57,73,75
2717,212018,73,72,29,45,48,73,81
2718,184626,73,51,31,55,56,73,77
2719,205363,73,59,35,40,48,74,75
2721,205364,73,79,62,69,70,69,74
2733,230199,73,75,49,60,68,73,71
2735,193847,73,53,57,65,55,73,81
2740,160057,73,61,34,47,39,74,76
2750,231485,73,75,34,57,64,73,72
2752,160062,73,38,47,49,49,74,71
2753,230206,73,65,46,58,48,72,71
2755,199745,73,69,50,58,55,71,78
2762,160067,73,73,39,59,56,73,71
2768,191814,73,55,44,49,47,73,80
2771,230215,73,73,49,53,53,74,69
2773,186695,73,53,29,43,45,74,76
2777,198474,73,65,41,57,61,71,77
2779,160074,73,74,43,58,57,71,73
2780,230218,73,51,41,56,52,72,75
2789,162893,73,69,36,42,38,75,75
2791,230222,73,66,58,60,63,71,78
2794,178255,73,58,64,68,67,69,78
2796,158800,73,48,66,70,69,71,75
2803,215892,73,68,40,53,62,72,76
2804,163156,73,64,31,60,60,72,77
2806,200278,73,63,53,64,67,73,80
2809,187478,73,55,38,52,53,75,78
2812,210007,73,55,59,65,65,73,73
2814,230231,73,60,54,58,53,72,78
2815,210520,73,78,45,57,63,73,73
2818,204121,73,56,51,59,62,72,74
2819,159577,73,31,41,49,39,73,79
2822,200538,73,68,39,65,62,73,77
2825,188762,73,54,46,62,61,73,83
2828,192091,73,61,48,56,49,73,78
2829,237404,73,62,52,61,60,72,76
2832,142942,73,58,43,58,52,73,77
2849,215651,73,68,33,53,55,76,76
2850,229476,73,56,43,57,58,73,74
2855,224869,73,70,35,61,62,73,73
2862,175462,73,27,41,44,34,73,77
2869,48745,73,57,53,59,60,73,70
2879,207725,73,38,45,47,47,75,74
2886,212591,73,60,50,52,50,70,81
2897,229749,73,52,30,48,53,76,69
2906,184183,73,54,41,44,37,73,83
2910,215162,73,54,57,51,54,73,75
2924,216701,73,63,36,47,41,72,79
2928,201343,73,56,34,39,33,74,82
2932,177280,73,68,42,53,52,73,74
2934,205185,73,75,38,50,61,74,71
2938,204163,73,75,41,48,59,69,81
2942,167812,73,68,38,54,60,74,70
2943,168580,73,62,38,49,57,74,69
2948,205193,73,67,39,52,59,71,76
2953,209547,73,45,34,48,52,73,78
2954,219787,73,71,42,57,52,73,75
2962,172685,73,67,39,64,61,72,76
2963,186253,73,63,53,57,56,73,77
2965,189581,73,66,61,68,63,72,72
2984,208534,73,53,43,42,53,73,75
2989,215703,73,58,44,56,64,73,74
2997,193945,73,71,59,66,70,70,79
2999,3484,73,33,33,56,53,75,65
3002,205469,73,71,30,49,37,75,77
3004,200607,73,65,32,57,51,74,73
3009,44960,73,38,32,60,53,72,78
3021,232869,73,81,33,50,51,73,76
3032,202408,73,49,43,40,40,73,81
3037,221354,73,55,28,54,57,74,70
3049,209839,73,70,59,64,62,71,79
3052,209840,73,72,35,49,55,71,77
3053,102064,73,52,41,45,51,74,74
3055,220337,73,61,43,54,58,73,77
3058,144306,73,50,38,42,47,73,76
3060,198579,73,56,33,57,55,71,80
3061,51123,73,34,60,74,71,70,71
3068,143799,73,31,32,44,49,76,74
3069,216247,73,70,59,69,68,72,74
3075,186296,73,44,52,67,64,73,72
3078,213433,73,66,30,52,47,72,78
3080,159929,73,75,49,60,68,73,71
3087,219581,73,65,28,60,58,72,77
3088,159933,73,65,46,58,48,72,71
3095,194753,73,57,59,71,68,72,71
3097,207555,73,48,33,44,50,75,78
3103,159940,73,73,49,53,53,74,69
3105,17605,73,33,59,65,58,74,74
3106,206022,73,56,48,57,58,71,79
3109,159942,73,51,41,56,52,72,75
3110,169158,73,57,36,63,57,73,71
3123,159946,73,66,58,60,63,71,78
3134,159953,73,60,54,58,53,72,78
3148,215254,73,37,31,40,46,74,74
3153,210648,73,45,20,41,47,74,76
3168,194015,73,64,58,53,56,72,79
3171,193504,73,71,32,54,60,73,77
3172,203745,73,61,17,47,52,72,79
3175,223457,73,65,29,58,54,74,72
3177,180706,73,56,37,54,54,74,73
3179,153060,73,49,39,58,49,72,75
3181,187620,73,35,31,47,46,74,77
3182,200677,73,63,36,40,60,75,76
3183,183781,73,50,45,62,59,73,78
3184,184037,73,58,44,61,62,74,76
3186,187878,73,72,56,72,70,70,70
3187,193510,73,44,26,50,40,74,79
3188,240359,73,69,60,63,69,72,76
3193,203241,73,42,31,45,49,71,81
3199,169708,73,66,52,66,64,71,76
3203,164079,73,32,65,64,59,73,74
3214,189938,73,61,55,67,56,72,73
3216,230387,73,61,34,47,39,74,76
3217,183795,73,50,22,47,44,72,75
3235,230393,73,38,47,49,49,74,71
3236,169721,73,71,46,58,62,69,75
3239,217082,73,57,30,44,46,71,79
3246,178684,73,32,50,63,55,72,76
3257,230399,73,73,39,59,56,73,71
3259,220673,72,62,57,68,75,66,78
3279,210182,72,70,36,52,48,71,78
3286,212231,72,59,31,48,55,69,78
3287,230407,72,61,46,56,55,71,72
3291,207624,72,71,32,49,57,70,79
3316,230672,72,64,34,48,51,71,74
3318,215569,72,70,41,59,54,71,77
3329,187415,72,43,53,62,52,75,70
3333,164633,72,52,62,61,61,71,74
3335,240409,72,65,33,51,55,73,71
3353,220702,72,71,43,62,66,72,70
3356,194334,72,64,37,52,60,73,72
3357,219167,72,59,61,63,67,70,78
3362,189472,72,60,36,49,44,70,85
3363,205857,72,63,40,45,51,74,73
3366,53027,72,39,46,55,48,71,70
3368,223524,72,52,33,40,51,72,74
3376,199464,72,69,38,56,63,71,78
3379,193064,72,61,40,47,48,72,83
