,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
305,216354,81,40,80,80,70,82,69,79,78,86,68,71,53,84,78,69,79,81,77,82,69,76,68,78,73,21,84,66,84,77,20,20,26
307,216201,81,40,80,60,78,78,67,79,64,82,49,53,66,81,92,94,78,78,43,85,84,77,84,76,66,21,76,75,64,71,28,38,31
311,211368,81,40,80,80,76,70,52,74,60,86,75,69,70,83,94,92,93,79,90,81,78,79,57,67,64,38,75,69,71,73,21,39,28
312,210935,81,40,60,60,76,77,62,75,78,84,72,76,75,86,85,85,87,75,73,83,66,80,65,83,80,26,81,77,80,74,22,30,30
314,209889,81,60,80,60,85,72,61,83,76,83,84,82,74,83,83,72,88,81,86,81,64,77,54,83,69,85,76,79,44,75,74,70,77
322,202371,81,40,60,80,81,72,72,79,79,81,69,56,74,80,72,80,63,79,49,77,72,92,85,76,73,74,78,71,65,78,80,82,79
323,201995,81,60,80,80,79,71,44,78,68,87,71,69,74,86,94,91,90,74,88,84,44,78,53,84,67,69,70,78,53,82,38,60,58
324,201400,81,40,80,80,72,74,55,86,76,87,75,61,75,84,74,74,80,76,81,79,73,73,66,82,44,68,77,80,67,76,47,74,66
329,199354,81,40,80,80,74,83,68,77,78,81,83,78,70,82,80,81,74,81,75,83,65,73,73,82,67,38,80,76,79,76,24,24,26
330,199189,81,40,60,100,65,69,65,84,61,85,68,70,78,87,77,77,70,77,58,80,63,74,82,79,73,45,71,81,65,80,56,58,52
331,198951,81,40,60,80,74,81,71,75,78,80,68,54,66,82,86,88,80,81,69,84,78,72,79,68,62,39,82,73,72,73,30,29,21
332,198717,81,40,80,60,79,74,43,72,59,88,54,51,65,86,89,90,89,73,79,75,50,78,73,62,68,23,74,74,66,76,36,32,34
339,193738,81,40,80,80,79,75,67,79,69,86,78,78,79,83,77,73,87,79,77,78,74,79,63,81,75,66,73,79,80,72,49,54,52
340,193525,81,40,40,60,76,58,73,78,52,77,66,39,74,76,79,88,79,80,55,72,83,81,75,62,77,77,76,69,53,76,82,81,84
342,193165,81,60,80,100,73,76,67,76,75,91,85,67,68,84,87,79,90,82,87,66,72,74,39,66,45,45,80,77,68,85,29,40,31
344,192638,81,40,60,60,81,64,70,79,52,78,80,84,73,79,74,79,68,82,58,81,70,90,79,75,72,76,73,68,64,75,77,80,78
351,189251,81,40,60,60,73,63,59,84,66,78,82,79,81,84,74,68,79,84,73,71,65,79,65,72,58,84,72,80,71,81,72,73,74
352,188988,81,40,80,80,74,70,56,80,61,87,75,76,78,86,85,80,88,73,88,75,76,78,45,73,47,23,72,79,73,75,20,32,25
359,183900,81,60,80,100,79,66,57,82,60,86,72,64,69,87,84,78,80,80,79,73,64,75,54,75,51,36,78,84,90,81,24,31,22
368,177326,81,60,80,60,79,74,50,81,76,83,82,77,77,82,81,79,87,77,93,74,60,73,34,77,52,34,76,77,68,64,21,26,34
371,172175,81,40,80,80,81,77,64,80,76,84,77,76,77,85,82,84,82,76,73,77,73,76,62,76,58,35,80,67,78,74,40,52,51
394,214997,80,20,80,80,64,82,65,68,79,87,82,65,56,85,85,79,87,82,83,80,52,67,62,83,41,45,79,69,55,71,46,51,44
398,212194,80,40,80,80,74,74,42,81,66,87,69,52,68,83,79,83,81,78,75,77,63,68,65,73,42,29,77,83,54,59,25,20,24
402,210617,80,40,80,40,82,69,43,79,58,83,75,72,76,81,86,86,84,79,78,69,63,57,41,59,48,52,81,80,59,70,22,43,25
404,210243,80,60,60,80,80,60,64,80,53,83,76,42,78,78,89,88,84,80,78,67,76,82,62,62,75,79,78,75,53,81,78,80,75
409,208093,80,20,40,80,61,81,78,75,76,76,71,56,56,79,80,83,71,81,69,77,72,69,71,74,41,40,82,58,73,70,42,41,41
410,207993,80,40,40,40,74,42,73,68,31,63,43,25,49,69,73,82,52,78,55,82,76,85,91,52,91,71,62,56,44,70,78,83,84
413,206467,80,40,60,60,76,81,73,76,81,77,78,74,70,77,80,83,78,73,78,83,74,82,79,80,59,37,80,77,65,75,40,38,30
415,206273,80,40,80,80,74,73,55,80,69,82,75,70,72,82,85,90,83,77,78,75,59,73,66,73,70,63,76,77,60,76,38,45,42
416,205976,80,40,60,60,69,79,78,77,77,80,70,59,55,81,77,80,78,81,67,77,70,66,72,75,38,28,83,69,65,71,17,24,19
418,205192,80,40,60,60,77,75,44,84,68,84,82,72,79,85,80,79,83,82,76,76,58,73,55,74,47,62,77,81,63,70,40,59,42
424,203486,80,40,80,60,85,79,38,79,80,86,82,79,71,82,85,77,91,80,81,78,64,77,59,78,62,39,80,81,76,78,28,45,35
429,200610,80,40,60,60,78,80,67,81,76,79,79,76,67,81,78,77,73,81,84,85,77,88,82,81,75,44,80,81,72,80,17,50,33
432,199434,80,40,80,40,79,65,63,81,73,83,83,76,77,85,70,70,81,78,80,69,64,69,62,66,56,31,73,84,75,77,40,34,26
434,198950,80,40,80,80,81,73,61,82,53,86,80,73,74,82,74,77,81,74,81,77,45,62,58,75,32,25,75,81,61,70,26,27,28
435,198784,80,40,80,80,75,68,39,78,58,85,67,53,73,82,87,88,84,74,88,75,66,76,70,74,66,51,74,72,69,73,52,57,54
444,193361,80,40,60,80,77,76,65,83,75,81,79,56,78,82,77,77,83,75,72,82,65,79,69,78,77,69,74,84,62,75,48,71,67
445,193130,80,60,60,80,76,80,63,77,82,81,80,68,59,79,84,83,77,80,76,86,72,80,66,83,66,44,80,76,83,75,23,40,42
450,192492,80,40,80,80,78,75,69,77,61,85,81,79,68,83,82,78,85,80,66,64,69,60,42,80,54,31,75,77,75,75,18,37,25
451,192086,80,40,60,60,68,80,74,75,71,81,74,69,66,80,85,84,84,77,75,77,74,86,66,73,67,35,84,71,67,82,43,42,44
453,190972,80,40,80,80,78,76,67,74,71,78,75,64,70,80,88,86,86,77,84,74,87,83,63,74,67,52,81,73,60,78,40,38,33
455,190813,80,60,100,40,70,75,51,74,77,84,80,63,57,86,86,87,85,72,82,74,60,70,54,74,54,36,76,73,72,74,25,30,25
456,190717,80,40,80,80,73,74,88,73,69,83,66,60,67,78,82,87,86,76,76,76,84,78,86,72,75,40,77,65,73,70,44,56,53
457,190264,80,60,80,60,78,75,53,80,69,84,80,75,72,85,80,79,85,78,86,62,36,77,53,75,48,26,80,78,77,78,35,36,32
461,188802,80,40,40,40,79,37,73,74,47,63,74,72,66,71,75,84,66,78,63,74,74,86,75,60,81,78,54,52,46,72,79,82,81
472,183909,80,40,80,40,80,66,44,76,75,86,84,74,74,78,92,85,94,80,93,80,72,74,47,78,53,41,76,76,56,79,32,43,40
474,178416,80,40,80,80,82,75,63,79,85,83,71,68,63,81,87,90,75,80,81,80,73,76,76,75,53,23,71,77,67,76,22,39,32
475,178311,80,60,60,80,72,81,60,76,76,83,80,78,58,85,86,84,81,78,80,80,50,74,60,78,60,24,85,78,78,78,18,20,26
481,176376,80,40,100,80,68,81,34,76,77,85,82,59,71,85,79,76,87,82,81,81,32,86,70,80,80,55,83,73,79,83,55,62,24
483,175379,80,40,60,60,90,74,36,80,68,84,87,84,82,85,64,69,68,71,73,82,45,68,63,79,55,43,74,82,71,71,34,46,36
484,173909,80,60,80,80,75,75,74,80,83,79,81,71,77,83,73,73,77,73,68,84,79,67,82,77,82,67,77,76,67,80,59,71,72
488,173221,80,60,60,80,85,74,55,77,75,82,74,71,70,84,77,78,74,78,76,87,35,86,70,85,66,59,79,74,83,73,54,58,50
491,170370,80,20,60,80,83,62,57,84,73,80,80,76,78,85,68,65,74,78,81,72,69,77,65,74,59,65,80,83,59,65,52,63,55
492,170368,80,40,80,40,76,73,71,82,77,85,83,79,72,82,78,74,77,77,70,80,64,77,59,82,74,43,77,80,75,75,37,47,39
494,169195,80,40,80,80,79,65,57,81,77,85,80,75,81,84,66,67,66,83,66,81,49,71,78,81,53,70,75,81,68,68,67,68,59
497,167514,80,40,40,60,78,58,72,76,64,76,72,66,74,78,77,76,70,78,68,80,70,82,74,76,76,82,66,56,55,78,78,82,80
500,164859,80,60,60,60,74,77,58,74,72,81,76,74,65,78,92,91,83,77,79,76,66,73,62,69,65,35,80,72,74,78,33,39,36
505,158232,80,60,80,60,69,83,76,78,78,87,72,62,68,85,69,67,77,82,78,76,76,67,68,67,35,32,83,75,86,79,22,33,27
508,150516,80,60,60,60,75,82,65,77,89,78,80,75,64,78,79,77,69,76,72,92,71,68,78,81,70,36,79,78,83,79,33,39,39
525,230142,79,20,60,60,81,75,44,79,64,81,63,55,73,82,71,75,72,81,69,73,58,67,59,77,40,29,80,78,47,69,35,32,30
529,224334,79,40,80,60,86,67,55,76,68,79,87,78,71,79,85,84,84,75,84,78,69,87,71,83,74,63,72,78,43,82,53,58,54
534,216150,79,40,40,40,79,60,68,72,68,76,72,59,66,73,78,85,75,75,77,74,69,90,71,72,75,75,71,64,59,72,75,77,79
536,215259,79,20,80,100,81,75,46,75,71,82,81,78,71,77,90,82,78,69,68,71,57,80,58,74,44,33,75,77,60,71,46,41,55
538,213345,79,40,80,60,77,75,52,74,77,84,84,70,62,79,93,92,87,76,84,76,73,74,58,73,36,23,75,69,70,73,11,15,15
544,212150,79,40,80,80,74,68,37,81,60,84,74,66,72,82,79,67,91,78,90,45,59,78,37,61,61,41,74,81,60,78,32,36,27
545,211688,79,40,40,60,81,56,60,78,59,77,80,49,75,76,83,89,80,78,82,58,75,77,61,59,74,76,72,70,52,70,77,76,79
546,211381,79,40,100,80,70,72,35,76,70,87,71,69,66,86,83,81,90,70,85,71,33,67,31,69,47,19,76,77,69,69,44,40,32
550,210514,79,40,60,60,80,59,64,78,55,82,81,69,73,79,93,91,78,78,74,80,73,81,66,66,69,69,80,66,46,69,74,78,76
553,208128,79,60,60,80,78,74,53,82,77,78,92,93,78,80,71,67,76,79,76,87,46,66,52,88,57,44,77,77,71,72,32,42,45
554,207948,79,40,80,20,68,68,59,73,75,85,76,73,69,86,85,90,86,80,72,73,75,71,66,67,62,43,76,73,66,75,30,34,31
557,206113,79,40,80,60,72,74,46,76,80,86,59,62,66,79,92,88,85,76,88,82,64,68,68,74,63,38,75,68,69,71,41,46,45
560,205678,79,40,60,80,76,80,45,75,73,81,70,56,62,79,90,89,92,80,88,79,69,76,53,77,47,49,80,69,75,77,28,32,43
561,205525,79,40,80,80,77,71,59,76,68,81,73,69,68,84,94,84,92,80,96,73,61,68,34,65,41,42,76,77,57,71,39,39,25
564,205069,79,40,60,60,82,57,53,79,59,84,76,51,64,83,84,74,86,80,88,63,73,77,57,62,71,75,74,70,53,70,78,81,79
572,202556,79,60,80,40,67,72,55,73,69,84,85,88,63,80,89,87,82,79,83,88,74,78,82,80,62,31,75,73,70,76,24,31,20
575,201858,79,40,60,60,68,80,65,75,73,84,76,69,65,80,84,82,87,74,87,83,66,72,65,82,68,38,78,79,66,76,15,44,33
576,201533,79,40,80,80,77,72,43,75,74,84,77,73,67,83,88,90,85,76,75,79,49,72,74,76,75,28,75,71,70,63,22,25,15
584,200641,79,40,80,80,78,76,49,75,67,83,83,80,74,81,86,86,81,76,78,77,66,66,58,78,48,37,75,73,75,74,21,28,27
588,199952,79,40,60,60,77,75,65,79,70,80,75,79,78,82,76,71,86,76,90,72,42,66,38,79,52,45,75,78,72,71,35,44,43
592,199561,79,60,80,60,77,79,45,76,65,78,82,80,67,80,74,70,83,84,81,74,63,72,62,81,73,58,82,79,74,82,30,39,25
595,198077,79,40,60,60,78,75,54,77,74,82,74,60,64,79,86,87,85,79,81,77,69,64,56,74,58,29,80,76,63,72,27,26,77
599,194174,79,40,60,80,83,69,34,77,70,83,73,69,76,80,80,78,78,79,77,67,66,65,67,72,54,59,73,81,66,70,24,53,43
600,193887,79,20,60,80,79,70,54,76,64,81,62,62,65,82,83,81,76,78,68,88,77,68,69,78,85,43,81,72,48,82,21,24,14
601,193171,79,20,60,60,79,53,66,78,38,69,67,59,65,78,83,84,80,72,82,75,83,83,62,62,81,78,66,57,56,69,76,77,78
602,192679,79,20,60,40,81,42,68,76,47,67,72,69,77,76,72,78,75,74,77,81,73,81,69,63,75,81,61,56,66,69,75,76,81
603,192565,79,40,80,80,76,75,40,80,69,82,75,69,74,82,78,75,83,74,81,64,63,81,52,68,48,46,76,80,81,81,33,29,21
607,190544,79,40,80,80,72,72,48,78,74,87,80,83,71,86,82,79,81,75,79,76,63,69,65,78,44,32,75,78,75,75,23,35,35
608,190286,79,40,60,60,74,75,38,86,63,80,81,78,73,82,65,62,70,63,69,61,30,39,56,76,55,46,72,83,66,69,14,23,16
612,189575,79,40,80,60,74,73,43,75,63,84,78,69,65,83,85,78,87,81,94,61,73,50,44,72,66,45,80,74,61,77,33,55,34
622,186307,79,40,80,80,74,77,61,80,77,81,78,78,75,81,76,69,88,75,86,81,71,75,66,80,64,34,75,77,75,76,20,44,39
626,184949,79,20,60,60,83,54,66,76,58,71,82,56,73,82,86,79,74,77,73,84,70,86,69,68,76,74,74,69,61,70,69,75,81
627,184881,79,40,80,60,78,68,60,73,68,84,57,68,67,82,83,88,86,78,76,79,71,72,58,71,53,31,77,75,62,63,25,32,31
630,183899,79,40,80,40,79,76,71,78,72,81,81,58,70,80,88,83,85,75,91,63,76,63,50,70,55,51,80,77,59,68,36,35,38
634,183108,79,40,80,40,80,74,68,78,73,83,77,68,67,79,83,80,88,74,76,81,56,69,77,72,67,54,73,78,77,69,47,65,55
641,177159,79,40,60,80,79,70,60,79,66,79,72,57,72,77,84,89,76,80,74,69,69,80,64,59,74,65,78,74,53,72,70,75,73
645,176571,79,60,60,60,77,73,76,77,65,78,74,57,71,79,76,75,86,75,81,75,88,86,71,75,78,52,79,75,71,74,49,60,57
649,173474,79,40,60,80,85,68,58,79,82,80,88,82,79,80,77,78,86,76,91,78,66,93,65,81,76,75,73,75,70,78,68,66,63
651,172962,79,40,80,80,75,70,69,73,63,84,75,61,70,80,84,83,80,76,83,75,66,87,80,68,45,72,76,71,71,75,68,72,70
652,172316,79,40,40,80,80,62,83,76,43,72,70,36,66,79,75,75,68,82,70,70,74,78,69,60,74,77,62,60,74,63,76,81,79
657,170733,79,60,60,60,75,72,63,71,70,83,69,43,67,78,91,92,88,75,76,69,65,90,55,61,51,39,80,74,63,71,13,29,15
667,159240,79,40,60,80,82,76,50,80,53,77,77,83,81,78,69,66,76,85,78,81,57,67,66,68,67,75,82,86,76,73,54,73,61
668,159171,79,40,80,80,80,77,47,82,69,83,80,78,79,81,72,69,80,81,72,76,62,62,56,75,46,40,79,80,66,68,19,26,27
675,147621,79,40,60,60,80,74,59,80,61,74,86,79,69,78,81,80,78,78,73,73,64,82,68,75,73,42,77,80,81,74,52,52,47
676,146482,79,40,60,60,88,74,75,85,61,77,81,76,83,82,45,51,52,85,51,73,39,55,61,81,57,63,77,84,84,78,15,57,42
689,45186,79,40,60,60,84,74,56,80,68,85,86,77,81,83,71,65,71,71,75,74,37,55,60,76,53,35,77,81,75,80,29,41,39
