,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
168,184826,83,60,60,80,78,71,61,83,75,82,79,75,84,85,64,65,73,77,67,83,56,89,62,80,79,84,75,85,85,82,80,78,73
172,180819,83,60,80,100,74,79,67,86,72,85,77,66,77,86,74,72,83,78,76,72,73,90,67,72,74,68,77,83,70,80,60,67,62
174,178562,83,60,80,80,80,65,45,88,65,83,83,81,85,85,71,67,84,78,86,74,58,66,67,77,69,70,75,85,67,82,57,69,61
178,177358,83,40,40,60,65,61,71,86,56,74,68,61,80,84,67,68,73,81,71,71,70,89,77,56,83,84,65,73,56,83,76,82,80
184,162240,83,60,80,40,65,66,69,86,73,87,65,55,80,86,75,77,82,80,74,85,77,77,92,72,74,80,71,79,67,89,70,80,71
185,161956,83,60,80,80,78,67,60,89,70,86,78,76,86,88,73,67,80,84,82,72,67,74,66,70,52,70,76,86,72,80,58,66,62
187,158963,83,60,60,80,74,50,54,86,78,77,71,76,84,85,70,68,76,82,78,77,62,82,70,75,83,84,55,80,72,80,70,80,78
189,146562,83,60,80,100,85,75,58,86,72,85,86,78,83,87,68,63,79,82,91,77,70,68,59,78,64,65,79,86,80,88,58,64,52
196,20289,83,80,60,80,67,82,72,84,68,78,82,86,81,82,61,64,58,82,56,86,63,73,92,80,78,60,80,85,89,83,68,77,74
200,219809,82,40,40,60,54,39,72,80,36,78,49,37,78,80,75,72,66,78,62,72,78,86,82,51,85,81,60,75,45,74,80,84,82
201,219683,82,40,60,60,67,75,82,85,62,77,66,73,82,80,79,69,77,82,73,82,89,86,81,78,81,76,79,79,70,74,72,78,71
203,216451,82,40,40,80,72,69,60,87,47,79,77,81,84,84,84,77,83,77,86,78,76,79,72,76,73,74,77,84,67,83,73,75,69
208,211575,82,60,60,80,61,68,69,84,63,81,82,68,83,80,71,66,67,79,64,80,58,78,85,73,81,76,77,83,55,78,65,77,64
212,208421,82,60,60,80,69,71,83,85,30,82,63,60,80,84,72,73,76,82,68,74,79,80,76,70,66,78,79,79,54,80,69,82,77
215,207471,82,40,60,60,73,75,68,85,81,86,82,68,76,88,62,66,73,81,48,76,49,72,79,83,80,54,74,85,67,83,33,40,37
216,207410,82,60,80,80,73,62,42,87,76,88,78,68,82,87,85,77,76,68,79,79,63,83,65,75,71,70,69,88,59,72,52,69,63
218,206545,82,40,80,80,69,71,76,86,63,81,78,69,82,84,73,73,78,81,71,81,83,79,63,80,68,69,77,83,65,73,53,73,58
223,204277,82,40,40,60,67,67,32,89,34,72,46,48,80,82,76,78,77,79,89,63,77,92,69,54,92,81,67,75,42,79,72,79,80
224,203551,82,60,60,60,77,76,70,82,87,79,73,79,75,84,86,84,87,79,84,82,74,90,68,82,79,77,82,75,76,79,73,79,78
225,203483,82,40,40,60,63,82,74,83,82,72,62,44,75,81,73,73,67,84,64,78,74,92,74,78,76,68,84,78,75,80,59,74,62
230,202335,82,40,40,60,67,52,83,76,52,66,54,77,77,70,70,74,56,76,40,83,77,80,87,72,90,80,53,66,70,77,79,82,83
235,199503,82,60,60,40,66,49,62,85,50,70,68,70,86,80,48,51,53,83,61,88,39,78,76,83,92,77,77,82,59,74,71,73,68
236,198164,82,40,60,80,75,78,41,85,57,88,80,76,76,83,86,76,89,79,84,70,69,78,67,79,56,69,79,87,74,80,29,67,58
237,197965,82,60,80,80,77,77,45,82,77,82,83,76,81,82,83,76,87,82,84,74,67,90,59,78,68,68,85,86,76,85,62,64,52
247,189560,82,40,40,80,53,72,81,81,66,67,66,70,82,80,49,51,54,75,36,85,74,79,88,64,78,85,82,74,72,73,85,84,75
248,188942,82,40,40,60,63,63,73,78,60,74,62,57,70,76,60,68,71,84,66,79,81,88,93,63,90,84,65,67,65,76,79,86,79
253,186561,82,60,60,60,75,72,58,84,79,81,70,70,80,82,67,68,76,81,75,81,67,89,69,74,73,69,82,80,75,81,60,70,67
258,183711,82,40,60,60,81,67,65,85,72,74,80,74,83,80,73,71,73,79,71,75,81,93,76,71,80,79,76,82,64,78,73,80,76
261,183376,82,40,40,60,50,49,73,78,53,68,43,57,74,71,52,54,56,78,56,73,73,88,83,62,91,87,50,63,56,75,79,84,77
264,181291,82,60,60,60,67,74,72,83,73,85,76,70,74,84,79,82,82,82,80,78,82,87,71,71,64,70,82,78,74,79,60,69,64
269,177600,82,40,40,60,81,69,47,85,61,73,83,84,86,80,65,52,71,80,74,87,59,79,70,81,79,70,78,84,69,73,59,76,65
270,177457,82,60,40,60,69,59,78,79,57,72,49,47,74,75,66,69,65,82,63,74,77,86,76,71,78,87,69,76,52,83,76,85,82
271,177413,82,60,80,60,69,71,77,83,67,83,69,68,78,85,67,74,82,81,60,78,72,85,79,74,78,80,75,78,81,86,69,73,71
280,167431,82,40,60,80,82,69,52,84,65,80,80,74,83,82,73,69,83,84,83,77,73,78,65,78,64,78,76,83,58,83,72,70,81
281,165239,82,60,80,100,79,76,42,84,72,83,77,79,76,85,78,78,85,77,90,74,50,75,63,80,33,37,79,81,77,82,35,37,44
285,162347,82,60,60,80,77,74,70,84,76,81,82,79,82,82,73,65,79,75,84,76,79,84,64,80,74,72,73,80,70,86,68,72,68
292,143745,82,60,80,80,82,71,70,83,80,85,81,64,80,86,75,68,82,80,76,73,78,69,70,76,80,61,81,83,73,83,54,63,65
293,135507,82,60,60,80,68,69,55,82,74,77,70,71,79,78,73,73,77,82,79,83,72,80,75,78,86,85,68,75,61,73,72,83,77
302,222028,81,60,40,60,58,47,63,89,55,73,58,46,83,81,74,67,77,84,65,54,64,82,63,52,64,86,56,79,50,80,67,82,76
306,216352,81,40,60,80,72,69,62,83,65,81,79,74,81,84,72,74,74,77,74,78,68,83,62,79,68,72,76,81,69,78,64,72,70
310,212622,81,40,60,80,88,66,69,85,61,77,81,61,80,83,76,65,83,83,83,75,79,85,65,67,74,79,76,79,44,78,77,78,79
313,210008,81,40,40,60,69,66,75,84,69,79,67,57,81,82,72,68,75,76,50,80,72,80,78,79,74,77,74,81,68,81,66,77,69
314,209889,81,60,80,60,85,72,61,83,76,83,84,82,74,83,83,72,88,81,86,81,64,77,54,83,69,85,76,79,44,75,74,70,77
316,208670,81,40,80,40,86,70,53,86,77,79,90,83,82,80,74,77,77,82,60,80,42,77,59,75,66,66,75,88,74,78,44,54,36
318,205498,81,40,60,60,70,57,56,85,71,77,75,76,84,84,74,75,82,81,73,71,61,83,58,62,78,78,72,83,84,75,63,75,70
324,201400,81,40,80,80,72,74,55,86,76,87,75,61,75,84,74,74,80,76,81,79,73,73,66,82,44,68,77,80,67,76,47,74,66
327,199564,81,60,60,60,81,64,62,85,46,74,70,61,77,80,76,78,69,78,74,65,52,78,75,66,64,81,69,80,57,72,80,82,81
330,199189,81,40,60,100,65,69,65,84,61,85,68,70,78,87,77,77,70,77,58,80,63,74,82,79,73,45,71,81,65,80,56,58,52
337,195365,81,40,80,80,64,65,34,84,58,84,76,64,78,82,86,75,91,82,81,70,67,88,47,72,64,74,76,82,64,83,45,68,56
345,192318,81,80,80,80,77,74,49,85,87,88,80,73,79,90,71,66,86,84,85,68,62,60,68,66,48,66,82,82,65,85,16,43,23
347,190584,81,40,60,60,65,64,51,82,58,79,78,68,81,81,65,55,70,81,73,69,48,78,66,69,77,82,79,78,50,71,76,82,79
350,189461,81,60,60,40,73,64,58,84,64,82,80,72,80,84,73,69,80,80,85,75,67,77,66,73,82,61,80,83,65,80,61,63,65
351,189251,81,40,60,60,73,63,59,84,66,78,82,79,81,84,74,68,79,84,73,71,65,79,65,72,58,84,72,80,71,81,72,73,74
355,188005,81,40,40,60,50,58,83,81,52,64,62,59,74,75,64,59,71,84,63,76,85,84,78,54,86,85,66,79,48,76,75,82,74
356,187961,81,60,60,60,64,72,80,81,75,77,66,72,76,81,76,76,70,81,64,79,88,92,69,76,69,78,75,75,71,79,77,78,73
360,183498,81,40,60,80,70,70,75,80,76,75,67,55,83,79,68,74,67,82,71,87,77,88,78,86,80,80,82,78,45,78,71,80,82
372,171897,81,60,60,40,73,58,55,84,69,80,70,71,83,84,76,76,82,81,88,74,74,84,57,65,72,70,67,83,70,76,60,72,72
380,146954,81,60,40,60,67,67,51,84,64,74,86,75,83,79,62,65,74,80,73,81,60,76,69,76,82,82,72,79,83,83,76,79,74
383,121944,81,80,60,60,76,69,78,82,82,71,82,78,84,80,40,39,66,83,63,82,80,64,77,80,80,80,75,84,77,88,68,74,75
391,223848,80,40,60,80,56,69,86,79,68,81,72,66,77,84,68,73,66,77,59,83,85,85,86,72,73,78,79,77,38,76,67,73,69
392,216393,80,40,60,100,76,73,57,80,78,76,84,74,81,81,52,53,67,76,76,88,65,73,71,88,70,72,74,83,76,81,64,72,69
395,213296,80,40,80,60,65,62,51,86,67,84,69,62,76,81,66,68,76,78,72,84,54,77,71,80,74,78,68,82,78,80,70,73,60
399,211748,80,40,80,80,72,72,46,82,59,82,82,80,79,84,67,68,78,81,77,75,72,75,69,75,69,57,78,81,68,75,46,59,53
401,210896,80,40,60,80,79,75,69,82,70,81,75,70,80,80,77,75,83,79,69,79,75,79,76,72,76,80,74,80,68,77,73,72,76
403,210406,80,60,80,100,77,64,52,81,70,84,80,65,77,84,82,83,77,76,76,76,54,75,54,75,56,70,75,82,51,74,48,72,71
406,209297,80,20,60,80,67,71,55,85,64,79,70,59,77,84,80,84,84,82,87,69,84,88,45,74,73,69,69,76,65,79,75,75,69
408,208333,80,40,60,80,70,60,70,81,61,76,68,65,80,80,69,73,73,77,71,79,76,85,84,72,83,79,73,79,60,74,78,80,79
411,207439,80,40,80,80,74,55,60,84,73,78,79,78,81,83,75,69,77,74,77,82,61,79,69,80,79,72,76,82,57,74,65,75,73
418,205192,80,40,60,60,77,75,44,84,68,84,82,72,79,85,80,79,83,82,76,76,58,73,55,74,47,62,77,81,63,70,40,59,42
430,199914,80,40,60,60,70,62,59,80,56,77,65,49,76,78,78,76,79,84,82,70,69,94,74,62,85,86,78,79,53,77,76,84,80
431,199827,80,40,80,60,54,69,53,82,69,81,75,69,80,80,72,70,72,82,52,75,69,73,80,74,87,74,80,81,62,67,56,68,70
434,198950,80,40,80,80,81,73,61,82,53,86,80,73,74,82,74,77,81,74,81,77,45,62,58,75,32,25,75,81,61,70,26,27,28
436,198118,80,40,40,60,52,49,78,77,49,67,42,53,75,73,66,73,54,79,50,78,76,77,82,66,83,83,63,65,50,74,76,84,86
437,196934,80,40,80,80,77,68,50,86,72,79,83,77,81,81,76,75,88,74,83,80,71,80,62,79,73,66,74,86,78,82,54,65,55
443,193886,80,40,60,60,75,79,58,80,73,81,78,75,75,84,75,78,74,81,73,87,76,67,75,87,70,51,82,70,65,75,45,58,49
444,193361,80,40,60,80,77,76,65,83,75,81,79,56,78,82,77,77,83,75,72,82,65,79,69,78,77,69,74,84,62,75,48,71,67
448,193061,80,40,80,80,78,63,60,83,74,82,78,72,76,83,78,78,79,78,75,67,66,79,64,74,66,72,76,81,72,78,64,66,70
458,189574,80,40,40,60,57,61,78,83,47,69,68,66,82,80,57,60,53,83,43,67,43,69,80,69,66,84,73,79,58,71,72,82,79
462,188253,80,40,60,80,68,55,63,82,61,76,64,64,81,74,72,68,66,75,71,67,66,90,78,65,79,78,63,72,60,75,79,78,78
463,187735,80,60,60,60,77,73,67,79,73,78,75,76,76,82,81,73,71,80,72,79,74,77,66,75,69,71,76,81,65,80,69,73,70
464,187688,80,60,80,60,83,72,65,86,75,84,80,76,84,83,36,34,71,75,56,77,30,68,67,79,56,47,74,87,76,80,30,31,35
467,185221,80,60,40,60,61,46,73,77,54,68,42,45,75,72,65,64,65,79,62,80,75,77,78,71,88,83,51,68,58,76,74,83,85
468,185132,80,40,40,60,47,69,82,83,70,70,31,44,82,79,38,47,47,82,55,71,77,79,79,78,74,83,70,77,51,70,72,85,74
479,176915,80,40,60,60,70,69,59,81,57,78,65,61,80,81,67,71,75,82,75,74,59,78,73,73,80,77,78,81,62,81,57,76,64
490,172522,80,40,60,60,78,69,67,82,69,80,79,83,77,81,73,76,78,82,59,86,59,90,68,70,59,74,74,80,64,71,59,67,68
491,170370,80,20,60,80,83,62,57,84,73,80,80,76,78,85,68,65,74,78,81,72,69,77,65,74,59,65,80,83,59,65,52,63,55
494,169195,80,40,80,80,79,65,57,81,77,85,80,75,81,84,66,67,66,83,66,81,49,71,78,81,53,70,75,81,68,68,67,68,59
504,162329,80,40,60,40,60,54,60,83,65,73,68,50,82,82,66,65,74,81,72,74,67,83,74,66,84,76,64,75,69,84,66,78,73
506,157960,80,40,80,80,79,71,59,79,69,84,79,70,80,83,83,76,82,72,76,83,74,73,71,82,68,68,70,79,75,77,62,69,68
509,146460,80,40,60,60,59,54,60,79,53,62,70,62,74,74,61,52,64,82,60,72,70,73,77,64,87,83,58,72,60,86,75,83,81
510,143587,80,40,80,80,81,69,58,80,75,79,85,82,78,80,70,70,78,80,74,83,67,65,70,80,73,69,74,86,75,85,45,65,59
515,138412,80,40,60,80,85,66,69,84,76,77,81,77,81,78,69,66,72,84,73,85,64,91,73,77,79,76,75,77,83,86,76,77,79
516,134744,80,40,60,80,70,63,75,85,63,74,67,64,76,80,68,69,67,83,62,73,60,92,79,61,69,80,64,66,76,82,75,80,73
533,218339,79,40,80,80,67,60,42,87,49,81,58,48,78,82,78,69,87,74,78,72,70,85,58,78,68,67,65,81,55,59,63,65,61
540,212886,79,40,60,60,74,74,67,79,60,80,78,79,75,81,78,79,81,72,75,82,80,86,79,79,78,79,69,76,53,79,69,78,68
542,212523,79,40,60,80,78,80,78,77,76,78,86,87,77,78,73,76,75,79,60,84,53,76,72,87,65,60,86,75,71,74,50,64,45
543,212501,79,40,40,80,75,66,79,78,71,68,72,71,78,73,66,70,59,77,62,86,77,93,82,76,75,78,71,76,44,74,71,80,78
547,211354,79,40,60,60,72,63,72,82,70,78,71,65,76,78,69,68,75,75,67,82,69,82,77,79,74,75,77,75,51,75,64,77,74
552,208777,79,60,80,80,72,70,52,81,60,85,77,64,79,82,75,67,85,80,81,65,62,73,38,69,58,67,77,81,64,82,43,66,62
556,206511,79,40,60,60,63,77,54,79,85,78,73,59,78,79,67,67,73,78,69,87,52,77,67,87,66,75,75,76,59,73,60,71,66
562,205407,79,40,60,60,74,67,64,82,73,80,79,73,78,83,70,70,79,75,75,76,69,77,68,81,65,68,75,80,71,74,58,65,63
566,204523,79,40,40,80,62,66,48,85,42,79,76,77,84,80,65,68,76,77,76,72,65,64,57,73,60,64,68,80,69,69,53,72,62
568,204024,79,40,60,60,61,45,58,77,49,71,54,51,70,79,53,53,67,81,54,53,51,93,69,40,78,79,70,70,47,77,76,80,76
571,202642,79,20,60,60,60,63,62,78,45,58,82,82,82,76,70,76,74,73,81,73,80,80,69,72,80,80,47,75,61,70,79,78,77
579,201262,79,40,60,60,77,72,41,82,65,79,79,69,76,82,74,65,83,75,88,76,77,94,46,77,56,71,73,78,76,74,62,67,64
587,199977,79,20,40,40,57,65,74,85,48,70,59,50,79,81,40,50,62,78,40,63,58,72,75,59,65,80,70,79,46,70,70,79,73
588,199952,79,40,60,60,77,75,65,79,70,80,75,79,78,82,76,71,86,76,90,72,42,66,38,79,52,45,75,78,72,71,35,44,43
591,199576,79,40,40,60,37,25,67,79,35,59,49,53,71,72,63,52,60,75,58,60,67,84,87,43,88,84,50,70,54,75,73,83,76
605,190875,79,40,40,60,68,65,77,78,68,77,68,70,78,77,69,69,75,81,54,86,90,88,90,79,86,80,76,74,71,78,72,80,78
614,189271,79,40,60,60,60,41,60,75,43,72,55,41,71,78,65,67,74,74,81,71,80,79,76,57,91,85,62,67,52,74,77,80,80
619,187457,79,40,40,60,74,65,72,78,63,77,76,81,80,80,73,73,77,75,66,75,79,90,71,79,68,78,73,78,80,72,74,75,75
624,186132,79,40,60,80,64,60,61,80,70,76,72,69,82,79,67,69,70,79,78,77,56,85,76,72,74,76,74,78,53,77,70,79,76
631,183893,79,40,40,60,34,58,78,83,23,66,52,55,74,76,49,38,59,77,68,63,76,75,70,67,85,82,42,69,66,79,75,81,74
643,176944,79,60,60,60,61,72,91,81,71,73,64,46,66,84,50,54,49,81,52,75,66,85,92,68,94,76,81,72,64,78,73,77,66
649,173474,79,40,60,80,85,68,58,79,82,80,88,82,79,80,77,78,86,76,91,78,66,93,65,81,76,75,73,75,70,78,68,66,63
653,172290,79,20,60,100,69,76,65,83,55,80,72,59,73,79,67,68,72,81,57,65,48,75,74,77,70,78,72,76,61,71,69,73,67
656,170797,79,60,60,60,80,61,65,84,80,80,83,81,87,81,58,50,76,81,74,74,71,61,71,78,68,81,67,82,39,84,65,75,76
662,167943,79,40,60,80,72,69,67,81,73,71,77,77,77,82,62,63,71,81,77,78,70,71,68,76,78,76,70,80,78,79,70,75,73
667,159240,79,40,60,80,82,76,50,80,53,77,77,83,81,78,69,66,76,85,78,81,57,67,66,68,67,75,82,86,76,73,54,73,61
668,159171,79,40,80,80,80,77,47,82,69,83,80,78,79,81,72,69,80,81,72,76,62,62,56,75,46,40,79,80,66,68,19,26,27
670,156519,79,60,60,80,63,64,59,75,59,75,67,63,71,76,73,74,66,75,70,81,66,92,73,76,79,79,76,73,58,75,74,76,67
676,146482,79,40,60,60,88,74,75,85,61,77,81,76,83,82,45,51,52,85,51,73,39,55,61,81,57,63,77,84,84,78,15,57,42
690,8473,79,40,60,60,77,65,46,83,67,82,81,70,76,83,76,71,78,77,80,78,58,68,56,71,74,49,72,79,74,84,32,45,56
692,80,79,40,40,80,83,68,43,86,69,75,83,84,87,81,54,42,68,69,84,79,72,61,65,77,87,66,63,86,85,77,63,65,64
698,227234,78,40,40,60,61,42,73,77,43,71,36,45,73,73,69,69,64,76,68,78,81,83,84,64,86,78,62,71,48,73,72,81,74
700,225199,78,40,60,80,73,66,49,81,63,76,72,54,74,79,78,75,86,76,88,65,62,75,66,59,85,77,77,80,60,78,75,77,71
701,225028,78,20,40,60,44,73,51,77,32,71,37,36,78,74,57,44,58,79,52,63,64,71,76,72,74,81,79,80,42,68,76,80,78
702,223874,78,40,40,80,62,65,41,80,73,79,76,64,78,80,69,55,79,72,91,74,72,71,55,78,51,72,71,75,65,75,75,82,70
708,222509,78,20,60,60,70,62,37,79,57,82,69,61,78,83,72,65,72,78,73,57,52,66,60,63,76,76,73,80,55,71,70,77,74
712,219985,78,40,60,60,68,60,60,80,62,74,60,58,76,79,68,68,66,80,56,78,62,84,76,74,72,78,72,76,56,70,66,76,72
714,219576,78,20,40,80,58,65,68,77,64,77,65,64,73,76,65,67,67,78,67,80,74,91,82,81,83,83,73,70,57,77,73,81,75
727,214977,78,20,40,60,60,42,56,77,43,70,56,44,72,75,72,71,70,71,76,61,74,80,75,54,80,82,53,70,46,74,74,83,79
734,212198,78,40,60,60,76,65,58,80,78,79,81,76,77,81,79,78,82,75,79,83,72,76,69,79,62,68,75,76,66,80,58,66,62
735,212153,78,40,40,40,64,55,76,80,69,76,70,39,74,78,71,70,65,78,63,75,65,85,71,75,71,79,70,78,41,75,70,78,76
739,210333,78,40,80,60,78,77,67,74,66,78,69,57,63,74,91,86,84,72,87,68,56,74,60,68,55,28,75,76,70,71,33,42,45
742,209989,78,20,40,60,58,60,66,78,53,76,62,41,73,77,75,78,73,74,55,76,82,84,81,65,76,78,60,69,46,67,68,81,76
745,208450,78,20,60,80,75,68,59,77,76,82,80,80,77,83,78,76,81,71,80,76,59,80,67,77,65,65,69,75,49,66,68,58,49
746,208230,78,40,60,60,63,58,78,75,55,70,58,73,69,75,59,60,60,72,58,77,75,78,86,71,90,82,59,64,66,68,75,80,74
747,208135,78,40,40,60,68,70,66,82,67,78,41,42,74,80,62,69,60,73,67,75,71,81,83,74,77,78,73,77,45,70,70,79,73
748,207939,78,20,40,60,62,59,60,80,62,69,66,54,72,74,64,56,61,72,54,66,71,91,80,65,87,80,67,71,60,77,72,77,77
756,205633,78,40,60,60,78,58,58,80,67,80,76,68,76,82,78,78,78,76,78,77,66,77,68,74,59,73,75,77,68,77,58,68,68
757,205569,78,40,60,60,88,61,57,83,51,71,88,83,82,81,67,65,74,74,79,74,68,77,61,70,67,65,62,82,80,79,55,65,62
766,203895,78,20,60,80,64,64,39,83,62,77,77,72,68,82,62,57,76,76,82,64,59,75,50,76,52,62,74,83,66,82,47,52,40
769,203535,78,40,60,80,75,62,60,78,68,77,70,68,76,80,77,69,76,78,85,80,76,85,76,75,84,75,67,75,53,81,60,75,69
770,203362,78,20,100,80,75,69,65,82,74,80,73,59,75,78,88,82,86,72,83,76,83,82,61,70,49,36,70,73,64,71,39,31,44
773,202648,78,40,60,60,65,56,50,82,54,77,67,55,80,82,59,51,76,76,77,74,53,62,68,67,71,69,74,82,55,81,62,66,69
774,202325,78,20,40,80,67,21,55,82,48,71,65,62,78,74,68,53,88,77,85,64,82,93,65,36,80,79,67,71,58,72,63,76,72
777,201505,78,20,40,60,53,65,70,79,56,64,48,46,64,76,58,62,52,72,57,77,74,81,83,64,77,79,59,68,50,67,77,82,76
778,201455,78,40,60,40,59,63,72,78,46,79,63,60,77,79,68,73,74,74,50,86,74,84,86,69,68,77,73,72,45,72,69,80,73
780,201144,78,40,60,80,69,54,66,82,66,70,64,58,82,80,58,60,67,78,64,72,58,80,72,72,76,80,62,78,68,72,70,78,76
789,200215,78,40,60,60,69,55,66,75,55,72,51,57,72,73,72,65,72,77,75,75,78,86,75,65,84,80,69,71,51,74,76,78,78
790,199767,78,40,60,80,70,78,72,79,72,76,66,68,77,78,67,75,74,76,56,75,76,87,75,76,68,67,77,73,67,83,55,71,68
791,199626,78,40,60,80,65,69,64,80,64,79,78,61,78,80,73,69,74,76,74,75,70,75,61,71,77,77,77,75,84,80,62,75,65
794,199042,78,40,60,80,78,64,53,81,68,74,75,76,81,80,77,73,81,70,85,80,61,86,64,75,68,73,75,80,79,76,54,64,61
