,ID,overall,pac,sho,pas,dri,def,phy
601,193171,79,84,59,71,74,76,72
602,192679,79,75,56,73,71,76,73
604,191210,79,77,65,75,76,77,72
610,190223,79,75,49,71,71,78,77
620,187347,79,87,61,74,73,75,75
621,187324,79,69,47,54,54,79,79
625,185103,79,66,69,78,75,79,78
626,184949,79,82,64,75,75,73,75
637,178424,79,80,69,74,75,76,74
641,177159,79,87,67,76,78,70,70
650,173306,79,80,59,75,79,76,76
652,172316,79,75,63,70,74,79,73
659,169588,79,65,32,59,52,80,74
665,165109,79,72,64,65,68,84,74
679,142784,79,61,56,70,73,81,78
687,52091,79,69,51,71,75,79,72
707,222558,78,87,63,72,74,73,78
721,216189,78,86,63,69,76,72,84
740,210282,78,91,67,71,80,73,75
750,207862,78,64,59,71,64,78,75
752,206591,78,84,62,75,84,72,70
760,204884,78,82,48,70,75,74,79
768,203605,78,81,58,72,74,73,78
782,201119,78,82,66,71,74,74,76
792,199304,78,78,70,71,74,76,79
817,192557,78,77,55,77,75,74,71
824,189681,78,81,59,72,78,75,78
826,189506,78,64,63,79,72,79,68
832,188840,78,77,50,72,73,74,79
834,188427,78,77,72,77,78,73,78
836,188135,78,79,67,70,74,74,76
843,186832,78,77,68,77,82,75,74
846,186345,78,77,56,77,75,76,75
848,186115,78,79,55,70,74,77,72
857,182862,78,73,62,71,76,76,75
859,182744,78,80,67,70,74,76,82
865,178322,78,78,72,75,75,74,71
868,178031,78,65,46,66,64,78,80
886,164082,78,75,71,77,81,75,72
908,205590,77,72,50,66,66,78,76
909,210455,77,77,42,64,69,77,76
917,229148,77,91,62,71,78,72,72
926,198688,77,66,45,61,56,76,85
936,230183,77,82,67,71,71,75,86
938,160040,77,80,71,71,76,72,74
939,230184,77,87,58,68,76,71,54
942,144429,77,78,63,76,74,74,70
946,200752,77,79,33,53,60,77,83
947,207920,77,83,53,65,68,73,72
949,189234,77,80,77,74,76,67,67
958,181816,77,74,48,69,68,76,72
964,150590,77,71,64,76,73,76,73
972,204614,77,86,49,70,74,72,69
992,190034,77,71,35,63,64,76,80
995,194644,77,83,61,69,72,75,71
1004,207707,77,80,60,70,75,72,72
1008,216158,77,81,63,73,76,71,78
1016,148839,77,69,51,70,72,76,72
1018,182888,77,53,53,71,66,77,79
1021,181098,77,63,51,75,70,76,72
1025,182896,77,77,59,71,79,71,72
1040,225402,77,84,61,69,78,72,73
1045,201342,77,60,33,62,62,77,77
1047,53630,77,65,61,67,64,72,92
1053,183427,77,74,69,73,82,68,75
1054,208004,77,66,49,66,69,79,79
1058,180359,77,70,53,73,77,76,65
1060,205705,77,55,49,58,57,78,76
1063,146059,77,56,45,64,58,76,78
1067,220814,77,65,42,53,56,78,70
1070,177553,77,75,73,74,82,64,62
1072,216466,77,86,48,72,78,71,72
1074,215699,77,76,38,64,74,76,69
1087,169115,77,64,37,55,58,79,72
1089,192667,77,75,47,63,67,78,83
1091,183966,77,67,53,68,64,78,72
1095,158626,77,69,65,73,73,77,73
1102,171688,77,75,65,72,76,76,69
1105,159914,77,82,67,71,71,75,86
1106,205995,77,79,62,78,78,73,75
1108,159915,77,87,58,68,76,71,54
1113,207537,77,89,60,68,76,72,81
1115,186801,77,74,65,61,69,77,88
1116,193714,77,53,40,61,54,76,78
1117,184501,77,74,69,67,65,78,79
1118,202935,77,70,30,54,57,76,76
1120,198076,77,63,55,56,53,77,82
1132,216266,77,77,40,60,66,79,79
1134,192202,77,63,78,81,79,66,71
1139,189390,77,71,59,71,72,76,77
1144,209620,77,82,50,67,76,74,73
1148,230360,77,80,71,71,76,72,74
1150,183512,77,78,56,64,70,76,81
1152,203485,77,78,43,64,67,78,76
1156,182495,77,74,51,63,64,79,75
1160,204259,77,84,45,65,75,73,72
1164,152554,77,79,43,65,73,75,68
1176,188155,77,74,63,70,74,74,81
1194,236295,76,68,33,61,71,78,64
1210,204307,76,73,48,67,76,74,68
1215,214040,76,88,54,58,76,70,82
1218,210972,76,76,45,65,71,73,72
1220,148253,76,89,59,68,67,72,67
1226,160033,76,79,53,70,74,75,73
1227,195361,76,72,53,69,71,73,74
1237,189484,76,76,58,70,72,74,74
1246,210736,76,79,59,66,77,68,62
1247,186672,76,63,56,67,68,78,77
1249,139313,76,62,69,77,71,76,77
1258,160310,76,66,51,63,66,78,81
1262,190520,76,64,41,64,67,81,74
1279,202562,76,86,62,71,75,72,77
1282,230212,76,57,48,58,49,76,78
1286,177481,76,81,49,68,66,74,78
1291,185163,76,62,44,46,53,77,77
1292,202316,76,77,60,69,69,74,81
1301,232270,76,84,62,66,66,74,77
1305,163407,76,53,53,65,64,76,76
1306,170320,76,73,57,66,71,75,76
1313,183892,76,75,54,64,59,75,81
1316,230230,76,58,50,61,49,75,79
1327,189018,76,87,51,67,74,71,80
1333,171875,76,80,74,77,80,69,76
1355,171378,76,84,64,69,69,73,75
1357,189043,76,85,60,71,74,72,70
1360,177525,76,78,66,73,79,52,72
1367,215930,76,72,51,58,64,76,77
1368,192122,76,75,52,67,69,76,70
1379,183937,76,79,64,71,75,73,75
1381,164994,76,76,70,74,77,58,70
1385,202884,76,82,63,71,79,65,77
1387,190854,76,74,39,66,74,73,69
1390,208520,76,76,48,65,65,75,77
1398,215181,76,84,50,64,70,74,74
1409,173204,76,75,58,69,72,76,75
1410,190868,76,68,50,70,69,76,76
1418,187800,76,77,59,75,77,71,73
1423,194203,76,70,38,59,65,77,77
1424,201884,76,81,71,75,76,65,69
1427,193440,76,70,49,61,65,76,79
1438,214955,76,79,62,67,72,74,80
1440,226221,76,71,33,56,59,78,72
1446,189615,76,76,59,72,76,73,68
1463,193470,76,74,47,73,73,76,69
1468,159938,76,57,48,58,49,76,78
1478,135883,76,65,43,69,67,76,76
1479,230347,76,79,53,70,74,75,73
1486,159952,76,58,50,61,49,75,79
1487,199633,76,75,60,69,73,74,77
1489,210897,76,74,54,53,66,75,80
1492,201939,76,75,37,65,72,76,75
1506,228579,76,79,53,71,76,74,68
1510,194022,76,65,52,72,74,76,77
1512,175847,76,77,61,64,76,74,71
1515,206058,76,79,45,68,74,74,72
1516,219626,76,92,54,63,74,70,63
1527,179696,76,65,64,73,73,76,79
1530,225523,76,83,64,73,76,69,74
1541,172283,76,61,51,71,66,77,67
1545,202493,76,91,67,72,81,69,70
1546,217085,76,84,40,60,75,71,71
1547,205566,76,88,65,68,78,68,74
1548,220414,76,76,56,69,67,74,78
1550,192766,76,58,43,65,66,76,72
1560,189701,75,36,59,64,57,75,77
1562,219911,75,60,29,48,35,76,73
1567,212491,75,86,66,70,78,70,73
1584,212245,75,69,69,75,74,70,75
1585,223765,75,72,51,65,70,75,77
1588,188182,75,70,46,62,60,74,78
1590,208920,75,76,49,67,66,75,74
1593,215322,75,81,60,68,73,71,73
1595,160027,75,85,63,75,77,68,72
1603,186912,75,71,60,72,70,73,76
1604,219681,75,79,68,68,73,72,69
1607,198946,75,75,57,65,71,75,73
1608,160034,75,82,53,67,72,73,70
1615,198949,75,84,63,69,77,71,76
1619,193062,75,78,65,67,73,71,80
1623,223017,75,82,65,71,76,66,66
1631,230189,75,79,56,70,69,73,66
1633,176687,75,71,46,70,74,75,71
1635,160048,75,82,54,71,73,72,65
1639,234035,75,82,47,63,66,73,67
1642,160052,75,77,63,69,68,76,71
1644,230197,75,74,48,69,75,74,69
1646,137782,75,71,63,72,76,73,72
1656,178746,75,59,36,64,63,78,74
1660,216380,75,82,59,74,78,68,65
1661,212541,75,84,63,69,72,72,70
1673,201025,75,71,59,60,64,77,77
1676,216643,75,68,58,72,74,74,65
1682,211014,75,85,49,66,77,71,69
1683,154950,75,75,69,75,77,71,71
1684,192838,75,78,61,67,71,71,81
1685,206407,75,75,59,71,76,73,66
1692,162123,75,31,47,54,48,74,83
1695,152908,75,77,69,77,79,65,61
1699,220493,75,85,34,62,75,68,71
1702,186190,75,86,63,67,74,70,72
1709,52306,75,59,74,79,75,65,67
1711,230227,75,60,50,61,59,73,78
1712,139860,75,73,53,65,63,74,77
1714,230229,75,59,50,58,51,75,74
1726,206427,75,79,48,66,70,73,70
1731,214622,75,84,36,62,69,73,69
1736,223329,75,81,56,69,73,71,70
1748,190824,75,83,55,71,76,70,71
1750,194665,75,58,53,56,52,76,83
1757,203884,75,71,29,54,64,75,70
1767,186992,75,77,64,73,71,71,77
1771,235634,75,81,48,68,78,70,72
1784,167549,75,75,61,73,71,73,66
1791,169600,75,69,38,61,67,77,76
1796,158851,75,82,66,71,76,71,81
1800,210822,75,78,61,70,76,69,60
1801,198023,75,78,47,65,67,74,77
1804,162951,75,65,46,56,55,74,79
1805,178567,75,66,40,65,67,78,78
1810,189067,75,50,34,50,52,76,74
1815,190093,75,76,51,69,74,71,77
1823,192658,75,74,51,72,73,73,70
1830,184472,75,82,62,67,71,73,76
1833,197786,75,73,49,63,67,76,79
1852,189860,75,77,61,70,79,71,71
1853,205989,75,64,51,66,69,75,76
1856,169638,75,76,55,72,74,72,70
1858,202151,75,78,64,69,73,72,73
1859,158375,75,77,59,73,76,76,71
1868,170923,75,80,57,68,69,72,72
1870,179884,75,75,56,70,74,71,68
1871,168621,75,76,65,74,75,69,74
1873,125871,75,73,59,69,72,73,72
1874,159920,75,79,56,70,69,73,66
1875,204977,75,79,48,61,69,75,70
1880,201139,75,74,56,68,73,73,72
1887,188086,75,77,71,74,75,70,73
1888,159927,75,74,48,69,75,74,69
1896,235454,75,72,47,67,65,75,77
1899,149184,75,74,69,70,73,70,76
1901,219841,75,73,41,58,69,76,73
1903,230337,75,85,63,75,77,68,72
1907,224196,75,67,47,60,65,73,76
1912,165321,75,68,59,69,70,74,78
1916,216267,75,80,60,67,75,72,71
1919,230348,75,82,53,67,72,73,70
1921,159949,75,60,50,61,59,73,78
1923,159951,75,59,50,58,51,75,74
1924,210384,75,89,54,65,77,69,75
1926,232656,75,89,56,63,75,72,76
1930,190931,75,65,49,64,54,76,76
1932,223188,75,81,62,70,76,71,75
1933,204757,75,85,58,73,75,68,67
1942,186330,75,77,50,68,75,72,72
1954,230371,75,82,54,71,73,72,65
1959,186598,75,74,52,65,67,74,70
1960,213991,75,78,65,71,73,69,80
1965,210665,75,71,63,69,70,72,77
1966,173546,75,51,33,53,54,77,75
1976,230381,75,77,63,69,68,76,71
1977,172013,75,60,52,69,69,78,68
1985,217844,75,76,47,64,74,72,77
1987,199157,75,75,61,66,70,71,78
1991,194806,75,65,43,59,60,76,76
1998,183288,75,64,39,57,54,75,79
2013,191488,74,66,53,65,61,76,74
2015,198657,74,78,57,69,69,71,80
2017,230401,74,54,47,55,49,74,74
2019,199170,74,78,71,72,74,74,79
2024,202501,74,81,45,63,68,70,78
2052,181269,74,81,65,68,73,71,79
2054,53014,74,58,50,66,66,78,73
2059,186392,74,65,54,65,65,76,75
2068,160028,74,83,57,65,75,71,68
2081,215071,74,84,62,65,72,70,76
2083,202529,74,76,49,72,74,68,72
2090,201509,74,77,63,69,75,67,69
2091,189221,74,68,64,74,74,72,76
2095,160038,74,73,46,67,73,75,68
2104,230186,74,72,49,68,64,74,70
2111,185135,74,80,59,64,69,68,73
2112,193839,74,75,65,73,76,69,70
2114,198705,74,81,66,70,78,69,69
2117,199986,74,67,55,68,67,75,79
2120,221491,74,70,33,60,67,75,75
2125,216373,74,76,49,60,73,72,65
2128,221750,74,78,41,65,66,73,73
2132,218936,74,77,61,71,74,70,67
2136,183353,74,70,56,66,66,70,78
2137,230202,74,74,53,63,73,72,66
2144,205630,74,85,41,68,73,68,67
2156,203843,74,81,66,66,66,69,78
2160,199236,74,91,47,69,70,67,75
2166,200517,74,75,38,63,68,71,70
2167,213317,74,77,30,66,70,71,68
2168,160069,74,54,47,55,49,74,74
2175,144200,74,82,67,75,75,67,65
2178,232008,74,80,53,68,70,70,62
2190,213581,74,66,45,56,56,72,78
2196,229712,74,79,55,67,74,70,64
2200,201041,74,83,40,65,73,71,77
2202,163665,74,57,30,62,66,74,76
2205,153938,74,50,59,71,72,79,72
2211,221269,74,74,51,66,70,73,71
2217,200536,74,87,50,67,74,69,71
2238,168799,74,80,56,63,72,72,73
2239,198240,74,74,62,71,67,71,75
2240,199776,74,64,41,64,63,74,73
2248,235875,74,82,45,68,73,71,70
2252,186982,74,76,66,73,74,70,75
2253,192102,74,84,59,71,72,68,66
2254,215399,74,64,49,59,54,75,72
2275,207472,74,75,47,69,72,71,69
2277,185200,74,66,40,59,64,74,80
2278,204401,74,83,56,68,76,70,68
2285,213874,74,81,68,70,75,71,68
2292,199286,74,78,59,69,73,71,75
2316,230272,74,85,64,67,74,57,61
2322,225410,74,78,38,66,67,71,78
2324,184706,74,73,63,74,75,64,67
2325,202115,74,75,46,64,72,72,70
2334,189576,74,74,35,56,53,74,73
2339,164491,74,68,56,74,73,73,75
2341,205965,74,81,61,63,74,70,75
2353,202646,74,76,56,68,69,71,67
2370,224158,74,68,52,76,77,57,73
2375,193695,74,68,47,71,71,72,75
2381,201122,74,75,49,53,65,74,75
2385,194979,74,82,60,71,75,69,69
2388,173735,74,72,39,66,70,75,68
2391,207785,74,83,71,69,74,70,54
2395,210603,74,87,58,69,72,70,63
2397,192427,74,82,57,71,77,69,59
2401,159917,74,72,49,68,64,74,70
2402,190637,74,52,33,51,39,76,77
2403,188334,74,75,53,60,63,75,78
2404,200111,74,82,59,69,68,71,71
2405,170159,74,81,59,69,66,73,75
2411,167601,74,82,57,65,62,74,75
2414,198067,74,71,48,65,70,75,77
2419,214196,74,73,56,68,65,71,78
2429,158394,74,74,70,66,67,72,76
2432,159931,74,74,53,63,73,72,66
2433,226491,74,83,43,67,70,68,70
2444,190143,74,75,51,67,69,71,68
2448,188352,74,73,65,72,68,69,75
2458,230339,74,83,57,65,75,71,68
2475,189388,74,86,40,65,65,70,74
2485,142800,74,63,68,77,71,74,72
2487,230354,74,73,46,67,73,75,68
2493,210394,74,80,36,62,70,72,66
2496,212187,74,82,48,68,73,69,71
2503,158942,74,80,69,70,74,71,75
2504,191198,74,72,59,71,72,69,72
2509,190432,74,73,61,68,68,72,77
2515,196069,74,83,63,71,78,66,70
2530,134895,74,68,55,71,71,73,72
2540,224242,74,79,57,67,68,70,82
2541,178418,74,64,50,59,59,80,72
2551,212213,74,68,59,70,77,73,64
2553,232437,74,72,34,59,59,74,71
2554,204278,74,77,46,66,70,70,71
2555,191990,74,72,57,67,73,73,65
2566,176377,74,37,47,63,61,74,80
2570,189946,74,50,45,70,74,76,73
2571,212219,74,77,40,61,67,73,76
2572,178171,74,67,52,59,56,74,78
2577,177149,74,74,56,68,68,73,78
2583,233218,73,89,54,63,74,67,69
2584,188930,73,72,46,63,68,71,63
2595,166919,73,60,57,65,64,74,70
2599,216072,73,88,41,61,68,68,72
2600,188168,73,72,56,63,71,73,78
2601,215049,73,81,57,55,73,70,63
2602,154634,73,68,56,77,72,69,68
2629,228881,73,78,41,65,72,71,69
2632,213010,73,86,51,60,71,66,76
2643,234774,73,67,63,68,67,73,73
2644,199191,73,78,37,60,62,71,77
2647,203544,73,79,60,68,70,70,69
2651,188696,73,73,68,72,71,72,70
2657,108061,73,73,65,76,70,72,75
2669,227873,73,72,51,63,70,73,72
2672,203810,73,79,52,67,72,69,68
2673,207650,73,76,52,65,69,72,71
2676,215331,73,76,54,67,73,69,78
2678,226851,73,71,43,65,68,74,67
2681,193571,73,77,56,71,76,63,67
2684,229668,73,85,39,61,66,72,74
2688,160037,73,88,68,68,77,65,57
2692,137510,73,43,37,57,54,74,71
2694,235814,73,76,52,67,62,71,71
2699,163369,73,76,59,67,70,71,75
2705,186156,73,75,48,61,69,72,75
2706,189228,73,83,38,59,70,72,73
2709,198190,73,78,52,64,69,70,77
2711,176942,73,58,53,66,67,76,73
2721,205364,73,79,62,69,70,69,74
2722,207924,73,72,57,70,71,69,67
2728,191541,73,69,47,70,75,73,52
2730,230198,73,70,48,62,65,75,77
2733,230199,73,75,49,60,68,73,71
2736,194359,73,83,49,58,69,71,65
2737,201016,73,74,55,66,71,72,69
2740,160057,73,61,34,47,39,74,76
2747,203581,73,75,39,68,74,68,71
2750,231485,73,75,34,57,64,73,72
2753,230206,73,65,46,58,48,72,71
2756,211265,73,67,70,73,72,64,70
2762,160067,73,73,39,59,56,73,71
2763,231235,73,73,41,64,68,73,74
2767,187205,73,72,59,68,70,72,73
2771,230215,73,73,49,53,53,74,69
2774,149064,73,71,49,66,68,73,72
2782,208459,73,75,40,62,63,72,82
2783,214603,73,76,50,66,69,70,68
2785,178251,73,66,59,71,69,72,71
2786,204876,73,78,52,64,72,66,73
2792,191566,73,70,46,70,73,73,65
2793,198991,73,76,64,61,71,76,66
2798,206161,73,78,57,66,75,69,71
2801,199763,73,82,59,66,69,69,73
2803,215892,73,68,40,53,62,72,76
2806,200278,73,63,53,64,67,73,80
2814,230231,73,60,54,58,53,72,78
2815,210520,73,78,45,57,63,73,73
2816,225880,73,86,41,68,71,67,61
2821,171097,73,74,56,69,69,70,76
2822,200538,73,68,39,65,62,73,77
2836,181343,73,77,60,71,72,68,71
2849,215651,73,68,33,53,55,76,76
2850,229476,73,56,43,57,58,73,74
2851,187492,73,78,70,76,75,68,70
2855,224869,73,70,35,61,62,73,73
2858,232805,73,75,44,59,66,71,73
2876,169324,73,72,58,67,69,69,70
2877,183916,73,71,68,74,75,72,73
2878,190572,73,75,47,66,69,71,77
2880,200302,73,79,41,68,69,70,75
2881,225646,73,91,62,67,72,66,71
2889,165232,73,70,44,68,70,75,68
2912,222331,73,86,41,59,65,71,68
2921,193148,73,70,60,69,71,71,64
2922,208509,73,80,57,69,73,68,70
2926,177790,73,73,51,61,65,73,78
2935,230529,73,79,45,61,69,67,73
2936,169345,73,74,58,72,72,69,71
2947,200841,73,70,50,66,67,72,73
2954,219787,73,71,42,57,52,73,75
2960,219789,73,80,54,68,71,68,69
2961,157581,73,77,57,66,70,68,68
2962,172685,73,67,39,64,61,72,76
2973,197777,73,76,63,72,73,70,75
2974,199057,73,81,49,66,71,69,73
2981,183188,73,71,49,60,67,70,71
2985,227222,73,69,46,64,66,74,72
2988,145047,73,62,45,70,71,74,68
2995,224921,73,73,45,63,70,69,72
2997,193945,73,71,59,66,70,70,79
2998,209818,73,89,36,59,70,68,69
3001,137373,73,59,57,68,64,76,68
3002,205469,73,71,30,49,37,75,77
3014,176546,73,86,65,71,80,67,68
3015,186274,73,79,67,73,72,68,74
3018,160164,73,79,45,61,69,67,73
3020,220837,73,85,55,64,71,67,69
3024,190885,73,76,55,69,73,71,69
3033,102056,73,69,63,74,74,72,67
3040,210859,73,79,33,57,65,71,72
3043,202157,73,83,60,67,75,68,65
3051,202672,73,70,56,65,74,74,66
3060,198579,73,56,33,57,55,71,80
3062,208564,73,84,63,67,69,67,67
3070,231095,73,73,52,63,71,70,72
3072,159928,73,70,48,62,65,75,77
3077,211385,73,85,62,71,74,66,75
3080,159929,73,75,49,60,68,73,71
3087,219581,73,65,28,60,58,72,77
3088,159933,73,65,46,58,48,72,71
3100,193475,73,74,51,70,72,71,74
3103,159940,73,73,49,53,53,74,69
3107,210118,73,75,58,69,70,70,71
3108,212678,73,80,59,73,72,66,72
3112,198599,73,87,54,64,73,70,64
3114,148167,73,74,62,68,71,75,61
3119,232905,73,88,63,65,72,60,70
3134,159953,73,60,54,58,53,72,78
3135,230353,73,88,68,68,77,65,57
3143,181459,73,68,55,64,68,73,73
3144,205524,73,70,59,70,72,68,72
3151,204760,73,75,54,66,71,71,75
3162,192732,73,77,67,71,73,63,70
3163,223198,73,76,67,69,74,67,78
3174,145889,73,71,45,65,68,71,68
3175,223457,73,65,29,58,54,74,72
3177,180706,73,56,37,54,54,74,73
3178,197860,73,83,47,64,69,70,71
3180,220132,73,72,34,59,60,73,65
3183,183781,73,50,45,62,59,73,78
3184,184037,73,58,44,61,62,74,76
3185,142822,73,62,68,72,73,68,69
3188,240359,73,69,60,63,69,72,76
3195,189930,73,80,67,70,75,67,69
3198,208364,73,88,57,64,71,69,70
3206,203505,73,85,60,65,70,70,74
3209,198386,73,79,61,68,73,68,78
3211,208114,73,77,50,68,69,70,71
3212,212722,73,93,51,64,74,67,76
3213,220658,73,85,60,61,72,70,78
3216,230387,73,61,34,47,39,74,76
3219,218868,73,76,67,71,75,67,66
3236,169721,73,71,46,58,62,69,75
3243,208892,73,75,60,66,72,70,73
3257,230399,73,73,39,59,56,73,71
3263,210434,72,77,53,58,70,68,77
3284,203783,72,74,34,67,65,70,73
3292,223240,72,73,41,65,63,70,67
3298,228618,72,81,52,64,71,68,76
3306,197391,72,77,64,70,69,67,74
3320,225555,72,80,58,68,75,70,69
3328,160023,72,80,45,59,61,67,62
3329,187415,72,43,53,62,52,75,70
3331,186648,72,70,34,65,61,70,79
3333,164633,72,52,62,61,61,71,74
3344,186651,72,83,68,65,75,66,63
3351,191005,72,77,64,72,72,66,74
3353,220702,72,71,43,62,66,72,70
3354,160030,72,74,44,64,62,71,70
3355,190494,72,87,62,62,73,67,73
3360,160032,72,72,50,69,60,73,74
3369,150565,72,68,58,68,69,69,74
3370,222501,72,74,36,64,67,69,69
3375,157479,72,70,60,68,70,70,69
3383,160041,72,74,46,68,75,68,58
3387,160043,72,91,73,69,77,62,58
3390,160045,72,67,54,63,58,70,67
3402,226865,72,74,31,54,66,72,74
3416,230452,72,72,47,66,61,74,77
3423,200759,72,87,61,62,74,67,77
3425,160055,72,69,48,46,59,71,72
3429,201529,72,67,33,49,55,70,81
3433,187705,72,78,59,67,70,69,68
3439,175932,72,84,44,59,67,69,75
3440,216381,72,80,53,64,71,65,67
3462,230211,72,54,46,52,51,73,70
3489,226637,72,68,34,61,62,72,68
3497,191055,72,74,47,62,68,72,76
3501,236112,72,72,57,63,69,70,74
3506,234578,72,78,49,66,69,69,63
3514,116308,72,67,52,62,64,71,70
3515,202069,72,81,66,70,72,52,60
3520,172630,72,75,48,62,71,70,73
3522,215383,72,75,32,63,66,70,69
3555,186979,72,70,53,67,71,70,71
3557,160100,72,72,47,66,61,74,77
3558,167524,72,75,46,61,65,72,83
3559,199781,72,80,31,61,68,68,77
3560,210533,72,59,67,69,71,64,71
3565,111206,72,67,54,66,70,71,66
3566,177766,72,70,41,68,70,71,74
3571,204904,72,81,46,67,69,69,65
3572,214376,72,80,41,55,65,68,69
3590,215665,72,75,53,66,69,68,66
3595,189553,72,69,49,59,58,71,78
3603,190579,72,65,28,63,69,72,69
3604,211060,72,75,63,63,74,66,83
3611,226166,72,81,36,63,68,70,76
3621,214393,72,75,57,60,67,68,79
3622,228729,72,69,36,55,53,73,71
3625,106874,72,68,56,60,58,75,75
3643,202113,72,87,60,63,71,70,75
3656,188038,72,63,53,67,68,73,75
3658,158088,72,69,52,64,63,73,78
3661,209289,72,74,44,66,62,72,52
3671,167308,72,72,58,63,61,72,71
3675,204687,72,77,57,64,71,69,73
3683,199570,72,83,57,62,72,69,64
3690,193172,72,75,69,71,73,65,60
3693,193429,72,79,66,62,72,66,63
3696,229782,72,68,59,65,69,71,70
3697,193686,72,68,39,53,60,75,71
3699,205207,72,81,40,62,73,65,69
3705,198553,72,88,47,64,70,67,72
3708,236441,72,83,51,63,72,66,59
3709,172953,72,68,34,57,63,75,72
3711,193177,72,86,44,65,68,67,73
3718,193690,72,65,59,66,63,71,78
3726,206238,72,79,58,67,72,68,66
3727,221342,72,86,52,65,75,69,60
3732,183454,72,70,43,59,65,72,77
3744,137380,72,74,57,65,67,71,71
3755,194727,72,70,46,65,70,71,68
3757,200105,72,68,38,62,63,72,67
3769,201389,72,81,55,61,64,72,72
3771,205998,72,74,58,65,75,72,77
3779,124337,72,41,37,58,56,73,66
3780,234930,72,70,49,66,72,70,68
3785,207797,72,56,34,43,42,71,83
3788,226229,72,74,43,60,65,72,70
3791,209846,72,78,47,63,69,69,78
3793,184502,72,56,51,66,69,73,83
3806,193468,72,80,49,63,64,68,72
3808,163261,72,62,59,60,64,73,76
3809,230333,72,80,45,59,61,67,62
3813,198335,72,75,61,67,75,69,68
3818,213697,72,66,49,60,65,73,74
3820,159937,72,54,46,52,51,73,70
3824,183746,72,81,58,70,67,71,67
3825,190658,72,78,47,62,66,70,75
3829,195011,72,74,45,64,66,71,61
3830,230341,72,74,44,64,62,71,70
3840,219848,72,67,39,60,63,74,63
3842,230344,72,72,50,69,60,73,74
3844,160201,72,72,57,63,69,70,74
3849,217546,72,70,57,62,66,70,71
3858,220620,72,76,48,65,69,68,67
3862,228302,72,77,69,66,74,47,62
3866,229071,72,78,65,68,73,46,71
3869,229584,72,64,53,66,70,70,66
3870,181456,72,59,40,59,58,70,73
3873,169426,72,72,51,62,66,72,75
3877,239315,72,72,35,57,72,69,70
3890,230361,72,74,46,68,75,68,58
3892,230363,72,91,73,69,77,62,58
3896,230366,72,67,54,63,58,70,67
3899,199392,72,80,53,68,70,69,74
3901,201953,72,71,70,74,72,68,68
3907,238305,72,78,53,64,65,66,67
3909,179681,72,77,60,64,70,67,80
3913,221923,72,72,48,58,70,70,70
3915,189155,72,69,37,63,66,70,76
3917,216036,72,71,57,71,72,68,73
3920,138981,72,67,56,64,70,73,69
3924,198630,72,74,24,50,50,72,80
3937,234986,72,72,35,55,53,73,72
