,ID,overall,pac,sho,pas,dri,def,phy
1692,162123,75,31,47,54,48,74,83
1695,152908,75,77,69,77,79,65,61
1699,220493,75,85,34,62,75,68,71
1700,206414,75,69,44,51,48,75,79
1702,186190,75,86,63,67,74,70,72
1703,218191,75,56,33,41,53,77,78
1706,230224,75,47,46,56,53,73,79
1709,52306,75,59,74,79,75,65,67
1711,230227,75,60,50,61,59,73,78
1712,139860,75,73,53,65,63,74,77
1714,230229,75,59,50,58,51,75,74
1723,163418,75,52,44,56,55,74,79
1724,175962,75,64,40,53,52,78,69
1726,206427,75,79,48,66,70,73,70
1731,214622,75,84,36,62,69,73,69
1736,223329,75,81,56,69,73,71,70
1740,210787,75,62,40,56,52,74,77
1743,176483,75,50,39,59,44,76,78
1748,190824,75,83,55,71,76,70,71
1750,194665,75,58,53,56,52,76,83
1757,203884,75,71,29,54,64,75,70
1765,221551,75,79,42,61,68,75,72
1767,186992,75,77,64,73,71,71,77
1771,235634,75,81,48,68,78,70,72
1775,185204,75,45,62,66,57,77,79
1776,190324,75,73,50,49,62,74,79
1779,171896,75,67,55,60,58,76,72
1784,167549,75,75,61,73,71,73,66
1786,210047,75,57,63,70,67,74,75
1790,230528,75,55,40,58,59,75,76
1791,169600,75,69,38,61,67,77,76
1796,158851,75,82,66,71,76,71,81
1797,189059,75,64,66,73,72,71,80
1800,210822,75,78,61,70,76,69,60
1801,198023,75,78,47,65,67,74,77
1804,162951,75,65,46,56,55,74,79
1805,178567,75,66,40,65,67,78,78
1810,189067,75,50,34,50,52,76,74
1811,210828,75,61,44,59,56,75,74
1814,229773,75,82,51,59,58,76,77
1815,190093,75,76,51,69,74,71,77
1819,46736,75,43,32,50,55,78,67
1823,192658,75,74,51,72,73,73,70
1830,184472,75,82,62,67,71,73,76
1831,214169,75,61,26,51,53,77,76
1832,1178,75,32,44,52,52,76,67
1833,197786,75,73,49,63,67,76,79
1842,191648,75,62,41,51,61,76,75
1847,211107,75,65,33,51,54,77,73
1848,214947,75,74,49,67,72,73,78
1849,160163,75,55,40,58,59,75,76
1852,189860,75,77,61,70,79,71,71
1853,205989,75,64,51,66,69,75,76
1855,216742,75,70,38,59,57,77,74
1856,169638,75,76,55,72,74,72,70
1858,202151,75,78,64,69,73,72,73
1859,158375,75,77,59,73,76,76,71
1867,232363,75,66,43,53,50,76,72
1868,170923,75,80,57,68,69,72,72
1870,179884,75,75,56,70,74,71,68
1871,168621,75,76,65,74,75,69,74
1873,125871,75,73,59,69,72,73,72
1874,159920,75,79,56,70,69,73,66
1875,204977,75,79,48,61,69,75,70
1880,201139,75,74,56,68,73,73,72
1885,211382,75,75,51,63,67,73,80
1886,178614,75,67,44,54,59,75,82
1887,188086,75,77,71,74,75,70,73
1888,159927,75,74,48,69,75,74,69
1896,235454,75,72,47,67,65,75,77
1899,149184,75,74,69,70,73,70,76
1901,219841,75,73,41,58,69,76,73
1903,230337,75,85,63,75,77,68,72
1905,183491,75,69,39,61,56,73,82
1907,224196,75,67,47,60,65,73,76
1910,189127,75,73,32,53,57,74,77
1911,191688,75,59,55,53,56,74,80
1912,165321,75,68,59,69,70,74,78
1916,216267,75,80,60,67,75,72,71
1917,159947,75,47,46,56,53,73,79
1919,230348,75,82,53,67,72,73,70
1921,159949,75,60,50,61,59,73,78
1922,190670,75,52,37,48,49,76,75
1923,159951,75,59,50,58,51,75,74
1924,210384,75,89,54,65,77,69,75
1926,232656,75,89,56,63,75,72,76
1930,190931,75,65,49,64,54,76,76
1931,198868,75,53,31,53,46,75,79
1932,223188,75,81,62,70,76,71,75
1933,204757,75,85,58,73,75,68,67
1937,183766,75,61,41,50,50,75,75
1938,199383,75,49,38,55,34,77,76
1940,206553,75,61,45,48,54,73,85
1942,186330,75,77,50,68,75,72,72
1949,208607,75,39,42,56,60,74,82
1954,230371,75,82,54,71,73,72,65
1959,186598,75,74,52,65,67,74,70
1960,213991,75,78,65,71,73,69,80
1961,204776,75,66,38,54,56,74,80
1965,210665,75,71,63,69,70,72,77
1966,173546,75,51,33,53,54,77,75
1967,199915,75,50,37,51,60,74,79
1968,214763,75,62,56,63,59,74,79
1970,194795,75,67,47,64,67,73,77
1976,230381,75,77,63,69,68,76,71
1977,172013,75,60,52,69,69,78,68
1982,182001,75,34,39,43,54,77,75
1985,217844,75,76,47,64,74,72,77
1986,230388,75,64,40,54,51,74,78
1987,199157,75,75,61,66,70,71,78
1988,199669,75,76,48,63,68,74,79
1991,194806,75,65,43,59,60,76,76
1995,170231,75,62,37,56,56,77,69
1997,178679,75,39,48,53,46,75,81
1998,183288,75,64,39,57,54,75,79
2003,208379,75,71,45,49,60,77,73
2005,202750,75,70,35,55,54,74,80
2012,167936,74,34,31,58,46,77,67
2013,191488,74,66,53,65,61,76,74
2015,198657,74,78,57,69,69,71,80
2017,230401,74,54,47,55,49,74,74
2019,199170,74,78,71,72,74,74,79
2022,233219,74,59,46,59,63,74,74
2024,202501,74,81,45,63,68,70,78
2026,194053,74,51,51,47,41,75,74
2031,213000,74,69,34,51,48,75,72
2032,219145,74,54,33,48,46,73,78
2033,215050,74,66,49,47,55,73,75
2045,208914,74,72,29,46,48,73,80
2047,225299,74,55,47,49,57,75,72
2050,157716,74,31,47,53,42,76,69
2052,181269,74,81,65,68,73,71,79
2053,220182,74,75,42,57,64,74,73
2054,53014,74,58,50,66,66,78,73
2059,186392,74,65,54,65,65,76,75
2060,215321,74,33,29,51,43,75,77
2063,204826,74,54,38,46,42,76,74
2065,209691,74,56,44,63,54,73,79
2068,160028,74,83,57,65,75,71,68
2072,212253,74,62,51,59,63,72,78
2080,210719,74,67,38,56,59,73,74
2081,215071,74,84,62,65,72,70,76
2083,202529,74,76,49,72,74,68,72
2084,213537,74,67,51,56,62,70,88
2088,225060,74,65,37,40,53,74,77
2090,201509,74,77,63,69,75,67,69
2091,189221,74,68,64,74,74,72,76
2095,160038,74,73,46,67,73,75,68
2099,224808,74,50,19,37,42,76,76
2100,177448,74,53,45,62,64,70,81
2103,192041,74,69,41,52,56,74,77
2104,230186,74,72,49,68,64,74,70
2108,172077,74,62,49,54,55,74,71
2110,137774,74,40,18,41,49,77,70
2111,185135,74,80,59,64,69,68,73
2112,193839,74,75,65,73,76,69,70
2114,198705,74,81,66,70,78,69,69
2117,199986,74,67,55,68,67,75,79
2120,221491,74,70,33,60,67,75,75
2123,190772,74,74,42,63,64,73,75
2125,216373,74,76,49,60,73,72,65
2128,221750,74,78,41,65,66,73,73
2131,188727,74,34,26,58,46,75,75
2132,218936,74,77,61,71,74,70,67
2136,183353,74,70,56,66,66,70,78
2137,230202,74,74,53,63,73,72,66
2138,160059,74,56,46,59,50,74,75
