,ID,overall,pac,sho,pas,dri,def,phy
852,183394,78,77,74,75,76,72,85
863,180283,78,65,74,81,75,63,70
864,178625,78,56,59,75,70,70,75
866,178160,78,63,71,76,73,73,74
867,178085,78,57,72,82,77,65,63
869,178007,78,61,70,82,75,71,72
871,176930,78,61,66,78,76,74,74
874,175895,78,65,72,78,73,68,79
875,174549,78,75,70,78,82,56,59
877,170815,78,69,71,78,77,74,74
878,170369,78,86,76,73,82,29,53
879,169706,78,59,62,75,74,76,79
881,153296,78,65,70,79,81,53,72
883,161754,78,65,63,67,68,77,81
885,155887,78,68,68,78,76,71,81
887,155897,78,65,78,71,77,37,71
891,197891,77,79,76,67,80,30,55
897,193290,77,84,75,73,77,34,78
901,161805,77,63,64,72,71,74,79
902,205070,77,83,74,72,78,61,73
904,52752,77,72,69,77,79,56,64
910,181271,77,67,73,80,76,47,60
914,230938,77,75,68,71,76,73,84
919,216349,77,76,64,77,80,28,44
920,225309,77,73,67,76,82,51,60
921,185373,77,79,73,74,75,48,70
923,149791,77,62,69,77,81,40,51
924,230431,77,72,62,74,69,75,81
925,194079,77,86,68,73,81,49,68
932,212772,77,65,31,52,53,78,72
933,224293,77,66,68,78,73,72,71
934,210214,77,66,72,72,74,66,65
935,215079,77,71,63,75,74,70,80
938,160040,77,80,71,71,76,72,74
941,190761,77,74,71,77,80,62,70
944,201519,77,66,74,77,75,65,71
945,196143,77,88,79,71,78,41,81
948,197681,77,72,61,73,80,62,72
951,176949,77,65,71,77,82,44,56
955,198200,77,65,56,66,70,76,77
957,179768,77,71,61,70,69,75,80
961,213051,77,60,61,73,70,72,78
962,214332,77,58,61,70,71,72,80
967,157503,77,66,56,68,73,74,77
971,189508,77,52,69,79,77,43,60
975,221000,77,85,74,72,78,62,77
977,192073,77,74,69,76,79,66,72
980,212811,77,78,66,77,79,67,75
984,191053,77,74,58,73,77,76,80
985,191565,77,76,72,67,80,37,66
988,185422,77,90,77,60,76,29,70
990,210513,77,74,70,77,84,28,43
991,121170,77,37,81,70,69,42,69
993,7763,77,33,64,87,73,42,50
996,160087,77,72,62,74,69,75,81
997,31831,77,36,70,82,72,63,73
1000,153177,77,77,79,68,85,33,65
1001,158810,77,51,69,74,72,74,72
1011,182882,77,67,58,70,70,74,84
1014,142950,77,65,70,76,73,59,72
1015,202087,77,48,66,81,69,73,77
1018,182888,77,53,53,71,66,77,79
1019,210537,77,89,71,74,78,31,68
1021,181098,77,63,51,75,70,76,72
1024,172143,77,51,76,82,76,59,61
1026,201073,77,83,77,73,79,34,64
1027,226161,77,55,48,72,70,71,71
1028,214132,77,92,71,66,79,46,69
1032,198006,77,70,76,78,75,51,74
1033,200054,77,68,59,75,74,75,77
1036,188536,77,75,74,74,78,46,65
1044,230269,77,80,72,76,77,27,59
1048,140415,77,46,53,77,78,69,63
1051,195202,77,71,71,77,77,60,68
1053,183427,77,74,69,73,82,68,75
1056,193158,77,67,72,73,75,61,75
1059,208008,77,79,79,74,81,39,61
1062,188041,77,76,64,74,75,74,70
1065,184716,77,62,63,73,77,70,70
1068,194958,77,69,70,77,75,66,76
1069,199823,77,66,69,78,76,73,72
1071,7826,77,64,79,77,78,33,63
1076,210324,77,79,67,75,78,37,58
1077,184469,77,67,72,74,74,67,77
1078,229270,77,70,54,57,70,78,74
1081,202135,77,76,67,73,76,74,79
1082,226456,77,61,66,76,75,69,65
1086,228251,77,76,66,75,75,70,72
1088,189595,77,75,74,78,78,61,70
1093,177569,77,78,74,77,80,50,65
1094,182945,77,85,73,71,80,44,60
1099,201893,77,56,66,75,73,72,73
1100,162981,77,65,76,76,77,60,66
1101,213160,77,76,56,71,77,75,71
1103,204713,77,85,73,73,79,42,71
1115,186801,77,74,65,61,69,77,88
1123,149185,77,68,56,71,64,74,74
1127,205510,77,88,72,74,75,55,72
1130,172233,77,78,65,76,78,70,79
1131,208330,77,79,66,75,81,21,50
1134,192202,77,63,78,81,79,66,71
1137,188876,77,63,57,81,74,69,71
1140,184271,77,66,70,73,73,75,80
1143,190674,77,71,64,75,75,74,77
1146,151508,77,64,61,77,77,67,74
1147,230613,77,74,50,73,77,69,76
1148,230360,77,80,71,71,76,72,74
1149,183256,77,74,71,77,79,65,70
1153,186589,77,60,59,73,68,74,80
1157,198113,77,57,71,74,73,78,79
1159,189410,77,68,54,75,75,70,76
1161,226790,77,74,60,65,67,78,80
1162,173030,77,71,71,76,80,62,73
1165,159978,77,80,72,76,77,27,59
1166,210411,77,76,66,75,83,37,60
1167,189165,77,62,73,79,73,60,77
1168,178415,77,64,75,77,68,71,80
1169,186351,77,71,75,72,75,70,81
1174,199158,77,69,66,69,67,72,77
1175,188154,77,70,68,78,79,55,73
1177,190971,77,75,63,70,76,73,80
1181,199422,77,63,66,76,75,66,73
1186,219391,77,67,61,69,71,77,79
1193,229636,76,75,76,70,78,41,70
1198,187659,76,60,55,67,69,76,82
1203,200206,76,78,75,73,78,30,50
1204,229391,76,55,49,62,66,74,84
1209,52498,76,37,65,75,68,73,75
1212,200469,76,73,67,75,78,65,67
1213,207894,76,61,49,64,59,77,79
1214,236311,76,74,67,77,76,43,62
1217,186650,76,69,79,64,77,34,61
1222,189725,76,67,69,75,75,58,65
1223,138782,76,49,66,74,68,80,74
1224,226592,76,82,69,74,77,63,67
1225,205601,76,92,67,70,79,35,55
1230,187939,76,78,76,71,78,33,60
1232,178213,76,58,70,70,73,74,76
1233,223273,76,64,70,73,76,69,77
1239,174381,76,56,70,77,72,63,67
1240,190765,76,66,70,79,74,62,76
1243,196142,76,54,69,78,76,36,61
1244,152879,76,46,66,75,74,70,76
1247,186672,76,63,56,67,68,78,77
1250,227633,76,84,66,70,78,49,70
1251,183346,76,66,73,76,72,70,73
1253,196147,76,75,72,71,76,42,75
1254,207412,76,64,80,81,75,42,62
1256,208949,76,88,71,71,76,40,69
1257,230453,76,65,53,63,61,72,83
1260,139064,76,56,60,71,69,76,74
1264,138810,76,64,76,75,77,33,56
1266,206651,76,67,76,75,73,56,75
1267,200765,76,68,50,64,74,76,76
1273,199487,76,43,37,60,58,74,82
1274,215103,76,83,72,68,77,39,62
1277,219712,76,65,54,67,68,75,72
1284,204102,76,70,69,76,79,66,72
1285,181318,76,54,66,75,75,64,77
1288,178250,76,57,66,68,68,73,85
1290,183883,76,77,72,73,78,36,64
1293,202828,76,68,68,76,77,66,71
1294,230988,76,72,68,74,76,43,58
1296,202061,76,68,69,74,72,73,81
1297,214605,76,64,46,66,60,72,84
1300,219470,76,57,71,69,67,78,90
1303,205391,76,68,54,70,72,73,82
1307,230481,76,80,76,75,73,40,71
1309,223058,76,77,69,73,78,73,66
1311,209236,76,65,63,72,69,72,74
1312,152916,76,70,69,78,76,49,78
1314,186452,76,61,78,73,74,58,74
1324,230234,76,68,57,72,76,72,77
1325,173146,76,66,66,80,74,62,64
1329,202078,76,87,68,69,80,45,69
1330,188768,76,67,49,64,71,76,79
1335,206436,76,74,72,73,77,46,62
1336,160101,76,65,53,63,61,72,83
1344,178284,76,76,72,73,76,42,63
1347,203886,76,77,65,73,77,63,71
1350,230767,76,78,72,69,78,70,82
1352,208498,76,80,71,66,77,35,70
1353,230258,76,80,50,71,75,73,74
1354,165490,76,72,64,74,77,70,72
1361,142966,76,71,71,77,77,52,60
1365,225144,76,78,74,69,76,32,48
1369,177019,76,61,37,61,65,80,71
1375,203903,76,81,67,71,82,37,55
1376,225663,76,82,69,72,80,65,64
1377,230271,76,82,64,70,77,26,51
1380,216706,76,77,60,70,69,71,83
1382,178051,76,59,52,68,66,73,81
1389,169607,76,65,57,67,67,75,81
1391,182152,76,73,76,73,79,56,65
1394,176009,76,65,64,77,75,67,62
1397,193420,76,71,47,70,76,73,74
1402,221838,76,73,74,77,77,50,68
1406,204691,76,73,71,76,78,64,63
1407,183187,76,67,71,74,78,38,66
1408,216468,76,71,73,75,79,40,45
1411,199829,76,52,61,74,66,71,78
1415,208535,76,75,63,72,73,74,79
1416,210583,76,70,72,74,78,54,62
1418,187800,76,77,59,75,77,71,73
1420,225945,76,70,57,69,70,76,74
1430,134820,76,70,59,70,71,70,82
1433,208295,76,67,54,66,69,75,74
1434,184999,76,74,70,76,76,73,71
1436,234153,76,76,72,77,73,65,59
1442,220334,76,78,73,74,79,30,62
1449,219571,76,63,69,73,75,66,75
1450,221363,76,65,72,74,74,61,76
1451,211124,76,82,73,72,76,46,58
1452,197813,76,70,71,76,73,67,75
1455,220854,76,77,71,74,74,67,66
1457,178616,76,62,70,75,76,65,67
1459,158138,76,68,73,75,77,39,64
1462,215998,76,71,68,76,76,54,73
1464,124607,76,55,73,81,73,62,64
1471,192708,76,71,77,76,73,51,72
1472,193476,76,80,71,74,80,45,55
1473,202695,76,64,43,61,64,75,79
1477,209610,76,75,54,68,68,73,72
1481,198861,76,71,55,71,74,73,76
1483,210126,76,73,69,78,77,33,57
1485,223695,76,66,68,67,70,77,77
1488,3281,76,53,72,73,71,69,72
1491,159954,76,68,57,72,76,72,77
1495,223959,76,80,55,74,78,66,74
1503,206304,76,62,62,70,66,74,81
1505,159970,76,80,50,71,75,73,74
1507,199652,76,73,69,76,76,53,66
1509,158438,76,67,56,68,68,74,81
1520,202476,76,72,64,77,79,58,57
1521,208620,76,68,62,69,76,71,76
1523,177390,76,64,74,75,76,66,72
1528,198129,76,69,57,66,73,74,77
1531,212212,76,66,58,63,72,74,78
1532,167669,76,66,73,75,75,46,63
1533,198648,76,62,72,79,77,70,68
1534,199416,76,76,75,76,80,50,66
1538,211706,76,68,56,73,73,73,74
1540,222715,76,68,51,63,71,78,75
1544,197117,76,83,64,73,81,25,55
1549,176894,76,72,72,75,78,41,62
1551,198143,76,74,71,75,78,24,58
1553,216320,75,74,66,69,77,65,77
1558,209669,75,39,44,55,62,76,83
1559,217605,75,64,66,69,70,68,75
1564,230408,75,75,62,75,76,52,57
1566,204555,75,65,71,76,77,53,71
1569,174859,75,59,66,76,70,69,70
1571,208141,75,62,70,72,78,62,75
1573,216335,75,66,55,66,68,73,72
1576,195088,75,72,71,73,76,52,66
1577,54033,75,43,71,79,66,70,71
1582,212755,75,71,56,68,73,72,74
1584,212245,75,69,69,75,74,70,75
1589,189207,75,80,71,74,78,32,62
1592,195096,75,57,71,71,72,71,79
1594,205083,75,67,72,77,76,48,65
1595,160027,75,85,63,75,77,68,72
1597,168732,75,69,74,78,73,31,53
1599,187421,75,70,60,71,70,70,77
1600,200478,75,72,68,74,75,70,78
1602,193311,75,66,57,69,69,74,72
1603,186912,75,71,60,72,70,73,76
1606,231969,75,69,75,78,73,58,70
1609,235042,75,66,69,76,72,57,70
1618,190502,75,67,69,75,71,72,73
1620,202024,75,69,65,74,73,60,67
1624,202282,75,84,71,71,75,62,73
1626,228650,75,77,58,72,80,39,53
1629,202541,75,71,70,74,77,24,60
1630,212269,75,75,63,72,77,62,75
1640,182579,75,62,68,67,68,77,79
1642,160052,75,77,63,69,68,76,71
1647,165174,75,56,71,70,66,74,79
1649,177974,75,39,62,68,65,74,78
1651,207928,75,72,71,69,78,37,62
1652,230457,75,69,62,66,64,72,78
1654,160058,75,64,40,54,51,74,78
1655,173370,75,63,69,74,77,62,69
1657,199739,75,68,75,75,78,51,67
1658,209723,75,83,71,66,75,52,67
1660,216380,75,82,59,74,78,68,65
1664,224574,75,86,68,72,78,63,64
1665,190782,75,72,69,68,67,74,80
1668,230463,75,80,68,75,75,34,63
1670,184895,75,81,77,73,75,20,60
1671,192575,75,82,67,70,77,72,75
1672,209984,75,69,44,59,66,74,81
1674,230465,75,67,69,73,77,37,51
1675,226370,75,76,63,71,80,65,61
1677,204612,75,68,60,75,73,70,72
1679,200773,75,67,50,60,66,76,83
1680,230469,75,70,73,73,75,28,63
1688,205897,75,67,61,70,74,73,73
1689,210761,75,83,69,74,76,68,71
1690,226377,75,84,69,68,83,27,57
1691,224075,75,80,68,73,75,66,70
1693,230475,75,81,71,70,75,37,55
1694,192587,75,69,69,72,74,72,81
1698,208461,75,69,66,69,68,76,80
1701,214606,75,68,61,71,74,68,69
1704,206160,75,86,67,73,76,29,49
1707,49488,75,40,63,78,71,71,70
1713,220245,75,73,66,73,75,72,78
1715,199254,75,76,73,70,74,40,69
1716,185174,75,76,62,75,77,60,69
1719,221016,75,61,51,65,69,74,78
1720,205401,75,68,73,72,78,36,60
1725,179546,75,74,64,74,82,26,42
1727,215644,75,78,67,70,75,31,60
1733,208224,75,73,69,75,77,48,62
1737,184417,75,66,70,75,74,65,72
1742,221283,75,73,63,77,79,32,44
1745,160103,75,69,62,66,64,72,78
1747,198760,75,73,67,73,76,70,73
1749,193897,75,75,71,74,76,46,46
1750,194665,75,58,53,56,52,76,83
1754,230251,75,71,70,68,71,71,82
1758,160108,75,80,68,75,75,34,63
1759,230252,75,72,57,68,75,75,69
1760,203629,75,67,73,71,72,65,80
1761,219758,75,74,61,74,76,62,74
1762,160110,75,67,69,73,77,37,51
1767,186992,75,77,64,73,71,71,77
1768,190577,75,78,70,71,77,28,68
1770,160114,75,70,73,73,75,28,63
1773,163699,75,77,72,75,80,67,74
1777,211061,75,73,68,75,78,31,51
1778,160120,75,81,71,70,75,37,55
1781,186745,75,81,64,74,78,25,61
1784,167549,75,75,61,73,71,73,66
1785,157310,75,71,71,76,76,53,63
1787,107647,75,51,71,77,75,69,69
1789,150656,75,60,52,70,69,74,74
1790,230528,75,55,40,58,59,75,76
1793,133249,75,67,64,76,73,70,75
1795,230274,75,76,63,72,76,36,59
1797,189059,75,64,66,73,72,71,80
1798,230020,75,70,62,75,75,49,69
1799,190084,75,55,59,74,66,69,80
1808,188042,75,69,71,72,74,25,53
1816,213648,75,64,61,73,75,69,77
1817,219792,75,68,62,71,76,72,67
1820,205201,75,73,70,72,71,72,81
1824,212883,75,73,60,63,70,72,86
1827,137109,75,34,67,78,69,69,67
1834,217242,75,83,72,68,78,42,56
1835,176794,75,53,77,74,73,42,74
1841,219808,75,69,69,73,79,18,50
1843,211361,75,70,69,74,74,68,69
1844,176545,75,71,68,75,73,52,59
1848,214947,75,74,49,67,72,73,78
1849,160163,75,55,40,58,59,75,76
1850,187043,75,70,69,74,74,61,75
1854,138918,75,69,67,72,70,71,73
1855,216742,75,70,38,59,57,77,74
1861,170664,75,71,69,74,78,55,70
1864,176553,75,67,66,72,72,66,66
1871,168621,75,76,65,74,75,69,74
1872,167599,75,51,69,80,73,64,55
1877,188337,75,89,64,71,75,63,78
1879,223154,75,72,68,70,72,73,77
1883,232883,75,71,65,74,76,70,65
1884,206516,75,66,59,72,77,65,65
1885,211382,75,75,51,63,67,73,80
1890,230072,75,65,74,59,68,25,68
1891,158905,75,42,68,76,74,72,67
1894,203965,75,77,71,72,76,35,64
1897,176062,75,63,68,77,71,62,72
1902,220609,75,65,66,76,76,63,69
1903,230337,75,85,63,75,77,68,72
1904,211907,75,70,66,74,74,68,81
1908,159172,75,36,65,77,66,68,70
1909,171972,75,62,60,72,71,72,76
1914,194761,75,78,69,72,76,59,66
1915,235210,75,79,70,75,77,59,60
1918,182731,75,88,68,74,78,28,50
1920,190156,75,57,56,68,65,70,77
1925,211408,75,70,60,70,75,70,73
1934,209621,75,68,68,75,77,56,69
1943,200155,75,44,73,75,73,41,64
1944,190683,75,68,68,75,73,69,69
1945,162780,75,69,70,75,73,62,80
1946,159965,75,71,70,68,71,71,82
1947,159966,75,72,57,68,75,75,69
1950,172768,75,61,64,75,72,64,71
1951,229857,75,65,55,75,75,64,66
1952,206306,75,66,67,73,74,67,73
1957,215270,75,77,67,74,79,43,61
1958,183526,75,74,73,71,79,34,62
1960,213991,75,78,65,71,73,69,80
1964,211176,75,83,66,68,82,29,58
1969,215531,75,75,68,77,77,57,67
1971,201452,75,82,74,73,77,25,69
1973,199661,75,66,64,64,69,75,77
1975,159981,75,85,64,67,74,57,61
1976,230381,75,77,63,69,68,76,71
1978,192238,75,53,45,66,57,72,74
1979,199663,75,58,66,73,70,70,85
