,ID,overall,pac,sho,pas,dri,def,phy
435,198784,80,88,70,74,84,52,71
444,193361,80,77,77,80,81,63,73
445,193130,80,83,82,74,80,38,70
450,192492,80,80,73,76,83,32,50
451,192086,80,84,77,71,81,44,72
453,190972,80,87,74,74,80,44,70
455,190813,80,87,75,70,84,31,58
456,190717,80,85,74,70,81,52,82
457,190264,80,79,72,78,84,35,57
461,188802,80,80,51,69,66,79,79
472,183909,80,88,72,77,84,39,56
474,178416,80,89,76,76,81,32,71
475,178311,80,85,80,73,83,25,63
481,176376,80,77,81,73,85,52,74
483,175379,80,67,76,83,82,40,62
484,173909,80,73,77,77,79,67,78
488,173221,80,78,80,77,81,56,71
491,170370,80,66,68,82,81,59,67
492,170368,80,76,77,79,82,45,67
494,169195,80,67,73,80,82,66,70
497,167514,80,76,67,71,76,80,76
500,164859,80,91,75,72,80,38,66
505,158232,80,68,78,73,85,33,62
508,150516,80,78,84,75,77,39,74
525,230142,79,73,73,76,80,33,57
529,224334,79,84,72,78,80,57,76
534,216150,79,82,66,70,75,75,76
536,215259,79,86,73,76,79,43,61
538,213345,79,92,75,72,82,19,58
544,212150,79,72,62,77,84,35,53
545,211688,79,86,58,75,77,75,68
546,211381,79,82,71,73,86,36,43
550,210514,79,92,65,75,80,73,71
553,208128,79,69,80,81,78,41,56
554,207948,79,88,69,72,85,37,67
557,206113,79,90,76,71,83,43,67
560,205678,79,89,79,71,82,37,58
561,205525,79,89,70,75,84,40,45
564,205069,79,79,60,74,84,76,66
572,202556,79,88,77,72,82,30,77
575,201858,79,83,80,73,83,35,67
576,201533,79,89,74,73,83,26,72
584,200641,79,86,76,76,82,30,58
588,199952,79,73,75,78,82,44,48
592,199561,79,72,78,76,80,39,67
595,198077,79,87,75,74,81,35,59
599,194174,79,79,69,78,81,43,64
600,193887,79,82,74,73,80,29,72
601,193171,79,84,59,71,74,76,72
602,192679,79,75,56,73,71,76,73
603,192565,79,76,71,78,82,34,59
607,190544,79,80,74,76,85,32,62
608,190286,79,63,71,80,78,26,50
612,189575,79,81,70,73,84,43,51
622,186307,79,72,78,77,82,36,68
626,184949,79,82,64,75,75,73,75
627,184881,79,86,71,72,83,32,61
630,183899,79,85,71,76,81,42,56
634,183108,79,81,75,76,82,57,72
641,177159,79,87,67,76,78,70,70
645,176571,79,75,74,75,79,56,77
649,173474,79,78,74,80,81,67,74
651,172962,79,83,71,72,82,70,74
652,172316,79,75,63,70,74,79,73
657,170733,79,92,69,70,81,28,63
667,159240,79,67,75,82,78,64,66
668,159171,79,70,76,80,81,29,56
675,147621,79,80,74,79,76,50,72
676,146482,79,48,75,84,75,46,58
689,45186,79,68,74,81,82,38,56
690,8473,79,73,70,79,82,43,63
697,227796,78,91,68,70,84,33,56
704,223061,78,89,68,70,83,44,54
706,222943,78,84,72,76,77,46,66
708,222509,78,68,61,76,81,70,64
709,221992,78,93,72,71,81,34,61
715,219411,78,93,73,67,82,27,62
716,217877,78,83,70,73,81,27,51
718,216547,78,92,66,71,83,35,45
719,216497,78,80,78,70,81,33,64
720,216475,78,88,75,71,80,51,60
729,213400,78,88,64,73,77,50,69
730,213135,78,83,76,68,75,31,77
732,212911,78,91,69,70,80,22,59
733,212230,78,79,75,78,82,29,56
736,211119,78,87,73,73,80,31,57
737,210930,78,70,69,78,80,39,55
739,210333,78,88,72,72,78,39,62
740,210282,78,91,67,71,80,73,75
742,209989,78,77,63,69,75,75,81
744,208574,78,88,68,72,81,32,72
745,208450,78,77,71,77,82,62,69
751,207494,78,83,74,72,81,51,67
752,206591,78,84,62,75,84,72,70
753,206225,78,80,74,75,79,56,67
756,205633,78,78,67,78,80,65,68
757,205569,78,66,66,84,75,61,67
758,205114,78,83,69,73,86,37,58
764,204077,78,89,75,69,82,26,67
765,203980,78,75,74,76,79,38,65
767,203627,78,90,74,75,79,56,51
770,203362,78,85,71,76,80,39,65
771,203106,78,84,65,75,82,53,62
775,201878,78,72,77,79,78,38,65
776,201508,78,71,75,76,80,39,62
787,200529,78,76,77,75,78,45,76
788,200318,78,75,80,69,76,33,67
795,198706,78,68,73,78,78,27,55
798,198329,78,91,75,70,79,33,68
800,197225,78,71,70,78,79,43,69
801,197083,78,78,72,74,80,53,69
802,196889,78,88,66,76,85,35,55
807,194932,78,85,75,73,80,33,63
808,194845,78,76,79,76,79,43,68
810,193584,78,73,78,65,73,29,83
814,192841,78,78,70,76,82,62,62
815,192722,78,78,78,77,79,43,65
819,191032,78,84,69,75,83,36,73
828,189354,78,75,71,82,78,28,64
830,189157,78,87,68,68,84,31,78
834,188427,78,77,72,77,78,73,78
835,188268,78,93,72,70,81,33,56
837,188103,78,73,75,76,78,42,72
838,187736,78,78,74,73,79,67,66
843,186832,78,77,68,77,82,75,74
844,186805,78,90,68,73,82,31,65
845,186581,78,76,71,81,82,48,66
847,186302,78,75,73,76,80,50,58
850,183871,78,87,72,70,81,45,66
852,183394,78,77,74,75,76,72,85
853,183332,78,86,73,73,82,40,61
854,183249,78,73,77,70,78,37,86
856,182879,78,77,77,78,78,28,63
873,176619,78,80,74,65,74,37,72
876,172049,78,90,71,69,85,31,67
877,170815,78,69,71,78,77,74,74
886,164082,78,75,71,77,81,75,72
887,155897,78,65,78,71,77,37,71
889,185090,77,91,76,68,78,29,64
891,197891,77,79,76,67,80,30,55
895,210950,77,80,72,71,83,39,62
896,188166,77,87,71,69,78,35,71
897,193290,77,84,75,73,77,34,78
902,205070,77,83,74,72,78,61,73
905,183569,77,77,73,68,83,36,72
906,202515,77,83,71,73,81,24,56
912,184089,77,83,71,71,84,33,55
917,229148,77,91,62,71,78,72,72
919,216349,77,76,64,77,80,28,44
920,225309,77,73,67,76,82,51,60
921,185373,77,79,73,74,75,48,70
923,149791,77,62,69,77,81,40,51
925,194079,77,86,68,73,81,49,68
929,203299,77,84,73,71,79,32,67
936,230183,77,82,67,71,71,75,86
938,160040,77,80,71,71,76,72,74
939,230184,77,87,58,68,76,71,54
942,144429,77,78,63,76,74,74,70
945,196143,77,88,79,71,78,41,81
947,207920,77,83,53,65,68,73,72
949,189234,77,80,77,74,76,67,67
951,176949,77,65,71,77,82,44,56
958,181816,77,74,48,69,68,76,72
965,190014,77,87,74,71,77,40,64
966,198719,77,87,69,70,82,24,52
970,200260,77,78,77,73,79,37,61
971,189508,77,52,69,79,77,43,60
979,220746,77,85,69,73,80,32,49
994,219732,77,91,72,71,79,35,62
999,216409,77,82,69,71,82,17,50
1000,153177,77,77,79,68,85,33,65
1002,183130,77,79,69,74,77,47,70
1008,216158,77,81,63,73,76,71,78
1009,192350,77,91,66,72,80,34,54
1012,202851,77,89,77,68,82,25,54
1019,210537,77,89,71,74,78,31,68
1025,182896,77,77,59,71,79,71,72
1026,201073,77,83,77,73,79,34,64
1028,214132,77,92,71,66,79,46,69
1031,157301,77,81,77,70,79,34,71
1032,198006,77,70,76,78,75,51,74
1036,188536,77,75,74,74,78,46,65
1037,164985,77,73,78,71,77,27,71
1038,213114,77,75,75,72,77,31,64
1041,200315,77,90,70,70,81,28,59
1050,212096,77,75,73,73,83,33,63
1051,195202,77,71,71,77,77,60,68
1058,180359,77,70,53,73,77,76,65
1066,205966,77,80,61,72,86,27,56
1070,177553,77,75,73,74,82,64,62
1076,210324,77,79,67,75,78,37,58
1081,202135,77,76,67,73,76,74,79
1082,226456,77,61,66,76,75,69,65
1094,182945,77,85,73,71,80,44,60
1101,213160,77,76,56,71,77,75,71
1102,171688,77,75,65,72,76,76,69
1103,204713,77,85,73,73,79,42,71
1104,186537,77,69,75,67,71,46,79
1105,159914,77,82,67,71,71,75,86
1107,152747,77,83,64,71,82,38,62
1108,159915,77,87,58,68,76,71,54
1117,184501,77,74,69,67,65,78,79
1126,221125,77,81,75,72,74,25,69
1127,205510,77,88,72,74,75,55,72
1130,172233,77,78,65,76,78,70,79
1131,208330,77,79,66,75,81,21,50
1133,224458,77,81,74,67,83,46,70
1134,192202,77,63,78,81,79,66,71
1135,233419,77,86,71,70,80,30,61
1136,187084,77,83,75,61,68,65,81
1139,189390,77,71,59,71,72,76,77
1142,227536,77,84,78,59,60,36,88
1143,190674,77,71,64,75,75,74,77
1144,209620,77,82,50,67,76,74,73
1145,212692,77,79,70,75,81,30,55
1148,230360,77,80,71,71,76,72,74
1166,210411,77,76,66,75,83,37,60
1168,178415,77,64,75,77,68,71,80
1178,168444,77,77,77,71,76,35,80
1180,220925,77,78,71,70,80,53,68
1182,160766,77,78,74,71,84,26,62
1183,169214,77,91,74,68,79,33,66
1184,201215,77,85,70,76,80,42,60
1187,184575,77,89,75,73,79,35,64
1191,177666,76,78,73,70,72,41,78
1192,177922,76,85,72,72,76,34,61
1193,229636,76,75,76,70,78,41,70
1199,213516,76,77,71,71,81,29,47
1203,200206,76,78,75,73,78,30,50
1207,229906,76,92,70,71,79,23,61
1212,200469,76,73,67,75,78,65,67
1216,192537,76,84,72,72,79,32,59
1220,148253,76,89,59,68,67,72,67
1224,226592,76,82,69,74,77,63,67
1225,205601,76,92,67,70,79,35,55
1226,160033,76,79,53,70,74,75,73
1230,187939,76,78,76,71,78,33,60
1238,205869,76,86,68,71,79,32,56
1240,190765,76,66,70,79,74,62,76
1245,221743,76,92,71,68,79,32,62
1255,166708,76,81,70,73,77,33,65
1256,208949,76,88,71,71,76,40,69
1263,199737,76,80,79,73,77,30,63
1266,206651,76,67,76,75,73,56,75
1270,147006,76,68,73,72,80,42,58
1272,183870,76,80,68,72,80,34,64
1274,215103,76,83,72,68,77,39,62
1276,205632,76,78,70,74,78,48,66
1278,169792,76,77,75,68,76,32,67
1280,215107,76,92,76,65,80,36,61
1281,216388,76,89,69,65,83,22,56
1283,224069,76,74,75,64,76,21,66
1286,177481,76,81,49,68,66,74,78
1290,183883,76,77,72,73,78,36,64
1298,229453,76,85,69,67,81,37,65
1299,204366,76,79,75,69,72,36,77
1306,170320,76,73,57,66,71,75,76
1307,230481,76,80,76,75,73,40,71
1310,207444,76,95,65,67,77,42,69
1312,152916,76,70,69,78,76,49,78
1315,186197,76,79,69,74,81,38,60
1317,212823,76,78,76,68,79,29,60
1319,186200,76,77,74,70,76,28,69
1323,205402,76,87,70,69,80,30,48
1329,202078,76,87,68,69,80,45,69
1332,188770,76,76,76,71,79,39,71
1333,171875,76,80,74,77,80,69,76
1335,206436,76,74,72,73,77,46,62
1342,179560,76,84,72,71,79,32,56
1344,178284,76,76,72,73,76,42,63
1348,226414,76,88,70,70,78,41,59
1352,208498,76,80,71,66,77,35,70
1360,177525,76,78,66,73,79,52,72
1361,142966,76,71,71,77,77,52,60
1362,209782,76,77,73,72,83,40,64
1363,198264,76,81,72,74,78,26,58
1365,225144,76,78,74,69,76,32,48
1370,197756,76,76,74,70,79,37,74
1373,160126,76,80,76,75,73,40,71
1375,203903,76,81,67,71,82,37,55
1376,225663,76,82,69,72,80,65,64
1377,230271,76,82,64,70,77,26,51
1381,164994,76,76,70,74,77,58,70
1385,202884,76,82,63,71,79,65,77
1386,203910,76,75,72,72,81,31,67
1388,220295,76,85,76,66,74,43,70
1391,182152,76,73,76,73,79,56,65
1395,224394,76,77,73,71,80,44,71
1399,188045,76,90,69,69,72,34,71
1401,213134,76,85,67,70,80,48,70
1402,221838,76,73,74,77,77,50,68
1403,212623,76,78,75,67,77,52,67
1406,204691,76,73,71,76,78,64,63
1407,183187,76,67,71,74,78,38,66
1408,216468,76,71,73,75,79,40,45
1412,222357,76,81,71,67,78,33,77
1414,211862,76,75,77,68,66,53,82
1422,165531,76,90,73,70,75,47,71
1424,201884,76,81,71,75,76,65,69
1425,212125,76,90,65,68,82,41,54
1436,234153,76,76,72,77,73,65,59
1439,216749,76,87,73,69,80,40,51
1442,220334,76,78,73,74,79,30,62
1449,219571,76,63,69,73,75,66,75
1451,211124,76,82,73,72,76,46,58
1452,197813,76,70,71,76,73,67,75
1459,158138,76,68,73,75,77,39,64
1470,210372,76,76,72,75,79,29,61
1472,193476,76,80,71,74,80,45,55
1475,204233,76,87,65,70,83,23,49
1476,146377,76,77,67,70,80,50,71
1479,230347,76,79,53,70,74,75,73
1483,210126,76,73,69,78,77,33,57
1484,226766,76,89,64,66,84,28,49
1496,197081,76,79,70,74,80,60,67
1497,229593,76,84,67,74,84,28,68
1500,224218,76,89,72,66,78,33,63
1501,216796,76,78,72,73,80,33,56
1507,199652,76,73,69,76,76,53,66
1513,212456,76,91,72,70,80,45,71
1516,219626,76,92,54,63,74,70,63
1520,202476,76,72,64,77,79,58,57
1525,199151,76,92,70,67,81,25,54
1530,225523,76,83,64,73,76,69,74
1534,199416,76,76,75,76,80,50,66
1535,187896,76,72,78,73,76,21,60
1536,189945,76,85,72,74,72,37,67
1544,197117,76,83,64,73,81,25,55
1545,202493,76,91,67,72,81,69,70
1549,176894,76,72,72,75,78,41,62
1556,215042,75,84,73,66,78,25,70
1564,230408,75,75,62,75,76,52,57
1570,189196,75,83,70,69,74,32,78
1572,164878,75,67,74,73,78,25,50
1576,195088,75,72,71,73,76,52,66
1584,212245,75,69,69,75,74,70,75
1589,189207,75,80,71,74,78,32,62
1594,205083,75,67,72,77,76,48,65
1595,160027,75,85,63,75,77,68,72
1596,186395,75,75,75,72,76,51,68
1598,235805,75,81,68,67,80,32,59
1609,235042,75,66,69,76,72,57,70
1611,196899,75,85,70,67,78,30,53
1613,54051,75,72,66,70,81,36,61
1614,210212,75,87,68,69,78,46,66
1615,198949,75,84,63,69,77,71,76
1619,193062,75,78,65,67,73,71,80
1623,223017,75,82,65,71,76,66,66
1625,155946,75,61,74,77,75,43,74
1626,228650,75,77,58,72,80,39,53
1628,174379,75,72,70,71,80,37,57
1629,202541,75,71,70,74,77,24,60
1631,230189,75,79,56,70,69,73,66
1632,229167,75,90,69,69,78,29,62
1634,217648,75,85,60,67,81,39,47
1635,160048,75,82,54,71,73,72,65
1636,198193,75,83,71,68,78,36,65
1639,234035,75,82,47,63,66,73,67
1644,230197,75,74,48,69,75,74,69
1657,199739,75,68,75,75,78,51,67
1663,234045,75,89,73,65,81,27,54
1667,215871,75,86,72,67,77,40,72
1670,184895,75,81,77,73,75,20,60
1674,230465,75,67,69,73,77,37,51
1683,154950,75,75,69,75,77,71,71
1684,192838,75,78,61,67,71,71,81
1690,226377,75,84,69,68,83,27,57
1695,152908,75,77,69,77,79,65,61
1697,225356,75,90,65,68,79,26,47
1704,206160,75,86,67,73,76,29,49
1705,219728,75,86,71,69,74,41,77
1708,160593,75,71,71,77,75,69,64
1709,52306,75,59,74,79,75,65,67
1717,192087,75,81,52,69,71,73,71
1718,194135,75,78,71,76,73,23,69
1720,205401,75,68,73,72,78,36,60
1721,201818,75,93,75,62,78,28,57
1722,223066,75,80,75,67,72,37,82
1725,179546,75,74,64,74,82,26,42
1727,215644,75,78,67,70,75,31,60
1728,219740,75,84,73,65,80,30,67
1729,220253,75,81,74,62,80,27,56
1731,214622,75,84,36,62,69,73,69
1733,208224,75,73,69,75,77,48,62
1736,223329,75,81,56,69,73,71,70
1742,221283,75,73,63,77,79,32,44
1749,193897,75,75,71,74,76,46,46
1751,202858,75,93,71,63,82,45,65
1752,192362,75,91,65,67,76,24,58
1756,190059,75,79,69,71,77,71,76
1758,160108,75,80,68,75,75,34,63
1760,203629,75,67,73,71,72,65,80
1761,219758,75,74,61,74,76,62,74
1762,160110,75,67,69,73,77,37,51
1768,190577,75,78,70,71,77,28,68
1772,209523,75,86,68,67,78,41,65
1777,211061,75,73,68,75,78,31,51
1781,186745,75,81,64,74,78,25,61
1783,173436,75,83,72,67,80,38,63
1796,158851,75,82,66,71,76,71,81
1798,230020,75,70,62,75,75,49,69
1836,199835,75,81,73,63,74,26,78
1839,212127,75,89,64,71,77,31,48
1841,219808,75,69,69,73,79,18,50
1846,201379,75,78,68,73,74,28,62
1859,158375,75,77,59,73,76,76,71
1860,226215,75,77,72,68,75,43,61
1861,170664,75,71,69,74,78,55,70
1863,194728,75,66,73,69,73,31,81
1871,168621,75,76,65,74,75,69,74
1874,159920,75,79,56,70,69,73,66
1877,188337,75,89,64,71,75,63,78
1878,189105,75,87,63,69,81,47,65
1883,232883,75,71,65,74,76,70,65
1888,159927,75,74,48,69,75,74,69
1894,203965,75,77,71,72,76,35,64
1898,214207,75,80,74,70,75,34,76
1900,204737,75,93,73,67,79,35,50
1903,230337,75,85,63,75,77,68,72
1906,138436,75,63,73,70,72,59,82
1914,194761,75,78,69,72,76,59,66
1918,182731,75,88,68,74,78,28,50
1934,209621,75,68,68,75,77,56,69
1936,231638,75,82,73,69,81,34,65
1941,178393,75,83,71,73,78,33,62
1942,186330,75,77,50,68,75,72,72
1948,196318,75,87,67,67,78,42,54
1953,168930,75,78,65,74,79,32,59
1954,230371,75,82,54,71,73,72,65
1956,229092,75,89,68,67,79,47,69
1958,183526,75,74,73,71,79,34,62
1964,211176,75,83,66,68,82,29,58
1969,215531,75,75,68,77,77,57,67
1971,201452,75,82,74,73,77,25,69
1972,159980,75,82,64,70,77,26,51
1974,155885,75,77,71,72,82,42,62
1975,159981,75,85,64,67,74,57,61
1980,137199,75,67,68,79,82,53,48
1981,198640,75,77,72,73,79,32,53
1984,199412,75,87,74,68,73,49,76
1989,221174,75,87,72,70,77,33,59
1990,157430,75,47,77,80,73,64,71
1993,211703,75,76,72,76,73,37,63
1994,216055,75,89,65,72,76,36,62
1999,184312,75,96,65,66,77,28,66
2001,158969,75,70,71,78,76,33,59
2002,173818,75,66,73,67,81,27,63
2004,190716,75,93,71,63,77,39,73
2007,224254,75,88,75,70,78,27,56
2030,231943,74,82,70,61,77,25,74
2036,183820,74,80,67,71,77,36,58
2038,177934,74,73,74,70,78,33,58
2039,199439,74,68,76,71,72,40,69
2048,189459,74,82,66,69,79,36,64
2049,198420,74,92,72,65,76,38,74
2056,187671,74,84,71,66,77,26,66
2066,189211,74,78,74,73,74,34,68
2068,160028,74,83,57,65,75,71,68
2069,183068,74,70,72,68,73,44,58
2070,189468,74,85,68,69,76,43,69
2071,190748,74,79,70,69,77,39,63
2076,221982,74,79,66,69,81,23,41
2079,210463,74,89,71,64,81,31,65
2083,202529,74,76,49,72,74,68,72
2086,215330,74,75,70,73,76,33,61
2090,201509,74,77,63,69,75,67,69
2092,191269,74,68,68,75,74,70,68
2094,215590,74,75,72,62,80,25,64
2096,211239,74,88,74,67,76,27,51
2098,191783,74,80,69,69,75,48,77
2101,209449,74,93,67,63,78,36,50
2102,211241,74,86,71,65,76,57,64
2109,189485,74,88,67,67,80,23,46
2114,198705,74,81,66,70,78,69,69
2115,212273,74,93,71,66,75,31,66
2121,189491,74,76,71,71,75,57,68
2134,210489,74,77,66,68,80,37,66
2137,230202,74,74,53,63,73,72,66
2142,194876,74,85,70,64,74,42,76
2145,228414,74,81,73,67,79,34,60
2147,207679,74,79,71,70,76,32,56
2153,169281,74,89,71,66,77,28,60
2155,230466,74,51,73,75,74,30,52
2157,208451,74,78,64,71,76,55,70
2158,211267,74,87,64,67,81,41,59
2160,199236,74,91,47,69,70,67,75
2162,230468,74,74,63,75,75,34,61
2164,193092,74,90,69,68,81,21,42
2174,199752,74,92,70,61,75,33,80
2175,144200,74,82,67,75,75,67,65
2177,160072,74,75,62,75,76,52,57
2178,232008,74,80,53,68,70,70,62
2180,200521,74,79,69,68,77,26,53
2181,211017,74,77,71,71,77,45,61
2183,178249,74,82,73,70,75,34,68
2185,204874,74,65,74,73,78,37,64
2186,159818,74,89,70,74,75,34,47
2187,193098,74,81,69,72,73,41,67
2195,189263,74,78,68,73,76,25,60
2201,208977,74,93,72,63,74,36,68
2204,210258,74,78,68,67,76,30,60
2208,201043,74,77,62,69,79,66,77
2209,230483,74,76,61,72,74,30,62
2213,192342,74,61,76,75,74,40,75
2214,153175,74,77,72,67,79,37,61
2215,230487,74,72,72,73,75,29,66
2217,200536,74,87,50,67,74,69,71
2219,236632,74,83,69,65,82,34,60
2220,198489,74,77,67,69,76,58,75
2221,193881,74,76,65,71,78,35,59
2223,218970,74,81,74,53,74,23,68
2224,225114,74,80,77,64,78,37,65
2231,167516,74,62,66,70,76,42,71
2238,168799,74,80,56,63,72,72,73
2244,208737,74,63,75,69,72,55,75
2251,237670,74,74,68,74,77,56,63
2257,198504,74,77,75,66,73,37,71
2259,182632,74,71,68,72,78,48,64
2262,199274,74,72,73,49,71,32,72
2263,207722,74,90,73,68,73,38,78
2266,164459,74,56,74,77,72,62,72
2269,201326,74,82,70,67,79,37,57
2272,160111,74,51,73,75,74,30,52
2279,210801,74,94,69,65,74,44,62
2280,216433,74,79,75,67,75,29,70
2282,160113,74,74,63,75,75,34,61
2284,235889,74,81,71,68,76,32,54
2286,162932,74,63,67,77,77,34,58
2288,209781,74,74,71,73,76,66,66
2293,207734,74,73,67,71,75,25,43
2302,234618,74,75,70,69,76,26,66
2306,225403,74,78,68,73,78,45,64
2307,230267,74,79,62,72,73,44,51
2308,192635,74,66,73,75,75,41,66
2314,160127,74,79,63,71,77,31,45
2315,160128,74,76,61,72,74,30,62
2316,230272,74,85,64,67,74,57,61
2319,231041,74,88,75,61,72,27,78
2320,233601,74,75,62,71,77,43,65
2324,184706,74,73,63,74,75,64,67
2326,160132,74,72,72,73,75,29,66
2327,230276,74,71,65,75,74,39,67
2328,219525,74,90,65,68,76,26,67
2329,179591,74,71,70,74,78,42,58
2332,212616,74,69,70,74,79,39,63
2333,223624,74,85,68,66,76,24,60
2338,188554,74,74,66,72,81,30,61
2341,205965,74,81,61,63,74,70,75
2344,201103,74,74,73,75,75,47,62
2345,205711,74,92,64,63,80,38,64
2349,192146,74,80,68,73,73,52,63
2352,178323,74,84,69,71,78,39,71
2355,213655,74,78,61,66,82,28,65
2359,189338,74,85,69,72,75,33,61
2360,204699,74,84,69,66,76,63,69
2361,224411,74,82,75,70,76,36,64
2366,191388,74,77,68,71,78,30,43
2369,176029,74,80,70,69,78,42,63
2372,215199,74,80,63,74,78,30,63
2373,233631,74,90,69,63,80,44,68
2374,186783,74,87,67,67,73,42,67
2378,225953,74,85,67,65,80,27,63
2383,209827,74,78,70,56,75,30,71
2391,207785,74,83,71,69,74,70,54
2394,178090,74,75,69,70,79,27,62
2397,192427,74,82,57,71,77,69,59
2400,208045,74,78,77,68,78,36,71
2406,223152,74,76,68,69,74,36,62
2415,143283,74,73,71,69,80,47,55
2417,179891,74,93,65,63,76,28,64
2424,200630,74,90,65,69,77,30,59
2429,158394,74,74,70,66,67,72,76
2430,166074,74,83,73,69,75,28,78
2432,159931,74,74,53,63,73,72,66
2434,202940,74,83,72,70,76,31,62
2437,142781,74,56,68,76,75,35,57
2438,190653,74,91,69,68,76,32,66
2448,188352,74,73,65,72,68,69,75
2453,152514,74,66,68,75,75,61,70
2458,230339,74,83,57,65,75,71,68
2459,178115,74,76,74,72,74,54,68
2467,205257,74,75,67,70,77,37,69
2468,222665,74,72,58,74,83,32,42
2478,214989,74,82,70,66,78,33,62
2480,227789,74,82,68,65,75,26,66
2484,231887,74,73,70,75,75,47,70
2488,187858,74,76,75,72,76,47,71
2495,173530,74,88,67,70,78,36,57
2496,212187,74,82,48,68,73,69,71
2500,176348,74,69,71,77,72,36,72
